draw_idx,hiv.beta_m2f,hiv.rel_init_prev,log_syph.beta_m2f,log_syph.rel_trans_primary,syph.time_to_undetectable,syph.p_symp_primary_f,syph.p_symp_primary_m,log_syph.rel_init_prev,syph_symp_test.rel_test,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw,log_hiv_syph.rel_sus_syph_hiv,log_hiv_syph.rel_trans_syph_hiv,structuredsexual.stable_act_decay,structuredsexual.client_marital_act_mult
878,0.0182145296269523,0.8127255769139721,-1.1487652751281143,0.547666668973146,22.85942425684877,0.1798369385711336,0.7543979368597018,-2.288135915705628,0.80787019641855,-2.083717071615172,-2.3164202249539234,-1.1344268659462742,0.8743196991842592,2.201002346269176,8.487224131155369,0.9616381492926924,0.5962591182379773,0.0537260730579941,0.921879889718715
880,0.0202392388490086,0.8466908725083155,-1.321824900626236,0.7628745476977394,10.642007043128928,0.3101911803864759,0.8976537419630817,-1.0583604530254074,0.7244637468481261,-3.31631380078044,-1.9539432744950225,-1.4894781970089013,0.8574528395437339,5.203708693690241,5.958296631868791,0.9959956381241548,0.735476243089167,0.0252601995607534,0.7744934910396244
884,0.0278195489788532,1.004482960695655,-1.6603043969953517,1.4051051985243033,14.666953937548971,0.5289093678172633,0.7797990376927866,-0.8411548467439154,0.8820992979630855,-1.891732761409877,-2.1650439888111843,-2.4878911741403296,0.62168879675623,6.705556543426999,6.030535583740094,0.0816084268389415,0.6194597405619332,0.0938224084431184,0.5206818506380007
915,0.0253653110984335,1.053310342629484,-1.2916864400997996,1.6928781730603155,15.172242639707424,0.4167608896637655,0.8360976538719784,-1.5950881602360556,0.47211906044728,-3.3966120001764466,-1.6052291290069325,-2.0153534880369364,0.8492442856375035,4.067653679162081,2.611576084058602,0.9608602945282678,0.0332797003436807,0.0634626868986413,0.8934001179081059
916,0.0138729789361391,0.7771587483422988,-1.6740263952715435,1.2064177459843473,29.89226059978548,0.1518652485709837,0.7973466741132602,-1.3714238768134717,0.4776196552796586,-1.4043015760866404,-2.670304238579826,-0.5214144236692366,0.7135813103348887,3.877660345453479,3.2316169458596287,0.6657263440176198,0.6665696393718445,0.1864066608177672,0.3731069230554872
944,0.0299665487358661,1.1225106629368302,-1.8778738027140955,0.9626857971689406,18.871887914161988,0.2080325009339434,0.8813509337247536,-2.267288155734486,0.3493174184608422,-2.021662151661971,-1.585142059781118,-1.251402828678406,0.7759859652337135,6.557244432201721,9.910660511577358,0.0365744530120879,0.3848669434237703,0.1542844767289776,0.9932060557180916
949,0.0269679656163866,0.385617621798847,-1.601948625063292,2.0505717706685918,10.758324958997925,0.1731098094725752,0.9314779325006696,-0.2495749567626726,1.3846140056713456,-3.122511125817541,-2.9712437080025738,-3.713493275708395,0.8459950663111169,5.43610262814138,5.987991714451422,0.0460118027873028,0.2198039819756867,0.165036053031898,0.4764677136331746
967,0.0186349436848356,1.4329394603970278,-1.3931905764135717,1.3798020848084964,24.290545489214534,0.4910730069361597,0.8209790161183772,-0.4604524143521873,1.013383941915479,-3.2004889870709734,-1.390688675602647,-0.9350251212590162,0.788820357903681,3.3335416598822394,5.630987866689292,0.5183095837631686,0.4947227886190151,0.1961133660191407,0.5781538104567774
986,0.0204437141454042,1.2018122118166998,-1.411127088614888,1.3587114585452815,11.684975368434808,0.1005944532867713,0.6750778984040994,-0.9542981678655172,0.926553472222574,-3.0530132295219974,-1.0870585681104303,-2.1653678900251565,0.6560516753909185,7.085471679282484,6.324320597498994,0.9676146866459876,0.5447593605588544,0.0890893559555086,0.5878146030767661
997,0.0298500485555027,0.6174032504197157,-1.201443551795009,0.5727416753072816,22.886427340515556,0.4835178075928745,0.666557407018245,-1.4835988818074832,1.3145420132137429,-3.028403770218913,-1.8601358567245996,-2.921921084276782,0.8823913997120996,2.901816700637232,7.825910222036452,0.2865936631431052,0.4073831308438077,0.1544986734048203,0.8527076289548656
