hiv.beta_m2f,log_syph.beta_m2f,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m1_conc,structuredsexual.dur_sw
0.02324377570740015,-1.1449235687242258,-2.7747034722669497,-3.146705423078568,-2.621293804064007,0.5575820334896506,0.26264674763150075,9.756015877565819
0.027901551619146564,-1.6573218198360895,-2.5472608868825883,-2.6406967658801186,-2.791408229022899,0.6674966601304178,0.23107004379093615,12.598402513657266
0.022847435539665187,-1.3940540197048747,-2.609127334678629,-2.7726538996332266,-2.490992055793447,0.5737203075846704,0.15981954457470005,12.443127011109178
0.03480301961863683,-1.662084024857061,-2.6871441497357607,-2.185754812013606,-2.405985605427607,0.6698610850751062,0.10588497988473385,2.4684639941986
0.04885165050608523,-1.6952446172102864,-2.849616170343336,-2.280957864520385,-2.8781709234707558,0.7458852825931406,0.19354666051211888,7.280444367404078
0.04853994377648094,-1.8575826742441655,-2.898518963847362,-3.525811465215617,-2.3371163861125246,0.5582120793771651,0.29794630472888695,8.798133039804
0.007628302617370321,-1.8646352499742564,-2.638425509166356,-3.405222763995713,-2.782807576356184,0.5665203772057766,0.2139866873227762,12.850612715654734
0.007965370640237902,-1.4692644076542267,-2.7069824563264655,-3.067682692163899,-2.7582390160597634,0.7446460500574003,0.24077412002575116,4.341934768181293
0.03431808387502751,-1.0706490639026045,-2.8432033852384633,-2.2189113538667797,-2.4022952855776163,0.645003179304285,0.13735917663610123,12.788151332715138
0.02757141834624946,-2.2015659400096466,-2.7804629577810234,-3.1115805137297876,-2.43344661644738,0.8178692790036319,0.22802427313488105,5.673156660440338
0.02112617663844221,-1.734677563735052,-2.5796629295994986,-3.289015812454994,-2.5583210934479554,0.6694099264453193,0.05489820463991018,7.665733362877381
0.03865981977348796,-1.3235404317282593,-3.022321845121908,-3.398577395411412,-2.6641096989828448,0.5506367151899454,0.12771775260887058,3.339330193867166
0.04992594463530607,-1.9889609173892668,-2.896948646196795,-2.519221463118262,-2.6097831628846597,0.5787735210055064,0.2154167224730988,2.429582915159513
0.04097204788434728,-2.025612170481879,-2.5303940512396457,-2.2419378175712916,-2.194306263522922,0.6822454665143358,0.17895850661625207,10.48393084198255
0.041967412438577795,-1.606020014163882,-2.859602342131793,-2.157815249442299,-2.8609645648399327,0.8216208418630131,0.13639348822663822,2.4989575495420207
0.027768783020735203,-1.4291258880451687,-2.4585283998939174,-3.360284111116856,-2.102935786002124,0.7536965910771459,0.059093613455481656,11.27069271295925
0.024134239011369643,-1.2483976925950115,-2.6514346725566864,-3.324476167196156,-2.282832053875979,0.5667910189806071,0.267260794956546,10.320558445196017
0.04410945208621322,-1.4473502783959402,-2.7656886446976463,-2.5395828983679856,-2.3713509721198043,0.6611672426260726,0.11053017122943673,5.41994818471075
