care,pn,bp,poc,disease,metric,year,value
moderate,baseline,low,True,ng,new_inf,2032,1192770.0
moderate,baseline,low,True,ng,new_inf,2033,1137960.0
moderate,baseline,low,True,ng,new_inf,2034,1262022.0
moderate,baseline,low,True,ng,new_inf,2035,1361028.0
moderate,baseline,low,True,ng,new_inf,2036,1406616.0
moderate,baseline,low,True,ng,new_inf,2037,1453596.0
moderate,baseline,low,True,ng,new_inf,2038,1563564.0
moderate,baseline,low,True,ng,new_inf,2039,1599582.0
moderate,baseline,low,True,ng,new_inf,2040,137808.0
moderate,baseline,moderate,True,ng,new_inf,2027,1115166.0
moderate,baseline,moderate,True,ng,new_inf,2028,999456.0
moderate,baseline,moderate,True,ng,new_inf,2029,948474.0
moderate,baseline,moderate,True,ng,new_inf,2030,949344.0
moderate,baseline,moderate,True,ng,new_inf,2031,948822.0
moderate,baseline,moderate,True,ng,new_inf,2032,1010070.0
moderate,baseline,moderate,True,ng,new_inf,2033,931770.0
moderate,baseline,moderate,True,ng,new_inf,2034,1025382.0
moderate,baseline,moderate,True,ng,new_inf,2035,1093416.0
moderate,baseline,moderate,True,ng,new_inf,2036,1081236.0
moderate,baseline,moderate,True,ng,new_inf,2037,1037040.0
moderate,baseline,moderate,True,ng,new_inf,2038,1161102.0
moderate,baseline,moderate,True,ng,new_inf,2039,1197294.0
moderate,baseline,moderate,True,ng,new_inf,2040,103704.0
moderate,baseline,none,True,ng,new_inf,2027,1263762.0
moderate,baseline,none,True,ng,new_inf,2028,1304304.0
moderate,baseline,none,True,ng,new_inf,2029,1376862.0
moderate,baseline,none,True,ng,new_inf,2030,1406790.0
moderate,baseline,none,True,ng,new_inf,2031,1390782.0
moderate,baseline,none,True,ng,new_inf,2032,1379124.0
moderate,baseline,none,True,ng,new_inf,2033,1334058.0
moderate,baseline,none,True,ng,new_inf,2034,1559562.0
moderate,baseline,none,True,ng,new_inf,2035,1659438.0
moderate,baseline,none,True,ng,new_inf,2036,1666398.0
moderate,baseline,none,True,ng,new_inf,2037,1673184.0
moderate,baseline,none,True,ng,new_inf,2038,1817082.0
moderate,baseline,none,True,ng,new_inf,2039,1886508.0
moderate,baseline,none,True,ng,new_inf,2040,155730.0
moderate,high,high,True,ng,new_inf,2027,939774.0
moderate,high,high,True,ng,new_inf,2028,510516.0
moderate,high,high,True,ng,new_inf,2029,313200.0
moderate,high,high,True,ng,new_inf,2030,199230.0
moderate,high,high,True,ng,new_inf,2031,205668.0
moderate,high,high,True,ng,new_inf,2032,194010.0
moderate,high,high,True,ng,new_inf,2033,141114.0
moderate,high,high,True,ng,new_inf,2034,126324.0
moderate,high,high,True,ng,new_inf,2035,120408.0
moderate,high,high,True,ng,new_inf,2036,69078.0
moderate,high,high,True,ng,new_inf,2037,57942.0
moderate,high,high,True,ng,new_inf,2038,38106.0
moderate,high,high,True,ng,new_inf,2039,26622.0
moderate,high,high,True,ng,new_inf,2040,1740.0
moderate,high,low,True,ng,new_inf,2027,1078452.0
moderate,high,low,True,ng,new_inf,2028,764208.0
moderate,high,low,True,ng,new_inf,2029,547752.0
moderate,high,low,True,ng,new_inf,2030,451182.0
moderate,high,low,True,ng,new_inf,2031,352350.0
moderate,high,low,True,ng,new_inf,2032,295452.0
moderate,high,low,True,ng,new_inf,2033,278574.0
moderate,high,low,True,ng,new_inf,2034,252126.0
moderate,high,low,True,ng,new_inf,2035,258564.0
moderate,high,low,True,ng,new_inf,2036,267090.0
moderate,high,low,True,ng,new_inf,2037,248994.0
moderate,high,low,True,ng,new_inf,2038,268134.0
moderate,high,low,True,ng,new_inf,2039,193662.0
moderate,high,low,True,ng,new_inf,2040,16356.0
moderate,high,moderate,True,ng,new_inf,2027,1012854.0
moderate,high,moderate,True,ng,new_inf,2028,631272.0
moderate,high,moderate,True,ng,new_inf,2029,353394.0
moderate,high,moderate,True,ng,new_inf,2030,301890.0
moderate,high,moderate,True,ng,new_inf,2031,288144.0
moderate,high,moderate,True,ng,new_inf,2032,252996.0
moderate,high,moderate,True,ng,new_inf,2033,284838.0
moderate,high,moderate,True,ng,new_inf,2034,280140.0
moderate,high,moderate,True,ng,new_inf,2035,280662.0
moderate,high,moderate,True,ng,new_inf,2036,254040.0
moderate,high,moderate,True,ng,new_inf,2037,256476.0
moderate,high,moderate,True,ng,new_inf,2038,249516.0
moderate,high,moderate,True,ng,new_inf,2039,225678.0
moderate,high,moderate,True,ng,new_inf,2040,16182.0
moderate,high,none,True,ng,new_inf,2027,1183026.0
moderate,high,none,True,ng,new_inf,2028,1029732.0
moderate,high,none,True,ng,new_inf,2029,764730.0
moderate,high,none,True,ng,new_inf,2030,727842.0
moderate,high,none,True,ng,new_inf,2031,715140.0
moderate,high,none,True,ng,new_inf,2032,708354.0
moderate,high,none,True,ng,new_inf,2033,686604.0
moderate,high,none,True,ng,new_inf,2034,707310.0
moderate,high,none,True,ng,new_inf,2035,728016.0
moderate,high,none,True,ng,new_inf,2036,745764.0
moderate,high,none,True,ng,new_inf,2037,702960.0
moderate,high,none,True,ng,new_inf,2038,789264.0
moderate,high,none,True,ng,new_inf,2039,777258.0
moderate,high,none,True,ng,new_inf,2040,66816.0
moderate,low,high,True,ng,new_inf,2027,1051308.0
moderate,low,high,True,ng,new_inf,2028,829632.0
moderate,low,high,True,ng,new_inf,2029,661896.0
moderate,low,high,True,ng,new_inf,2030,531744.0
moderate,low,high,True,ng,new_inf,2031,511038.0
moderate,low,high,True,ng,new_inf,2032,486156.0
moderate,low,high,True,ng,new_inf,2033,465798.0
moderate,low,high,True,ng,new_inf,2034,479196.0
moderate,low,high,True,ng,new_inf,2035,485460.0
moderate,low,high,True,ng,new_inf,2036,423864.0
moderate,low,high,True,ng,new_inf,2037,425256.0
moderate,low,high,True,ng,new_inf,2038,497466.0
moderate,low,high,True,ng,new_inf,2039,580116.0
moderate,low,high,True,ng,new_inf,2040,48198.0
moderate,low,low,True,ng,new_inf,2027,1166322.0
moderate,low,low,True,ng,new_inf,2028,1067838.0
moderate,low,low,True,ng,new_inf,2029,1072884.0
moderate,low,low,True,ng,new_inf,2030,1064184.0
moderate,low,low,True,ng,new_inf,2031,978402.0
moderate,low,low,True,ng,new_inf,2032,939078.0
moderate,low,low,True,ng,new_inf,2033,991452.0
moderate,low,low,True,ng,new_inf,2034,1063488.0
moderate,low,low,True,ng,new_inf,2035,1177806.0
moderate,low,low,True,ng,new_inf,2036,1198686.0
moderate,low,low,True,ng,new_inf,2037,1102116.0
moderate,low,low,True,ng,new_inf,2038,1176066.0
moderate,low,low,True,ng,new_inf,2039,1271766.0
moderate,low,low,True,ng,new_inf,2040,105270.0
moderate,low,moderate,True,ng,new_inf,2027,1098114.0
moderate,low,moderate,True,ng,new_inf,2028,934206.0
moderate,low,moderate,True,ng,new_inf,2029,806490.0
moderate,low,moderate,True,ng,new_inf,2030,761946.0
moderate,low,moderate,True,ng,new_inf,2031,730974.0
moderate,low,moderate,True,ng,new_inf,2032,648672.0
moderate,low,moderate,True,ng,new_inf,2033,737760.0
moderate,low,moderate,True,ng,new_inf,2034,865128.0
moderate,low,moderate,True,ng,new_inf,2035,955260.0
moderate,low,moderate,True,ng,new_inf,2036,816756.0
moderate,low,moderate,True,ng,new_inf,2037,738456.0
moderate,low,moderate,True,ng,new_inf,2038,944298.0
moderate,low,moderate,True,ng,new_inf,2039,1036692.0
moderate,low,moderate,True,ng,new_inf,2040,84912.0
moderate,low,none,True,ng,new_inf,2027,1258020.0
moderate,low,none,True,ng,new_inf,2028,1270200.0
moderate,low,none,True,ng,new_inf,2029,1316832.0
moderate,low,none,True,ng,new_inf,2030,1339104.0
moderate,low,none,True,ng,new_inf,2031,1300128.0
moderate,low,none,True,ng,new_inf,2032,1329708.0
moderate,low,none,True,ng,new_inf,2033,1300476.0
moderate,low,none,True,ng,new_inf,2034,1432194.0
moderate,low,none,True,ng,new_inf,2035,1569480.0
moderate,low,none,True,ng,new_inf,2036,1611066.0
moderate,low,none,True,ng,new_inf,2037,1620636.0
moderate,low,none,True,ng,new_inf,2038,1740348.0
moderate,low,none,True,ng,new_inf,2039,1783500.0
moderate,low,none,True,ng,new_inf,2040,148944.0
moderate,moderate,high,True,ng,new_inf,2027,1001022.0
moderate,moderate,high,True,ng,new_inf,2028,709572.0
moderate,moderate,high,True,ng,new_inf,2029,554886.0
moderate,moderate,high,True,ng,new_inf,2030,459534.0
moderate,moderate,high,True,ng,new_inf,2031,427170.0
moderate,moderate,high,True,ng,new_inf,2032,362790.0
moderate,moderate,high,True,ng,new_inf,2033,296322.0
moderate,moderate,high,True,ng,new_inf,2034,248124.0
moderate,moderate,high,True,ng,new_inf,2035,236814.0
moderate,moderate,high,True,ng,new_inf,2036,204624.0
moderate,moderate,high,True,ng,new_inf,2037,203058.0
moderate,moderate,high,True,ng,new_inf,2038,231420.0
moderate,moderate,high,True,ng,new_inf,2039,258042.0
moderate,moderate,high,True,ng,new_inf,2040,21576.0
moderate,moderate,low,True,ng,new_inf,2027,1123170.0
moderate,moderate,low,True,ng,new_inf,2028,977184.0
moderate,moderate,low,True,ng,new_inf,2029,898188.0
moderate,moderate,low,True,ng,new_inf,2030,749418.0
moderate,moderate,low,True,ng,new_inf,2031,655806.0
moderate,moderate,low,True,ng,new_inf,2032,698610.0
moderate,moderate,low,True,ng,new_inf,2033,729930.0
moderate,moderate,low,True,ng,new_inf,2034,812580.0
moderate,moderate,low,True,ng,new_inf,2035,779694.0
moderate,moderate,low,True,ng,new_inf,2036,722970.0
moderate,moderate,low,True,ng,new_inf,2037,673206.0
moderate,moderate,low,True,ng,new_inf,2038,786480.0
moderate,moderate,low,True,ng,new_inf,2039,836070.0
moderate,moderate,low,True,ng,new_inf,2040,73776.0
moderate,moderate,moderate,True,ng,new_inf,2027,1060704.0
moderate,moderate,moderate,True,ng,new_inf,2028,846858.0
moderate,moderate,moderate,True,ng,new_inf,2029,697392.0
moderate,moderate,moderate,True,ng,new_inf,2030,579942.0
moderate,moderate,moderate,True,ng,new_inf,2031,551754.0
moderate,moderate,moderate,True,ng,new_inf,2032,454662.0
moderate,moderate,moderate,True,ng,new_inf,2033,485286.0
moderate,moderate,moderate,True,ng,new_inf,2034,515214.0
moderate,moderate,moderate,True,ng,new_inf,2035,508254.0
moderate,moderate,moderate,True,ng,new_inf,2036,523392.0
moderate,moderate,moderate,True,ng,new_inf,2037,544446.0
moderate,moderate,moderate,True,ng,new_inf,2038,612828.0
moderate,moderate,moderate,True,ng,new_inf,2039,621528.0
moderate,moderate,moderate,True,ng,new_inf,2040,52200.0
moderate,moderate,none,True,ng,new_inf,2027,1223916.0
moderate,moderate,none,True,ng,new_inf,2028,1200426.0
moderate,moderate,none,True,ng,new_inf,2029,1180068.0
moderate,moderate,none,True,ng,new_inf,2030,1156404.0
moderate,moderate,none,True,ng,new_inf,2031,1029732.0
moderate,moderate,none,True,ng,new_inf,2032,1104552.0
moderate,moderate,none,True,ng,new_inf,2033,1017204.0
moderate,moderate,none,True,ng,new_inf,2034,1111686.0
moderate,moderate,none,True,ng,new_inf,2035,1329360.0
moderate,moderate,none,True,ng,new_inf,2036,1234878.0
moderate,moderate,none,True,ng,new_inf,2037,1190334.0
moderate,moderate,none,True,ng,new_inf,2038,1348848.0
moderate,moderate,none,True,ng,new_inf,2039,1497792.0
moderate,moderate,none,True,ng,new_inf,2040,119364.0
baseline,baseline,high,True,ct,prevalence,2027,0.10325025004902288
baseline,baseline,high,True,ct,prevalence,2028,0.09803524039563757
baseline,baseline,high,True,ct,prevalence,2029,0.09633922189297842
baseline,baseline,high,True,ct,prevalence,2030,0.09541616037332996
baseline,baseline,high,True,ct,prevalence,2031,0.09516119378178764
baseline,baseline,high,True,ct,prevalence,2032,0.09532404172018616
baseline,baseline,high,True,ct,prevalence,2033,0.09628721251000341
baseline,baseline,high,True,ct,prevalence,2034,0.09491711683305656
baseline,baseline,high,True,ct,prevalence,2035,0.09382898119907683
baseline,baseline,high,True,ct,prevalence,2036,0.0960317201888952
baseline,baseline,high,True,ct,prevalence,2037,0.09597572669095147
baseline,baseline,high,True,ct,prevalence,2038,0.09736598318704152
baseline,baseline,high,True,ct,prevalence,2039,0.10025740162345606
baseline,baseline,high,True,ct,prevalence,2040,0.10315986365186806
baseline,baseline,low,True,ct,prevalence,2027,0.10484037194252505
baseline,baseline,low,True,ct,prevalence,2028,0.1027614735642873
baseline,baseline,low,True,ct,prevalence,2029,0.10252818485145301
baseline,baseline,low,True,ct,prevalence,2030,0.10171235264647871
baseline,baseline,low,True,ct,prevalence,2031,0.1027431492380654
baseline,baseline,low,True,ct,prevalence,2032,0.10361987890868471
baseline,baseline,low,True,ct,prevalence,2033,0.1045313131887418
baseline,baseline,low,True,ct,prevalence,2034,0.10384769880542229
baseline,baseline,low,True,ct,prevalence,2035,0.10256693910260195
baseline,baseline,low,True,ct,prevalence,2036,0.10414799674865172
baseline,baseline,low,True,ct,prevalence,2037,0.10380248114841825
baseline,baseline,low,True,ct,prevalence,2038,0.10466726256044126
baseline,baseline,low,True,ct,prevalence,2039,0.10598501144239067
baseline,baseline,low,True,ct,prevalence,2040,0.10883750489166748
baseline,baseline,moderate,True,ct,prevalence,2027,0.10395929102968116
baseline,baseline,moderate,True,ct,prevalence,2028,0.10004893281307672
baseline,baseline,moderate,True,ct,prevalence,2029,0.09896129563202327
baseline,baseline,moderate,True,ct,prevalence,2030,0.09877806079450493
baseline,baseline,moderate,True,ct,prevalence,2031,0.09952571845251869
baseline,baseline,moderate,True,ct,prevalence,2032,0.10012845612821726
baseline,baseline,moderate,True,ct,prevalence,2033,0.10106987295722729
baseline,baseline,moderate,True,ct,prevalence,2034,0.09909297034050749
baseline,baseline,moderate,True,ct,prevalence,2035,0.09733771666036992
baseline,baseline,moderate,True,ct,prevalence,2036,0.09892175953998286
baseline,baseline,moderate,True,ct,prevalence,2037,0.09894094628238814
baseline,baseline,moderate,True,ct,prevalence,2038,0.10113277808090451
baseline,baseline,moderate,True,ct,prevalence,2039,0.10321023157253992
baseline,baseline,moderate,True,ct,prevalence,2040,0.10553543028025932
baseline,baseline,none,False,ct,prevalence,2027,0.10356759774113451
baseline,baseline,none,False,ct,prevalence,2028,0.10350080373599338
baseline,baseline,none,False,ct,prevalence,2029,0.10317262480054239
baseline,baseline,none,False,ct,prevalence,2030,0.1025451691787755
baseline,baseline,none,False,ct,prevalence,2031,0.10241066672698766
baseline,baseline,none,False,ct,prevalence,2032,0.10133870414492085
baseline,baseline,none,False,ct,prevalence,2033,0.10227496538306027
baseline,baseline,none,False,ct,prevalence,2034,0.10359383435413712
baseline,baseline,none,False,ct,prevalence,2035,0.10320238046856067
baseline,baseline,none,False,ct,prevalence,2036,0.10455031001344606
baseline,baseline,none,False,ct,prevalence,2037,0.10365304332250336
baseline,baseline,none,False,ct,prevalence,2038,0.10455998866358159
baseline,baseline,none,False,ct,prevalence,2039,0.10613111718653552
baseline,baseline,none,False,ct,prevalence,2040,0.10889856533315159
baseline,baseline,none,True,ct,prevalence,2027,0.10558020478821276
baseline,baseline,none,True,ct,prevalence,2028,0.10552844850844827
baseline,baseline,none,True,ct,prevalence,2029,0.1060609141243237
baseline,baseline,none,True,ct,prevalence,2030,0.10622924165703256
baseline,baseline,none,True,ct,prevalence,2031,0.10690557815178767
baseline,baseline,none,True,ct,prevalence,2032,0.1087573477261454
baseline,baseline,none,True,ct,prevalence,2033,0.10995460173925878
baseline,baseline,none,True,ct,prevalence,2034,0.10817167188476429
baseline,baseline,none,True,ct,prevalence,2035,0.10637153234055245
baseline,baseline,none,True,ct,prevalence,2036,0.107978397334105
baseline,baseline,none,True,ct,prevalence,2037,0.10855158087999035
baseline,baseline,none,True,ct,prevalence,2038,0.11092740257739445
baseline,baseline,none,True,ct,prevalence,2039,0.1129065420701674
baseline,baseline,none,True,ct,prevalence,2040,0.11603742735967988
baseline,high,high,True,ct,prevalence,2027,0.09636664744143578
baseline,high,high,True,ct,prevalence,2028,0.08047248221327832
baseline,high,high,True,ct,prevalence,2029,0.07384742004657038
baseline,high,high,True,ct,prevalence,2030,0.0712192044404441
baseline,high,high,True,ct,prevalence,2031,0.0696738951921426
baseline,high,high,True,ct,prevalence,2032,0.06770553627527627
baseline,high,high,True,ct,prevalence,2033,0.06657881669956625
baseline,high,high,True,ct,prevalence,2034,0.06670152021437208
baseline,high,high,True,ct,prevalence,2035,0.06622978484456346
baseline,high,high,True,ct,prevalence,2036,0.06688281762102753
baseline,high,high,True,ct,prevalence,2037,0.06911460579637026
baseline,high,high,True,ct,prevalence,2038,0.06940935976425017
baseline,high,high,True,ct,prevalence,2039,0.07066694379712782
baseline,high,high,True,ct,prevalence,2040,0.07324399553168935
baseline,high,low,True,ct,prevalence,2027,0.09806984768423156
baseline,high,low,True,ct,prevalence,2028,0.0845473848559494
baseline,high,low,True,ct,prevalence,2029,0.0784774145246985
baseline,high,low,True,ct,prevalence,2030,0.07561367165468341
baseline,high,low,True,ct,prevalence,2031,0.0736532265399806
baseline,high,low,True,ct,prevalence,2032,0.07269234526320738
baseline,high,low,True,ct,prevalence,2033,0.07177221860976377
baseline,high,low,True,ct,prevalence,2034,0.07208773425068848
baseline,high,low,True,ct,prevalence,2035,0.07273366337004293
baseline,high,low,True,ct,prevalence,2036,0.07397024143044761
baseline,high,low,True,ct,prevalence,2037,0.07520275516132556
baseline,high,low,True,ct,prevalence,2038,0.07384687156016448
baseline,high,low,True,ct,prevalence,2039,0.07471277654563427
baseline,high,low,True,ct,prevalence,2040,0.07808519853378812
baseline,high,moderate,True,ct,prevalence,2027,0.09711312653802434
baseline,high,moderate,True,ct,prevalence,2028,0.08234676632419131
baseline,high,moderate,True,ct,prevalence,2029,0.07585990625880948
baseline,high,moderate,True,ct,prevalence,2030,0.07353961009241347
baseline,high,moderate,True,ct,prevalence,2031,0.07163374676316839
baseline,high,moderate,True,ct,prevalence,2032,0.07075517964886001
baseline,high,moderate,True,ct,prevalence,2033,0.06936094351372771
baseline,high,moderate,True,ct,prevalence,2034,0.06972029042148964
baseline,high,moderate,True,ct,prevalence,2035,0.0699254324811085
baseline,high,moderate,True,ct,prevalence,2036,0.07037863982809728
baseline,high,moderate,True,ct,prevalence,2037,0.07136314312215901
baseline,high,moderate,True,ct,prevalence,2038,0.0705782282022768
baseline,high,moderate,True,ct,prevalence,2039,0.07149977330111054
baseline,high,moderate,True,ct,prevalence,2040,0.07539104818751848
baseline,high,none,True,ct,prevalence,2027,0.09897795513439071
baseline,high,none,True,ct,prevalence,2028,0.08760124832078685
baseline,high,none,True,ct,prevalence,2029,0.08295547398876507
baseline,high,none,True,ct,prevalence,2030,0.0793843765223065
baseline,high,none,True,ct,prevalence,2031,0.07782036804329766
baseline,high,none,True,ct,prevalence,2032,0.07812262702833175
baseline,high,none,True,ct,prevalence,2033,0.07722866301612093
baseline,high,none,True,ct,prevalence,2034,0.07703357763865495
baseline,high,none,True,ct,prevalence,2035,0.07706090179851359
baseline,high,none,True,ct,prevalence,2036,0.07754556134428327
baseline,high,none,True,ct,prevalence,2037,0.07834649717155656
baseline,high,none,True,ct,prevalence,2038,0.07878640570720549
baseline,high,none,True,ct,prevalence,2039,0.08021202597493182
baseline,high,none,True,ct,prevalence,2040,0.08316811248723707
baseline,low,high,True,ct,prevalence,2027,0.10203271718951287
baseline,low,high,True,ct,prevalence,2028,0.0945613875544519
baseline,low,high,True,ct,prevalence,2029,0.09193025173772093
baseline,low,high,True,ct,prevalence,2030,0.09001721270045919
baseline,low,high,True,ct,prevalence,2031,0.08928524005090166
baseline,low,high,True,ct,prevalence,2032,0.08909902406941902
baseline,low,high,True,ct,prevalence,2033,0.08891279347333021
baseline,low,high,True,ct,prevalence,2034,0.08815240176982507
baseline,low,high,True,ct,prevalence,2035,0.08857465607533285
baseline,low,high,True,ct,prevalence,2036,0.09116722012091569
baseline,low,high,True,ct,prevalence,2037,0.09166272745923001
baseline,low,high,True,ct,prevalence,2038,0.09206932062927013
baseline,low,high,True,ct,prevalence,2039,0.09349651637845363
baseline,low,high,True,ct,prevalence,2040,0.0956859239491948
baseline,low,low,True,ct,prevalence,2027,0.10364173458405804
baseline,low,low,True,ct,prevalence,2028,0.09956044321610083
baseline,low,low,True,ct,prevalence,2029,0.09790249186260389
baseline,low,low,True,ct,prevalence,2030,0.09627278608826925
baseline,low,low,True,ct,prevalence,2031,0.09724085619748937
baseline,low,low,True,ct,prevalence,2032,0.09802945805338967
baseline,low,low,True,ct,prevalence,2033,0.09839749335073122
baseline,low,low,True,ct,prevalence,2034,0.09787947880690293
baseline,low,low,True,ct,prevalence,2035,0.0967342958164886
baseline,low,low,True,ct,prevalence,2036,0.098783821065584
baseline,low,low,True,ct,prevalence,2037,0.09970268982629385
baseline,low,low,True,ct,prevalence,2038,0.09964225231524003
baseline,low,low,True,ct,prevalence,2039,0.10035075265966235
baseline,low,low,True,ct,prevalence,2040,0.10381381887409687
baseline,low,moderate,True,ct,prevalence,2027,0.10269432194235054
baseline,low,moderate,True,ct,prevalence,2028,0.09681256247795753
baseline,low,moderate,True,ct,prevalence,2029,0.09474389823700016
baseline,low,moderate,True,ct,prevalence,2030,0.09366652339417739
baseline,low,moderate,True,ct,prevalence,2031,0.09361252920218781
baseline,low,moderate,True,ct,prevalence,2032,0.09354388248661957
baseline,low,moderate,True,ct,prevalence,2033,0.09347970330231564
baseline,low,moderate,True,ct,prevalence,2034,0.09328851849125093
baseline,low,moderate,True,ct,prevalence,2035,0.09179120243374138
baseline,low,moderate,True,ct,prevalence,2036,0.0936892682800887
baseline,low,moderate,True,ct,prevalence,2037,0.0946171893326056
baseline,low,moderate,True,ct,prevalence,2038,0.0950869962541562
baseline,low,moderate,True,ct,prevalence,2039,0.09658585270303086
baseline,low,moderate,True,ct,prevalence,2040,0.09950169580438648
baseline,low,none,True,ct,prevalence,2027,0.10444082002191783
baseline,low,none,True,ct,prevalence,2028,0.10244319082742304
baseline,low,none,True,ct,prevalence,2029,0.10166058847025013
baseline,low,none,True,ct,prevalence,2030,0.10076765184178453
baseline,low,none,True,ct,prevalence,2031,0.1015005942126271
baseline,low,none,True,ct,prevalence,2032,0.10274323562038876
baseline,low,none,True,ct,prevalence,2033,0.10345033079661729
baseline,low,none,True,ct,prevalence,2034,0.10255370712159391
baseline,low,none,True,ct,prevalence,2035,0.10159489698049602
baseline,low,none,True,ct,prevalence,2036,0.10360368706519456
baseline,low,none,True,ct,prevalence,2037,0.1037031141043657
baseline,low,none,True,ct,prevalence,2038,0.1047284397020631
baseline,low,none,True,ct,prevalence,2039,0.10665685035075498
baseline,low,none,True,ct,prevalence,2040,0.10928791675683354
baseline,moderate,high,True,ct,prevalence,2027,0.09944214278525189
baseline,moderate,high,True,ct,prevalence,2028,0.08811288410086723
baseline,moderate,high,True,ct,prevalence,2029,0.08317949649783576
baseline,moderate,high,True,ct,prevalence,2030,0.08118982995175192
baseline,moderate,high,True,ct,prevalence,2031,0.07973664949029118
baseline,moderate,high,True,ct,prevalence,2032,0.07851493282564638
baseline,moderate,high,True,ct,prevalence,2033,0.07906278738547254
baseline,moderate,high,True,ct,prevalence,2034,0.0790072195433695
baseline,moderate,high,True,ct,prevalence,2035,0.0782832925121805
baseline,moderate,high,True,ct,prevalence,2036,0.07965680063749705
baseline,moderate,high,True,ct,prevalence,2037,0.08062274253789539
baseline,moderate,high,True,ct,prevalence,2038,0.08093871896117619
baseline,moderate,high,True,ct,prevalence,2039,0.08262621468266707
baseline,moderate,high,True,ct,prevalence,2040,0.08593397600661803
baseline,moderate,low,True,ct,prevalence,2027,0.10125924747354187
baseline,moderate,low,True,ct,prevalence,2028,0.09298528683654009
baseline,moderate,low,True,ct,prevalence,2029,0.08851275863458888
baseline,moderate,low,True,ct,prevalence,2030,0.08693847431542526
baseline,moderate,low,True,ct,prevalence,2031,0.08679507828808013
baseline,moderate,low,True,ct,prevalence,2032,0.08637820636772808
baseline,moderate,low,True,ct,prevalence,2033,0.08692134352379507
baseline,moderate,low,True,ct,prevalence,2034,0.08713674744083408
baseline,moderate,low,True,ct,prevalence,2035,0.0861760786917966
baseline,moderate,low,True,ct,prevalence,2036,0.08714619726049357
baseline,moderate,low,True,ct,prevalence,2037,0.08818919098663078
baseline,moderate,low,True,ct,prevalence,2038,0.08950651188008249
baseline,moderate,low,True,ct,prevalence,2039,0.09067197617426091
baseline,moderate,low,True,ct,prevalence,2040,0.09387290140355102
baseline,moderate,moderate,True,ct,prevalence,2027,0.1001238162022245
baseline,moderate,moderate,True,ct,prevalence,2028,0.09009425001327595
baseline,moderate,moderate,True,ct,prevalence,2029,0.08559979938892062
baseline,moderate,moderate,True,ct,prevalence,2030,0.08412839959517279
baseline,moderate,moderate,True,ct,prevalence,2031,0.08342631738496382
baseline,moderate,moderate,True,ct,prevalence,2032,0.08326141964257822
baseline,moderate,moderate,True,ct,prevalence,2033,0.0839100418744737
baseline,moderate,moderate,True,ct,prevalence,2034,0.08441646584992377
baseline,moderate,moderate,True,ct,prevalence,2035,0.08254737058239547
baseline,moderate,moderate,True,ct,prevalence,2036,0.08357566703107945
baseline,moderate,moderate,True,ct,prevalence,2037,0.08379691800242693
baseline,moderate,moderate,True,ct,prevalence,2038,0.08440084048639487
baseline,moderate,moderate,True,ct,prevalence,2039,0.08608921414867376
baseline,moderate,moderate,True,ct,prevalence,2040,0.08888950729170057
baseline,moderate,none,True,ct,prevalence,2027,0.10213624618336663
baseline,moderate,none,True,ct,prevalence,2028,0.09628529421202411
baseline,moderate,none,True,ct,prevalence,2029,0.09307409073644943
baseline,moderate,none,True,ct,prevalence,2030,0.09118481657492064
baseline,moderate,none,True,ct,prevalence,2031,0.09094874694997965
baseline,moderate,none,True,ct,prevalence,2032,0.09180814099830445
baseline,moderate,none,True,ct,prevalence,2033,0.09217595709307005
baseline,moderate,none,True,ct,prevalence,2034,0.09153388828454753
baseline,moderate,none,True,ct,prevalence,2035,0.09106648926107243
baseline,moderate,none,True,ct,prevalence,2036,0.09167211696033718
baseline,moderate,none,True,ct,prevalence,2037,0.09264937481125816
baseline,moderate,none,True,ct,prevalence,2038,0.0937423843156483
baseline,moderate,none,True,ct,prevalence,2039,0.09527883360213497
baseline,moderate,none,True,ct,prevalence,2040,0.09907330980668105
high,baseline,high,True,ct,prevalence,2027,0.09984068219476003
high,baseline,high,True,ct,prevalence,2028,0.08709250435472786
high,baseline,high,True,ct,prevalence,2029,0.08211515671867023
high,baseline,high,True,ct,prevalence,2030,0.08084099450454131
high,baseline,high,True,ct,prevalence,2031,0.07822030187592657
high,baseline,high,True,ct,prevalence,2032,0.07686373742594119
high,baseline,high,True,ct,prevalence,2033,0.07743416447060093
high,baseline,high,True,ct,prevalence,2034,0.07664646828716162
high,baseline,high,True,ct,prevalence,2035,0.0763684682285308
high,baseline,high,True,ct,prevalence,2036,0.07835399722966635
high,baseline,high,True,ct,prevalence,2037,0.07875036837638304
high,baseline,high,True,ct,prevalence,2038,0.07855736291448037
high,baseline,high,True,ct,prevalence,2039,0.0801955600929383
high,baseline,high,True,ct,prevalence,2040,0.08270349731867307
high,baseline,low,True,ct,prevalence,2027,0.10162933179133864
high,baseline,low,True,ct,prevalence,2028,0.09243729724508094
high,baseline,low,True,ct,prevalence,2029,0.08764946727774155
high,baseline,low,True,ct,prevalence,2030,0.08638818225964816
high,baseline,low,True,ct,prevalence,2031,0.08645773412458466
high,baseline,low,True,ct,prevalence,2032,0.08650369894363921
high,baseline,low,True,ct,prevalence,2033,0.08704208846942026
high,baseline,low,True,ct,prevalence,2034,0.08611437081460224
high,baseline,low,True,ct,prevalence,2035,0.08488858454545266
high,baseline,low,True,ct,prevalence,2036,0.08540240828207653
high,baseline,low,True,ct,prevalence,2037,0.08616348894886627
