care,pn,bp,poc,disease,metric,year,value
baseline,moderate,none,True,tv,prevalence,2037,0.024679766728487908
baseline,moderate,none,True,tv,prevalence,2038,0.024164394251364837
baseline,moderate,none,True,tv,prevalence,2039,0.02359512306333881
baseline,moderate,none,True,tv,prevalence,2040,0.025146045583435576
high,baseline,high,True,tv,prevalence,2027,0.06766157996076642
high,baseline,high,True,tv,prevalence,2028,0.056914428868214975
high,baseline,high,True,tv,prevalence,2029,0.05052414716517563
high,baseline,high,True,tv,prevalence,2030,0.04486530699428615
high,baseline,high,True,tv,prevalence,2031,0.039831946811883366
high,baseline,high,True,tv,prevalence,2032,0.036205669163403106
high,baseline,high,True,tv,prevalence,2033,0.03275042243467142
high,baseline,high,True,tv,prevalence,2034,0.02949857699997931
high,baseline,high,True,tv,prevalence,2035,0.027944312365765705
high,baseline,high,True,tv,prevalence,2036,0.02649551091734361
high,baseline,high,True,tv,prevalence,2037,0.024917922087338958
high,baseline,high,True,tv,prevalence,2038,0.024082082019433612
high,baseline,high,True,tv,prevalence,2039,0.02291462494546785
high,baseline,high,True,tv,prevalence,2040,0.024062747103702244
high,baseline,low,True,tv,prevalence,2027,0.06863969750519605
high,baseline,low,True,tv,prevalence,2028,0.05887615002300084
high,baseline,low,True,tv,prevalence,2029,0.05292811683619105
high,baseline,low,True,tv,prevalence,2030,0.047496107337927765
high,baseline,low,True,tv,prevalence,2031,0.04283496868610158
high,baseline,low,True,tv,prevalence,2032,0.03960774845862764
high,baseline,low,True,tv,prevalence,2033,0.036762397580800396
high,baseline,low,True,tv,prevalence,2034,0.03424321150951976
high,baseline,low,True,tv,prevalence,2035,0.032716875392661535
high,baseline,low,True,tv,prevalence,2036,0.031088120112594174
high,baseline,low,True,tv,prevalence,2037,0.029917778761537707
high,baseline,low,True,tv,prevalence,2038,0.028838062926610113
high,baseline,low,True,tv,prevalence,2039,0.02856140718800405
high,baseline,low,True,tv,prevalence,2040,0.02957553863249693
high,baseline,moderate,True,tv,prevalence,2027,0.06799347964312946
high,baseline,moderate,True,tv,prevalence,2028,0.057668015003682384
high,baseline,moderate,True,tv,prevalence,2029,0.05163756783299844
high,baseline,moderate,True,tv,prevalence,2030,0.04618645842031118
high,baseline,moderate,True,tv,prevalence,2031,0.04155829666740926
high,baseline,moderate,True,tv,prevalence,2032,0.03794994617066909
high,baseline,moderate,True,tv,prevalence,2033,0.0347133123929944
high,baseline,moderate,True,tv,prevalence,2034,0.03148199820319787
high,baseline,moderate,True,tv,prevalence,2035,0.029724093070003742
high,baseline,moderate,True,tv,prevalence,2036,0.027991229821502334
high,baseline,moderate,True,tv,prevalence,2037,0.02682785059994828
high,baseline,moderate,True,tv,prevalence,2038,0.025162461976066502
high,baseline,moderate,True,tv,prevalence,2039,0.02474257378098431
high,baseline,moderate,True,tv,prevalence,2040,0.026057356486240545
high,baseline,none,True,tv,prevalence,2027,0.069235842239385
high,baseline,none,True,tv,prevalence,2028,0.06023206280114428
high,baseline,none,True,tv,prevalence,2029,0.05460301003961567
high,baseline,none,True,tv,prevalence,2030,0.04965435874703726
high,baseline,none,True,tv,prevalence,2031,0.044980710539792225
high,baseline,none,True,tv,prevalence,2032,0.0414789022980486
high,baseline,none,True,tv,prevalence,2033,0.03901305293237402
high,baseline,none,True,tv,prevalence,2034,0.03728357007648181
high,baseline,none,True,tv,prevalence,2035,0.03561062774116604
high,baseline,none,True,tv,prevalence,2036,0.0340640109872198
high,baseline,none,True,tv,prevalence,2037,0.033000739194486456
high,baseline,none,True,tv,prevalence,2038,0.032541208701531724
high,baseline,none,True,tv,prevalence,2039,0.03263882339067976
high,baseline,none,True,tv,prevalence,2040,0.03454235187150748
high,high,high,True,tv,prevalence,2027,0.061422894845928146
high,high,high,True,tv,prevalence,2028,0.03960926492729662
high,high,high,True,tv,prevalence,2029,0.028892031799771085
high,high,high,True,tv,prevalence,2030,0.02212312240745286
high,high,high,True,tv,prevalence,2031,0.016927019649004067
high,high,high,True,tv,prevalence,2032,0.01336152200812118
high,high,high,True,tv,prevalence,2033,0.009948804636795278
high,high,high,True,tv,prevalence,2034,0.0070634245212226315
high,high,high,True,tv,prevalence,2035,0.0054956329651701386
high,high,high,True,tv,prevalence,2036,0.004024496893119666
high,high,high,True,tv,prevalence,2037,0.0028937953688791254
high,high,high,True,tv,prevalence,2038,0.002353130639677678
high,high,high,True,tv,prevalence,2039,0.0022022155840409224
high,high,high,True,tv,prevalence,2040,0.002199366682619654
high,high,low,True,tv,prevalence,2027,0.06209142547341181
high,high,low,True,tv,prevalence,2028,0.04055581767588167
high,high,low,True,tv,prevalence,2029,0.029474691442052982
high,high,low,True,tv,prevalence,2030,0.02262017705777688
high,high,low,True,tv,prevalence,2031,0.01758110111058256
high,high,low,True,tv,prevalence,2032,0.013736406895144049
high,high,low,True,tv,prevalence,2033,0.010643964299905202
high,high,low,True,tv,prevalence,2034,0.008072998267481559
high,high,low,True,tv,prevalence,2035,0.006238841612305998
high,high,low,True,tv,prevalence,2036,0.004719512628775327
high,high,low,True,tv,prevalence,2037,0.0035836805622763896
high,high,low,True,tv,prevalence,2038,0.0029630553766239404
high,high,low,True,tv,prevalence,2039,0.002413574670047771
high,high,low,True,tv,prevalence,2040,0.0024208163757994403
high,high,moderate,True,tv,prevalence,2027,0.06167772025779804
high,high,moderate,True,tv,prevalence,2028,0.03987574855489762
high,high,moderate,True,tv,prevalence,2029,0.028790505050165872
high,high,moderate,True,tv,prevalence,2030,0.021765975663756102
high,high,moderate,True,tv,prevalence,2031,0.016924193083871865
high,high,moderate,True,tv,prevalence,2032,0.013107167856519561
high,high,moderate,True,tv,prevalence,2033,0.009745231269509703
high,high,moderate,True,tv,prevalence,2034,0.006958600411504685
high,high,moderate,True,tv,prevalence,2035,0.005552256309051809
high,high,moderate,True,tv,prevalence,2036,0.004233584776288313
high,high,moderate,True,tv,prevalence,2037,0.0034762880533603206
high,high,moderate,True,tv,prevalence,2038,0.0024381976155234157
high,high,moderate,True,tv,prevalence,2039,0.00218635076585121
high,high,moderate,True,tv,prevalence,2040,0.0022048290575210237
high,high,none,True,tv,prevalence,2027,0.06258097338448795
high,high,none,True,tv,prevalence,2028,0.04165460717955219
high,high,none,True,tv,prevalence,2029,0.030371062083624827
high,high,none,True,tv,prevalence,2030,0.023481386479109773
high,high,none,True,tv,prevalence,2031,0.017782084281285165
high,high,none,True,tv,prevalence,2032,0.013929025448592185
high,high,none,True,tv,prevalence,2033,0.010765226683950094
high,high,none,True,tv,prevalence,2034,0.008000997250732084
high,high,none,True,tv,prevalence,2035,0.006395346647660928
high,high,none,True,tv,prevalence,2036,0.0052136806885904
high,high,none,True,tv,prevalence,2037,0.004341855255594172
high,high,none,True,tv,prevalence,2038,0.0035137819926175005
high,high,none,True,tv,prevalence,2039,0.002848758218864292
high,high,none,True,tv,prevalence,2040,0.0028122107938370684
high,low,high,True,tv,prevalence,2027,0.06644797138678608
high,low,high,True,tv,prevalence,2028,0.05285642098155824
high,low,high,True,tv,prevalence,2029,0.045004058999611886
high,low,high,True,tv,prevalence,2030,0.03867425514011741
high,low,high,True,tv,prevalence,2031,0.03338920607321855
high,low,high,True,tv,prevalence,2032,0.02951072851775844
high,low,high,True,tv,prevalence,2033,0.025289395362532757
high,low,high,True,tv,prevalence,2034,0.021581087314630956
high,low,high,True,tv,prevalence,2035,0.019552435828806565
high,low,high,True,tv,prevalence,2036,0.01734313972465078
high,low,high,True,tv,prevalence,2037,0.015691281414416926
high,low,high,True,tv,prevalence,2038,0.014783449103502096
high,low,high,True,tv,prevalence,2039,0.013487245915765583
high,low,high,True,tv,prevalence,2040,0.013803120085413947
high,low,low,True,tv,prevalence,2027,0.06733848799529459
high,low,low,True,tv,prevalence,2028,0.054581319236562766
high,low,low,True,tv,prevalence,2029,0.046992736322573066
high,low,low,True,tv,prevalence,2030,0.040360374743546146
high,low,low,True,tv,prevalence,2031,0.03500427236340646
high,low,low,True,tv,prevalence,2032,0.031532165922202246
high,low,low,True,tv,prevalence,2033,0.027797687294905567
high,low,low,True,tv,prevalence,2034,0.024301680817503626
high,low,low,True,tv,prevalence,2035,0.022276719939523775
high,low,low,True,tv,prevalence,2036,0.0202173943058931
high,low,low,True,tv,prevalence,2037,0.018816589952183608
high,low,low,True,tv,prevalence,2038,0.018163313263132707
high,low,low,True,tv,prevalence,2039,0.01732601212825866
high,low,low,True,tv,prevalence,2040,0.018272084995229025
high,low,moderate,True,tv,prevalence,2027,0.06676909635548803
high,low,moderate,True,tv,prevalence,2028,0.053534257200782434
high,low,moderate,True,tv,prevalence,2029,0.045988059218437904
high,low,moderate,True,tv,prevalence,2030,0.03975762451929134
high,low,moderate,True,tv,prevalence,2031,0.03425703330011433
high,low,moderate,True,tv,prevalence,2032,0.030140688991360957
high,low,moderate,True,tv,prevalence,2033,0.026111756875375765
high,low,moderate,True,tv,prevalence,2034,0.022998930836546676
high,low,moderate,True,tv,prevalence,2035,0.02121757931700319
high,low,moderate,True,tv,prevalence,2036,0.01902884864440591
high,low,moderate,True,tv,prevalence,2037,0.017581107377788386
high,low,moderate,True,tv,prevalence,2038,0.01699992214837236
high,low,moderate,True,tv,prevalence,2039,0.015822629420953575
high,low,moderate,True,tv,prevalence,2040,0.016577740822299226
high,low,none,True,tv,prevalence,2027,0.06791040531581932
high,low,none,True,tv,prevalence,2028,0.05594334525785881
high,low,none,True,tv,prevalence,2029,0.048534059878248284
high,low,none,True,tv,prevalence,2030,0.04247458948538533
high,low,none,True,tv,prevalence,2031,0.037078708236488706
high,low,none,True,tv,prevalence,2032,0.03286029244038496
high,low,none,True,tv,prevalence,2033,0.029657482633202524
high,low,none,True,tv,prevalence,2034,0.02686410143799639
high,low,none,True,tv,prevalence,2035,0.025405194857198547
high,low,none,True,tv,prevalence,2036,0.02405158286838691
high,low,none,True,tv,prevalence,2037,0.022732699515442826
high,low,none,True,tv,prevalence,2038,0.022238582486110284
high,low,none,True,tv,prevalence,2039,0.021567657634320374
high,low,none,True,tv,prevalence,2040,0.022853051004286452
high,moderate,high,True,tv,prevalence,2027,0.0640888656305296
high,moderate,high,True,tv,prevalence,2028,0.046572594275693026
high,moderate,high,True,tv,prevalence,2029,0.03695183655193674
high,moderate,high,True,tv,prevalence,2030,0.030440993256185312
high,moderate,high,True,tv,prevalence,2031,0.02432915118769898
high,moderate,high,True,tv,prevalence,2032,0.019678433575768397
high,moderate,high,True,tv,prevalence,2033,0.01639212621312388
high,moderate,high,True,tv,prevalence,2034,0.013248703344806188
high,moderate,high,True,tv,prevalence,2035,0.011468568748630928
high,moderate,high,True,tv,prevalence,2036,0.009465492590780503
high,moderate,high,True,tv,prevalence,2037,0.007644465408970319
high,moderate,high,True,tv,prevalence,2038,0.0065335912497896925
high,moderate,high,True,tv,prevalence,2039,0.005317086652501321
high,moderate,high,True,tv,prevalence,2040,0.005061454479347373
high,moderate,low,True,tv,prevalence,2027,0.06481541643181297
high,moderate,low,True,tv,prevalence,2028,0.047816723268689985
high,moderate,low,True,tv,prevalence,2029,0.03798596948636144
high,moderate,low,True,tv,prevalence,2030,0.031074975287963914
high,moderate,low,True,tv,prevalence,2031,0.025529206131689387
high,moderate,low,True,tv,prevalence,2032,0.0208167441407573
high,moderate,low,True,tv,prevalence,2033,0.01742484058416474
high,moderate,low,True,tv,prevalence,2034,0.014102502720739462
high,moderate,low,True,tv,prevalence,2035,0.012156992299052911
high,moderate,low,True,tv,prevalence,2036,0.010353545976049459
high,moderate,low,True,tv,prevalence,2037,0.009260549680816707
high,moderate,low,True,tv,prevalence,2038,0.008252591651438452
high,moderate,low,True,tv,prevalence,2039,0.007300387686561391
high,moderate,low,True,tv,prevalence,2040,0.007362031526360646
high,moderate,moderate,True,tv,prevalence,2027,0.0643565438038265
high,moderate,moderate,True,tv,prevalence,2028,0.047085195154960346
high,moderate,moderate,True,tv,prevalence,2029,0.03737035867601916
high,moderate,moderate,True,tv,prevalence,2030,0.030575085134943697
high,moderate,moderate,True,tv,prevalence,2031,0.025172366589460166
high,moderate,moderate,True,tv,prevalence,2032,0.020286170584035867
high,moderate,moderate,True,tv,prevalence,2033,0.016712325771312986
high,moderate,moderate,True,tv,prevalence,2034,0.013626007940746804
high,moderate,moderate,True,tv,prevalence,2035,0.01191121503673371
high,moderate,moderate,True,tv,prevalence,2036,0.010045472617419438
high,moderate,moderate,True,tv,prevalence,2037,0.008270721117614215
high,moderate,moderate,True,tv,prevalence,2038,0.007304956387088395
high,moderate,moderate,True,tv,prevalence,2039,0.006094323786751661
high,moderate,moderate,True,tv,prevalence,2040,0.006061748771712996
high,moderate,none,True,tv,prevalence,2027,0.06533274632986882
high,moderate,none,True,tv,prevalence,2028,0.04890613558502508
high,moderate,none,True,tv,prevalence,2029,0.03900327585626092
high,moderate,none,True,tv,prevalence,2030,0.03226209203612844
high,moderate,none,True,tv,prevalence,2031,0.026251113917079672
high,moderate,none,True,tv,prevalence,2032,0.021677726960995732
high,moderate,none,True,tv,prevalence,2033,0.018516230339485056
high,moderate,none,True,tv,prevalence,2034,0.015713134418003854
high,moderate,none,True,tv,prevalence,2035,0.01391499849529774
high,moderate,none,True,tv,prevalence,2036,0.012233607759484424
high,moderate,none,True,tv,prevalence,2037,0.011231958027241034
high,moderate,none,True,tv,prevalence,2038,0.010211873491467155
high,moderate,none,True,tv,prevalence,2039,0.009080704615218245
high,moderate,none,True,tv,prevalence,2040,0.00981910077070275
low,baseline,high,True,tv,prevalence,2027,0.06903510159555519
low,baseline,high,True,tv,prevalence,2028,0.06014512229640926
low,baseline,high,True,tv,prevalence,2029,0.055503781618769885
low,baseline,high,True,tv,prevalence,2030,0.05136022013432414
low,baseline,high,True,tv,prevalence,2031,0.047177626863973074
low,baseline,high,True,tv,prevalence,2032,0.04410024832528214
low,baseline,high,True,tv,prevalence,2033,0.04112452679025225
low,baseline,high,True,tv,prevalence,2034,0.038073910812976536
low,baseline,high,True,tv,prevalence,2035,0.03710317162113372
low,baseline,high,True,tv,prevalence,2036,0.03611631268303838
low,baseline,high,True,tv,prevalence,2037,0.034810991299231195
low,baseline,high,True,tv,prevalence,2038,0.034902092217610904
low,baseline,high,True,tv,prevalence,2039,0.034728627745778354
low,baseline,high,True,tv,prevalence,2040,0.03595333677925053
low,baseline,low,True,tv,prevalence,2027,0.0699993308067604
low,baseline,low,True,tv,prevalence,2028,0.06230872097118242
low,baseline,low,True,tv,prevalence,2029,0.05818504220412775
low,baseline,low,True,tv,prevalence,2030,0.05441795604538711
low,baseline,low,True,tv,prevalence,2031,0.051077515602760096
low,baseline,low,True,tv,prevalence,2032,0.04831554013137971
low,baseline,low,True,tv,prevalence,2033,0.04589765157536135
low,baseline,low,True,tv,prevalence,2034,0.04388299483333756
low,baseline,low,True,tv,prevalence,2035,0.04316516019248969
low,baseline,low,True,tv,prevalence,2036,0.04264538240548991
low,baseline,low,True,tv,prevalence,2037,0.042042955059964124
low,baseline,low,True,tv,prevalence,2038,0.04148623431943593
low,baseline,low,True,tv,prevalence,2039,0.040968980871842
low,baseline,low,True,tv,prevalence,2040,0.04265025226377363
low,baseline,moderate,True,tv,prevalence,2027,0.06940336418016721
low,baseline,moderate,True,tv,prevalence,2028,0.060962597733308366
low,baseline,moderate,True,tv,prevalence,2029,0.056595747844359126
low,baseline,moderate,True,tv,prevalence,2030,0.05250152454127738
low,baseline,moderate,True,tv,prevalence,2031,0.04923708421003166
low,baseline,moderate,True,tv,prevalence,2032,0.04615294556074295
low,baseline,moderate,True,tv,prevalence,2033,0.04312539719658247
low,baseline,moderate,True,tv,prevalence,2034,0.04070803087722698
low,baseline,moderate,True,tv,prevalence,2035,0.03966465082299876
low,baseline,moderate,True,tv,prevalence,2036,0.03865648701861119
low,baseline,moderate,True,tv,prevalence,2037,0.03768201546977337
low,baseline,moderate,True,tv,prevalence,2038,0.037453159427387674
low,baseline,moderate,True,tv,prevalence,2039,0.03716963425773377
low,baseline,moderate,True,tv,prevalence,2040,0.03870069143389501
low,baseline,none,True,tv,prevalence,2027,0.0706564085695001
low,baseline,none,True,tv,prevalence,2028,0.06365125055474438
low,baseline,none,True,tv,prevalence,2029,0.05979238408735815
low,baseline,none,True,tv,prevalence,2030,0.056377467135680946
low,baseline,none,True,tv,prevalence,2031,0.05256892272343976
low,baseline,none,True,tv,prevalence,2032,0.049594873622774795
low,baseline,none,True,tv,prevalence,2033,0.04729352297933555
low,baseline,none,True,tv,prevalence,2034,0.04558847469360794
low,baseline,none,True,tv,prevalence,2035,0.045182564557806795
low,baseline,none,True,tv,prevalence,2036,0.045101257367438544
low,baseline,none,True,tv,prevalence,2037,0.04511527820539092
low,baseline,none,True,tv,prevalence,2038,0.045663655682780815
low,baseline,none,True,tv,prevalence,2039,0.045722344592210265
low,baseline,none,True,tv,prevalence,2040,0.04803663655123206
low,high,high,True,tv,prevalence,2027,0.0631978128441976
low,high,high,True,tv,prevalence,2028,0.04352259026207235
low,high,high,True,tv,prevalence,2029,0.03381020924530438
low,high,high,True,tv,prevalence,2030,0.0271363121362051
low,high,high,True,tv,prevalence,2031,0.021175992752210666
low,high,high,True,tv,prevalence,2032,0.017292251335604195
low,high,high,True,tv,prevalence,2033,0.013929676679896724
low,high,high,True,tv,prevalence,2034,0.011039815244847796
low,high,high,True,tv,prevalence,2035,0.00932613897263981
low,high,high,True,tv,prevalence,2036,0.007511381779832559
low,high,high,True,tv,prevalence,2037,0.00654183989520669
low,high,high,True,tv,prevalence,2038,0.005443049668494216
low,high,high,True,tv,prevalence,2039,0.004727848905600726
low,high,high,True,tv,prevalence,2040,0.004881326247969204
low,high,low,True,tv,prevalence,2027,0.0639357009509546
low,high,low,True,tv,prevalence,2028,0.0445920912760135
low,high,low,True,tv,prevalence,2029,0.03415432892395363
low,high,low,True,tv,prevalence,2030,0.02757494553823701
low,high,low,True,tv,prevalence,2031,0.021806183984197897
low,high,low,True,tv,prevalence,2032,0.017946365779870042
low,high,low,True,tv,prevalence,2033,0.014636671166990311
low,high,low,True,tv,prevalence,2034,0.011599561714787113
low,high,low,True,tv,prevalence,2035,0.009956928358726847
low,high,low,True,tv,prevalence,2036,0.00847790413312373
low,high,low,True,tv,prevalence,2037,0.007751636777910775
low,high,low,True,tv,prevalence,2038,0.006872630712769699
low,high,low,True,tv,prevalence,2039,0.005656045337326462
low,high,low,True,tv,prevalence,2040,0.005766433233134987
low,high,moderate,True,tv,prevalence,2027,0.06351748641913728
low,high,moderate,True,tv,prevalence,2028,0.04398013741236472
low,high,moderate,True,tv,prevalence,2029,0.03368166284918104
low,high,moderate,True,tv,prevalence,2030,0.02688060136497229
low,high,moderate,True,tv,prevalence,2031,0.021230834397187596
low,high,moderate,True,tv,prevalence,2032,0.017151003830074743
low,high,moderate,True,tv,prevalence,2033,0.013802703011198403
low,high,moderate,True,tv,prevalence,2034,0.010945721301386937
low,high,moderate,True,tv,prevalence,2035,0.00913698942573446
low,high,moderate,True,tv,prevalence,2036,0.007648494011447402
low,high,moderate,True,tv,prevalence,2037,0.006736166824799368
low,high,moderate,True,tv,prevalence,2038,0.00558437265962025
low,high,moderate,True,tv,prevalence,2039,0.004467715221406292
low,high,moderate,True,tv,prevalence,2040,0.0044579437925365865
low,high,none,True,tv,prevalence,2027,0.06448148585900437
low,high,none,True,tv,prevalence,2028,0.04565725153736141
low,high,none,True,tv,prevalence,2029,0.0350597003213981
low,high,none,True,tv,prevalence,2030,0.028540391790873053
low,high,none,True,tv,prevalence,2031,0.022330228128749935
low,high,none,True,tv,prevalence,2032,0.018378136670901105
low,high,none,True,tv,prevalence,2033,0.01535313809520566
low,high,none,True,tv,prevalence,2034,0.012178563191136966
low,high,none,True,tv,prevalence,2035,0.010209437516495829
low,high,none,True,tv,prevalence,2036,0.008613950109511426
low,high,none,True,tv,prevalence,2037,0.0074740129276510275
low,high,none,True,tv,prevalence,2038,0.006464531302859182
low,high,none,True,tv,prevalence,2039,0.0054914269285120795
low,high,none,True,tv,prevalence,2040,0.005520174136599995
low,low,high,True,tv,prevalence,2027,0.06789665390694781
low,low,high,True,tv,prevalence,2028,0.056420617858482236
low,low,high,True,tv,prevalence,2029,0.050344734432989646
low,low,high,True,tv,prevalence,2030,0.04528662260335912
low,low,high,True,tv,prevalence,2031,0.04001990839492266
low,low,high,True,tv,prevalence,2032,0.036501972778151995
low,low,high,True,tv,prevalence,2033,0.032708416481769184
low,low,high,True,tv,prevalence,2034,0.02958010211051208
low,low,high,True,tv,prevalence,2035,0.02816890344537733
low,low,high,True,tv,prevalence,2036,0.02622288120336505
low,low,high,True,tv,prevalence,2037,0.024459699590903154
low,low,high,True,tv,prevalence,2038,0.023943510316108724
low,low,high,True,tv,prevalence,2039,0.023329831604721234
low,low,high,True,tv,prevalence,2040,0.02394513976542182
low,low,low,True,tv,prevalence,2027,0.06879711303131876
low,low,low,True,tv,prevalence,2028,0.058462061221915176
low,low,low,True,tv,prevalence,2029,0.052763180409699496
low,low,low,True,tv,prevalence,2030,0.04770762160063544
low,low,low,True,tv,prevalence,2031,0.04319018981732552
low,low,low,True,tv,prevalence,2032,0.03979289707779744
low,low,low,True,tv,prevalence,2033,0.03649202447724935
low,low,low,True,tv,prevalence,2034,0.03368728187232796
low,low,low,True,tv,prevalence,2035,0.03247385114887
low,low,low,True,tv,prevalence,2036,0.030801857657079223
low,low,low,True,tv,prevalence,2037,0.030410605279495635
low,low,low,True,tv,prevalence,2038,0.029335157733257892
low,low,low,True,tv,prevalence,2039,0.02812573268080477
low,low,low,True,tv,prevalence,2040,0.028876643295871186
low,low,moderate,True,tv,prevalence,2027,0.06826956262042358
low,low,moderate,True,tv,prevalence,2028,0.05731245732415431
low,low,moderate,True,tv,prevalence,2029,0.05109110280647705
low,low,moderate,True,tv,prevalence,2030,0.04628150011107309
low,low,moderate,True,tv,prevalence,2031,0.0414910822609156
low,low,moderate,True,tv,prevalence,2032,0.037927025660990446
low,low,moderate,True,tv,prevalence,2033,0.03422958639304685
low,low,moderate,True,tv,prevalence,2034,0.03126390839488911
low,low,moderate,True,tv,prevalence,2035,0.02988977245567804
low,low,moderate,True,tv,prevalence,2036,0.027838365721617936
low,low,moderate,True,tv,prevalence,2037,0.02669339134337933
low,low,moderate,True,tv,prevalence,2038,0.025923720920101107
low,low,moderate,True,tv,prevalence,2039,0.024745472916271494
low,low,moderate,True,tv,prevalence,2040,0.025680336716416487
low,low,none,True,tv,prevalence,2027,0.06943589696628934
low,low,none,True,tv,prevalence,2028,0.05976657655856373
low,low,none,True,tv,prevalence,2029,0.05393908987173511
low,low,none,True,tv,prevalence,2030,0.04910705818923662
low,low,none,True,tv,prevalence,2031,0.044421876054552875
low,low,none,True,tv,prevalence,2032,0.04057295438511774
low,low,none,True,tv,prevalence,2033,0.03789537364879486
low,low,none,True,tv,prevalence,2034,0.036076412004082924
low,low,none,True,tv,prevalence,2035,0.03495815327926558
low,low,none,True,tv,prevalence,2036,0.03348795485346301
low,low,none,True,tv,prevalence,2037,0.033757717605487285
low,low,none,True,tv,prevalence,2038,0.033475528424745646
low,low,none,True,tv,prevalence,2039,0.03305826219956426
low,low,none,True,tv,prevalence,2040,0.03460092618829557
low,moderate,high,True,tv,prevalence,2027,0.06569519370824445
low,moderate,high,True,tv,prevalence,2028,0.05023147479516569
low,moderate,high,True,tv,prevalence,2029,0.04195882487593072
low,moderate,high,True,tv,prevalence,2030,0.035884924865848475
low,moderate,high,True,tv,prevalence,2031,0.029646328566495
low,moderate,high,True,tv,prevalence,2032,0.025149149067721477
low,moderate,high,True,tv,prevalence,2033,0.02204262538921304
low,moderate,high,True,tv,prevalence,2034,0.01861353953547587
low,moderate,high,True,tv,prevalence,2035,0.01725300768342091
low,moderate,high,True,tv,prevalence,2036,0.01525735006202048
low,moderate,high,True,tv,prevalence,2037,0.013782911074765865
low,moderate,high,True,tv,prevalence,2038,0.012977911353274058
low,moderate,high,True,tv,prevalence,2039,0.012029452991991015
low,moderate,high,True,tv,prevalence,2040,0.012117088113438021
low,moderate,low,True,tv,prevalence,2027,0.06643611781947037
low,moderate,low,True,tv,prevalence,2028,0.05150893129093256
low,moderate,low,True,tv,prevalence,2029,0.042910969993831094
low,moderate,low,True,tv,prevalence,2030,0.036736425318084825
low,moderate,low,True,tv,prevalence,2031,0.031312197120560305
low,moderate,low,True,tv,prevalence,2032,0.02715762378404541
low,moderate,low,True,tv,prevalence,2033,0.02340979740804251
low,moderate,low,True,tv,prevalence,2034,0.019838045725631658
low,moderate,low,True,tv,prevalence,2035,0.018437166199570965
low,moderate,low,True,tv,prevalence,2036,0.017033613977262406
low,moderate,low,True,tv,prevalence,2037,0.015825078750263476
low,moderate,low,True,tv,prevalence,2038,0.01453183627348421
low,moderate,low,True,tv,prevalence,2039,0.013189104449567488
low,moderate,low,True,tv,prevalence,2040,0.01358587997354356
low,moderate,moderate,True,tv,prevalence,2027,0.06602524494313841
low,moderate,moderate,True,tv,prevalence,2028,0.050862558355647236
low,moderate,moderate,True,tv,prevalence,2029,0.04206787760867381
low,moderate,moderate,True,tv,prevalence,2030,0.03577185733488849
low,moderate,moderate,True,tv,prevalence,2031,0.0301896703381887
low,moderate,moderate,True,tv,prevalence,2032,0.025618864584668288
low,moderate,moderate,True,tv,prevalence,2033,0.022035135560219854
low,moderate,moderate,True,tv,prevalence,2034,0.019250006789572248
low,moderate,moderate,True,tv,prevalence,2035,0.017939045549086863
low,moderate,moderate,True,tv,prevalence,2036,0.01604528824512775
low,moderate,moderate,True,tv,prevalence,2037,0.014953359081143197
low,moderate,moderate,True,tv,prevalence,2038,0.013474829817680006
low,moderate,moderate,True,tv,prevalence,2039,0.01236854851854699
low,moderate,moderate,True,tv,prevalence,2040,0.012575699153121048
low,moderate,none,True,tv,prevalence,2027,0.06699768659798747
low,moderate,none,True,tv,prevalence,2028,0.052662060029755056
low,moderate,none,True,tv,prevalence,2029,0.04376544000846798
low,moderate,none,True,tv,prevalence,2030,0.03752147153658246
low,moderate,none,True,tv,prevalence,2031,0.0316703477172665
low,moderate,none,True,tv,prevalence,2032,0.02720897551244845
low,moderate,none,True,tv,prevalence,2033,0.024629208774639668
low,moderate,none,True,tv,prevalence,2034,0.022028955944596564
low,moderate,none,True,tv,prevalence,2035,0.020173429228460143
low,moderate,none,True,tv,prevalence,2036,0.019136973902711397
low,moderate,none,True,tv,prevalence,2037,0.01833101970419973
low,moderate,none,True,tv,prevalence,2038,0.016947775398258435
low,moderate,none,True,tv,prevalence,2039,0.015662167432697445
low,moderate,none,True,tv,prevalence,2040,0.016436590168602272
moderate,baseline,high,True,tv,prevalence,2027,0.06839212511317708
moderate,baseline,high,True,tv,prevalence,2028,0.05851883276792204
moderate,baseline,high,True,tv,prevalence,2029,0.05302969230508466
moderate,baseline,high,True,tv,prevalence,2030,0.04823309609731423
moderate,baseline,high,True,tv,prevalence,2031,0.04374325474171646
moderate,baseline,high,True,tv,prevalence,2032,0.04039601533864521
moderate,baseline,high,True,tv,prevalence,2033,0.03731960731707339
moderate,baseline,high,True,tv,prevalence,2034,0.03472139342418854
moderate,baseline,high,True,tv,prevalence,2035,0.03338618181851658
moderate,baseline,high,True,tv,prevalence,2036,0.032276115140004516
moderate,baseline,high,True,tv,prevalence,2037,0.030813057442156157
moderate,baseline,high,True,tv,prevalence,2038,0.03040869402987837
moderate,baseline,high,True,tv,prevalence,2039,0.029705819031155305
moderate,baseline,high,True,tv,prevalence,2040,0.030858269176820118
moderate,baseline,low,True,tv,prevalence,2027,0.06937669298953816
moderate,baseline,low,True,tv,prevalence,2028,0.06067587328379165
moderate,baseline,low,True,tv,prevalence,2029,0.05533378648157359
moderate,baseline,low,True,tv,prevalence,2030,0.05080185357290036
moderate,baseline,low,True,tv,prevalence,2031,0.046831966905543546
