hiv_prev_2000_2010,hiv_prev_2010_2020,ng_prev_2005_2015,ct_prev_f2530,tv_prev_2005_2015,syph_prev_f_2016,syph_prev_m_2016,syph_seroprev_f_2016,syph_seroprev_m_2016,syph_anc_2000_2015,syph_prev_hivpos_2016,syph_prev_hivneg_2016,syph_prev_f_2020_2025,seed,draw_idx,status,log_lik,weight
0.15823850299578482,0.12801482883372645,0.025560677338288075,0.18788627935723115,0.09204542382978556,0.007418777180864671,0.0007786140669608098,0.011256075722691225,0.0007786140669608098,0.011532673121423557,0.047165729121592385,0.002006269592476489,0.0005149678982679398,517000,517,ok,-11.362804039416488,0.20424484935846493
0.161174343463019,0.12973886159488882,0.013275068968376944,0.07152317880794702,0.07257437365064719,0.008987575997885276,0.005536514632217242,0.012159661644197727,0.005536514632217242,0.0152649587914653,0.06317611423626136,0.0016541544725792085,0.0014404329715975556,392000,392,ok,-11.086237309493079,0.2693162247873768
0.15012543390384545,0.12750594512340568,0.025034305622011293,0.05690072639225181,0.11035024859860568,0.01698014629049112,0.009362808842652795,0.021421107628004178,0.00988296488946684,0.021374958018218742,0.08468626590609916,0.003040283759817583,0.002809974836845074,176000,176,ok,-12.432769734969398,0.07006012630152728
0.14735145064202945,0.11585039412957528,0.02424969120351912,0.03431372549019608,0.15990335328021493,0.012548015364916773,0.005046480743691899,0.017157490396927016,0.005577689243027889,0.019277110986869978,0.09827420901246404,0.0024411082631514707,0.0013164611903988624,128000,128,ok,-17.397516210508748,0.0004890000657694964
0.15297866361696558,0.11929034502456161,0.009582665972547557,0.03496503496503497,0.07532716840145687,0.006030150753768844,0.0,0.008291457286432161,0.0,0.009013779895517706,0.04949121184088807,0.001222643354933366,8.198135959731949e-05,807000,807,ok,-14.60920578622059,0.007947979689621394
0.14477384478730723,0.11126546502442936,0.032782077803469936,0.1468005018820577,0.07971705484294489,0.005446058091286307,0.0015772870662460567,0.007002074688796681,0.0015772870662460567,0.008278548594569961,0.0595959595959596,0.0008518924181574784,0.00013947001466726287,926000,926,ok,-13.033547656520593,0.038419913233845984
0.15823850299578482,0.12801482883372645,0.025560677338288075,0.18788627935723115,0.09204542382978556,0.007418777180864671,0.0007786140669608098,0.011256075722691225,0.0007786140669608098,0.011532673121423557,0.047165729121592385,0.002006269592476489,0.0005149678982679398,517000,517,ok,-11.362804039416488,0.20424484935846493
0.15823850299578482,0.12801482883372645,0.025560677338288075,0.18788627935723115,0.09204542382978556,0.007418777180864671,0.0007786140669608098,0.011256075722691225,0.0007786140669608098,0.011532673121423557,0.047165729121592385,0.002006269592476489,0.0005149678982679398,517000,517,ok,-11.362804039416488,0.20424484935846493
0.14847444321489164,0.11418066781219977,0.01701094869311157,0.11899038461538461,0.16640747956238447,0.006305170239596469,0.001819599688068625,0.007818411097099623,0.002079542500649857,0.010634489086059212,0.07569141193595343,0.0010843373493975904,0.00021032157480788596,468000,468,ok,-13.794923935975797,0.017942991975768287
0.14477384478730723,0.11126546502442936,0.032782077803469936,0.1468005018820577,0.07971705484294489,0.005446058091286307,0.0015772870662460567,0.007002074688796681,0.0015772870662460567,0.008278548594569961,0.0595959595959596,0.0008518924181574784,0.00013947001466726287,926000,926,ok,-13.033547656520593,0.038419913233845984
0.15297866361696558,0.11929034502456161,0.009582665972547557,0.03496503496503497,0.07532716840145687,0.006030150753768844,0.0,0.008291457286432161,0.0,0.009013779895517706,0.04949121184088807,0.001222643354933366,8.198135959731949e-05,807000,807,ok,-14.60920578622059,0.007947979689621394
0.16427110250012422,0.13097608110719236,0.020969076671507457,0.11956521739130435,0.035450188237312504,0.005246589716684155,0.0015719151165837044,0.0062959076600209865,0.0015719151165837044,0.007584488875740884,0.0389948006932409,0.0006389776357827476,0.00035476816929188253,6000,6,ok,-14.12381719555469,0.01291392723937723
0.16920533492102155,0.1440225887413032,0.02598293201571788,0.10761789600967352,0.1637303560750807,0.009814323607427056,0.004105722350526046,0.014058355437665782,0.004875545291249679,0.013835944563789478,0.05709816190848651,0.0011831208097804653,0.0008310223199046623,923000,923,ok,-12.342306875787438,0.07669347857894167
0.15012543390384545,0.12750594512340568,0.025034305622011293,0.05690072639225181,0.11035024859860568,0.01698014629049112,0.009362808842652795,0.021421107628004178,0.00988296488946684,0.021374958018218742,0.08468626590609916,0.003040283759817583,0.002809974836845074,176000,176,ok,-12.432769734969398,0.07006012630152728
0.15823850299578482,0.12801482883372645,0.025560677338288075,0.18788627935723115,0.09204542382978556,0.007418777180864671,0.0007786140669608098,0.011256075722691225,0.0007786140669608098,0.011532673121423557,0.047165729121592385,0.002006269592476489,0.0005149678982679398,517000,517,ok,-11.362804039416488,0.20424484935846493
0.15339850749828846,0.12995506096958617,0.0,0.12469733656174334,0.14009973973587417,0.00575,0.004276931301790965,0.00775,0.005078855920876771,0.007687151221714922,0.049221708035338665,0.0007607455306200076,0.0008913263735249188,323000,323,ok,-15.238181847836103,0.004237365397767062
0.16920533492102155,0.1440225887413032,0.02598293201571788,0.10761789600967352,0.1637303560750807,0.009814323607427056,0.004105722350526046,0.014058355437665782,0.004875545291249679,0.013835944563789478,0.05709816190848651,0.0011831208097804653,0.0008310223199046623,923000,923,ok,-12.342306875787438,0.07669347857894167
0.14847444321489164,0.11418066781219977,0.01701094869311157,0.11899038461538461,0.16640747956238447,0.006305170239596469,0.001819599688068625,0.007818411097099623,0.002079542500649857,0.010634489086059212,0.07569141193595343,0.0010843373493975904,0.00021032157480788596,468000,468,ok,-13.794923935975797,0.017942991975768287
0.161174343463019,0.12973886159488882,0.013275068968376944,0.07152317880794702,0.07257437365064719,0.008987575997885276,0.005536514632217242,0.012159661644197727,0.005536514632217242,0.0152649587914653,0.06317611423626136,0.0016541544725792085,0.0014404329715975556,392000,392,ok,-11.086237309493079,0.2693162247873768
0.161174343463019,0.12973886159488882,0.013275068968376944,0.07152317880794702,0.07257437365064719,0.008987575997885276,0.005536514632217242,0.012159661644197727,0.005536514632217242,0.0152649587914653,0.06317611423626136,0.0016541544725792085,0.0014404329715975556,392000,392,ok,-11.086237309493079,0.2693162247873768
0.15012543390384545,0.12750594512340568,0.025034305622011293,0.05690072639225181,0.11035024859860568,0.01698014629049112,0.009362808842652795,0.021421107628004178,0.00988296488946684,0.021374958018218742,0.08468626590609916,0.003040283759817583,0.002809974836845074,176000,176,ok,-12.432769734969398,0.07006012630152728
0.16761556874427067,0.13762114384292828,0.02040405946130447,0.03416557161629435,0.09915179913614779,0.017153578129187885,0.007859575582918523,0.025462342535513268,0.008907518993974326,0.024303513506825435,0.07642010625255415,0.0035294117647058825,0.00373255919462847,188000,188,ok,-13.104928123713686,0.035773072006382516
