cell,care,pn,bp,poc,draw,hiv_new_inf,hiv_new_inf_f,hiv_new_inf_m,hiv_prev_end,hiv_new_treated,hiv_new_treated_f,hiv_new_treated_m,hiv_new_treated_success,hiv_new_treated_success_f,hiv_new_treated_success_m,hiv_new_treated_unnecessary,hiv_new_treated_unnecessary_f,hiv_new_treated_unnecessary_m,hiv_prop_treated,ng_new_inf,ng_new_inf_f,ng_new_inf_m,ng_prev_end,ng_new_treated,ng_new_treated_f,ng_new_treated_m,ng_new_treated_success,ng_new_treated_success_f,ng_new_treated_success_m,ng_new_treated_unnecessary,ng_new_treated_unnecessary_f,ng_new_treated_unnecessary_m,ng_prop_treated,ct_new_inf,ct_new_inf_f,ct_new_inf_m,ct_prev_end,ct_new_treated,ct_new_treated_f,ct_new_treated_m,ct_new_treated_success,ct_new_treated_success_f,ct_new_treated_success_m,ct_new_treated_unnecessary,ct_new_treated_unnecessary_f,ct_new_treated_unnecessary_m,ct_prop_treated,tv_new_inf,tv_new_inf_f,tv_new_inf_m,tv_prev_end,tv_new_treated,tv_new_treated_f,tv_new_treated_m,tv_new_treated_success,tv_new_treated_success_f,tv_new_treated_success_m,tv_new_treated_unnecessary,tv_new_treated_unnecessary_f,tv_new_treated_unnecessary_m,tv_prop_treated,syph_new_inf,syph_new_inf_f,syph_new_inf_m,syph_prev_end,syph_new_treated,syph_new_treated_f,syph_new_treated_m,syph_new_treated_success,syph_new_treated_success_f,syph_new_treated_success_m,syph_new_treated_unnecessary,syph_new_treated_unnecessary_f,syph_new_treated_unnecessary_m,syph_sti_prev_end,pn_new_notified,pn_new_attending,pn_new_notified_current,pn_new_notified_previous,pn_new_index_total,pn_new_index_no_sti,pn_new_notified_no_sti,pn_new_attended_no_sti,pn_new_index_total_f,pn_new_index_total_m,pn_new_index_no_sti_f,pn_new_index_no_sti_m,pn_new_notified_f,pn_new_notified_m,pn_new_notified_no_sti_f,pn_new_notified_no_sti_m,pn_new_attending_f,pn_new_attending_m,pn_new_attended_no_sti_f,pn_new_attended_no_sti_m,ng_treated_within_3mo,ng_treated_within_6mo,ct_treated_within_3mo,ct_treated_within_6mo,tv_treated_within_3mo,tv_treated_within_6mo,syph_treated_within_3mo,syph_treated_within_6mo,syph_prop_treated
POC_c-high_p-baseline_b-moderate,high,baseline,moderate,True,78,553146.0,381930.0,171216.0,0.081704430692906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12061506.0,5509536.0,6556494.0,0.011676940852108601,5912694.0,2870478.0,3044478.0,3307566.0,1081410.0,2226156.0,2473236.0,1745916.0,727320.0,0.27452384142022546,26086254.0,13124298.0,12975180.0,0.10259207375655102,18160380.0,8772558.0,9396174.0,14694648.0,6609216.0,8085432.0,1850664.0,1425060.0,425604.0,0.5633201930738856,80939406.0,25925826.0,55062300.0,0.16700117270854462,21482388.0,11295384.0,10196226.0,16852248.0,8428038.0,8424210.0,2779302.0,1950540.0,828762.0,0.20820635612505162,45240.0,24012.0,21228.0,0.0053019145802650006,815712.0,445266.0,370794.0,73080.0,48720.0,24360.0,738630.0,393762.0,344868.0,0.0,4222458.0,2365008.0,4222458.0,0.0,21312216.0,3298866.0,762990.0,371838.0,10472016.0,10840200.0,2694564.0,604302.0,2623920.0,1598538.0,258564.0,504426.0,1715466.0,649542.0,161646.0,210192.0,2964264.0,3237792.0,10588074.0,12463968.0,14333250.0,15164622.0,13746.0,21750.0,1.615384615384615
POC_c-high_p-baseline_b-moderate,high,baseline,moderate,True,236,278226.0,192966.0,85260.0,0.061222065989172805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347304.0,148596.0,198708.0,0.0,1907562.0,1297692.0,610392.0,93786.0,23490.0,70296.0,1810992.0,1273332.0,537660.0,0.27242598219734804,33173796.0,16099002.0,17090454.0,0.1468719973738036,16809270.0,7376904.0,9437760.0,14226240.0,5795418.0,8430822.0,1028514.0,936816.0,91698.0,0.42877206023980907,14908146.0,5051046.0,9865278.0,0.0260573564862402,5502924.0,3227352.0,2278704.0,3307392.0,1760880.0,1546512.0,1839180.0,1275420.0,563760.0,0.22159382354453822,66120.0,38106.0,28014.0,0.007033550802437801,852600.0,463188.0,390282.0,85608.0,53418.0,32190.0,760728.0,405594.0,355134.0,0.0,3128172.0,1904430.0,3128172.0,0.0,17797068.0,1976640.0,768732.0,416208.0,8274744.0,9522324.0,1827696.0,148944.0,2018574.0,1109598.0,349914.0,418818.0,1406268.0,498162.0,230724.0,185484.0,83346.0,91872.0,11742912.0,12956214.0,2541096.0,2736846.0,33060.0,42978.0,1.257894736842105
POC_c-high_p-baseline_b-moderate,high,baseline,moderate,True,263,17226.0,14442.0,2784.0,0.014406285959701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14296014.0,5755746.0,8544966.0,0.0131119870066746,6247122.0,2722404.0,3525762.0,3943014.0,1101420.0,2841594.0,2127498.0,1565130.0,562368.0,0.2757609741773338,18886482.0,9236790.0,9658218.0,0.07165298841806081,13261584.0,6316026.0,6951648.0,10393542.0,4459794.0,5933748.0,1730256.0,1358766.0,371490.0,0.5503060021615791,51977280.0,16517124.0,35489736.0,0.10476041156413521,14021964.0,7477128.0,6551448.0,10501074.0,5181198.0,5319876.0,2352654.0,1706592.0,646062.0,0.20197852815222622,329382.0,159384.0,169998.0,0.0138770466481308,1069230.0,568632.0,500772.0,283968.0,154686.0,129282.0,774126.0,408552.0,365574.0,0.0020636391720728004,3831132.0,2337168.0,3831132.0,0.0,16864428.0,3040650.0,947778.0,516954.0,8024184.0,8840244.0,2577984.0,462666.0,2399286.0,1431846.0,375840.0,571938.0,1698936.0,638232.0,257172.0,259782.0,3587184.0,3860712.0,7627464.0,8865996.0,8795352.0,9334578.0,131718.0,171390.0,0.8621236133122021
POC_c-high_p-baseline_b-moderate,high,baseline,moderate,True,343,279618.0,191748.0,87870.0,0.0621585850109142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15026814.0,6044412.0,8986404.0,0.0155135794027212,5093850.0,1730256.0,3365160.0,3671400.0,806664.0,2864736.0,1278900.0,891924.0,386976.0,0.24451755237500103,19834782.0,9284814.0,10559016.0,0.0883326271189692,10785738.0,4176696.0,6613566.0,8879220.0,3077016.0,5802204.0,918894.0,750810.0,168084.0,0.4477267833827135,4146072.0,1250712.0,2899362.0,0.004817534025966,2378058.0,1424712.0,954042.0,903408.0,447702.0,455706.0,1370598.0,924984.0,445614.0,0.2174293079165408,530700.0,265350.0,265350.0,0.0271195297191378,1135002.0,613176.0,522696.0,404898.0,238032.0,166866.0,713574.0,363834.0,349740.0,0.0040496407576746,2236770.0,1394436.0,2236770.0,0.0,13347192.0,1495356.0,649194.0,366618.0,5133348.0,8213844.0,1398960.0,96396.0,1535028.0,701742.0,341910.0,307284.0,1086282.0,308154.0,233508.0,133110.0,3382212.0,3604236.0,7113816.0,7954932.0,681036.0,739848.0,182526.0,242208.0,0.7629508196721311
POC_c-high_p-baseline_b-none,high,baseline,none,True,75,976140.0,648672.0,327468.0,0.11300374075363961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6339168.0,2702916.0,3638340.0,0.007516578607246001,2309676.0,1006938.0,1303086.0,1429932.0,314592.0,1115340.0,821976.0,681732.0,140244.0,0.22551491382148053,6811752.0,3225786.0,3589098.0,0.028510065427040605,4010178.0,1839702.0,2172390.0,2948952.0,1078278.0,1870674.0,732888.0,641190.0,91698.0,0.43325044251799627,4115622.0,1256802.0,2860908.0,0.0078480504989176,1705374.0,1104900.0,601518.0,733236.0,354960.0,378276.0,897492.0,713052.0,184440.0,0.1784255152043804,217500.0,107880.0,109620.0,0.007064549515632601,843900.0,435000.0,409248.0,208626.0,109620.0,99006.0,619614.0,318420.0,301194.0,0.00118928070342,970746.0,588990.0,970746.0,0.0,5644386.0,1295604.0,391674.0,212802.0,2607564.0,3036822.0,1223568.0,72036.0,634404.0,336342.0,190878.0,200796.0,440220.0,148770.0,124062.0,88740.0,1339104.0,1408878.0,2401722.0,2671074.0,601866.0,636840.0,126150.0,154512.0,0.969905831631495
POC_c-high_p-baseline_b-none,high,baseline,none,True,78,553146.0,381930.0,171216.0,0.0817049972200696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21701106.0,9941838.0,11767446.0,0.0234161441734762,9077580.0,3986340.0,5094372.0,6185178.0,2132196.0,4052982.0,2650542.0,1772016.0,878526.0,0.28509730779950243,31420920.0,15691494.0,15748218.0,0.11998840262382642,22685250.0,10745544.0,11949798.0,18732840.0,8435520.0,10297320.0,1876590.0,1370424.0,506166.0,0.5962378902924824,93582072.0,30741102.0,62894214.0,0.18273479977414442,26239896.0,13422012.0,12830412.0,20916018.0,10297320.0,10618698.0,3032994.0,1998390.0,1034604.0,0.2235064942637916,159384.0,87000.0,72384.0,0.0072700495380906005,924114.0,517302.0,407160.0,160254.0,99876.0,60378.0,757770.0,413250.0,344520.0,0.0,5126040.0,2933814.0,5126040.0,0.0,26876910.0,3218652.0,678600.0,315810.0,12675378.0,14201532.0,2547882.0,670770.0,3233268.0,1892772.0,220458.0,458142.0,2134632.0,799182.0,130500.0,185310.0,5606628.0,6071556.0,13547118.0,15981378.0,18372834.0,19243530.0,46632.0,69426.0,1.005458515283843
POC_c-high_p-baseline_b-none,high,baseline,none,True,236,278226.0,192966.0,85260.0,0.061225384175296806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946560.0,405594.0,541314.0,0.0005775871594014,2204580.0,1404702.0,800748.0,264132.0,73428.0,190704.0,1929834.0,1327098.0,602736.0,0.28427861787408704,37409130.0,18152202.0,19272762.0,0.1624711966947534,19533588.0,8723316.0,10817928.0,16636662.0,7000890.0,9635772.0,1031820.0,922548.0,109272.0,0.4447284868635831,18446436.0,6529872.0,11926134.0,0.034542351871507206,6693606.0,3876198.0,2821410.0,4203666.0,2252952.0,1950714.0,2026926.0,1373730.0,653196.0,0.2278443105383534,209496.0,122148.0,87348.0,0.0097979393114596,978054.0,543228.0,435870.0,190704.0,118494.0,72210.0,778998.0,419340.0,359658.0,0.0010499359795134,3626334.0,2202666.0,3626334.0,0.0,20575674.0,1972986.0,742284.0,399330.0,9622896.0,10952778.0,1802814.0,170172.0,2325684.0,1300650.0,331470.0,410814.0,1618200.0,584466.0,218022.0,181308.0,242382.0,259434.0,13586094.0,15064398.0,3320442.0,3562128.0,101442.0,125280.0,0.8970099667774081
POC_c-high_p-baseline_b-none,high,baseline,none,True,263,17226.0,14442.0,2784.0,0.014406556032745002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19995210.0,8197140.0,11805900.0,0.0202704670999874,8240118.0,3429714.0,4812840.0,5682492.0,1713726.0,3968766.0,2306196.0,1636122.0,670074.0,0.28417108474126646,22940682.0,11199858.0,11750916.0,0.0861843499448984,16451352.0,7735344.0,8724708.0,13235658.0,5756964.0,7478694.0,1756530.0,1331622.0,424908.0,0.5769392605677153,60466740.0,19918998.0,40581498.0,0.11993062176218061,17024682.0,8940468.0,8092044.0,13029642.0,6436086.0,6593556.0,2565978.0,1787328.0,778650.0,0.21543516366258383,541836.0,269526.0,272310.0,0.0179672536299042,1255584.0,673554.0,582204.0,438306.0,237684.0,200622.0,802314.0,428736.0,373578.0,0.0030645659561322003,4603692.0,2857428.0,4603692.0,0.0,20809704.0,3037344.0,903060.0,503556.0,9665526.0,11144178.0,2524566.0,512778.0,2904060.0,1699632.0,364878.0,538182.0,2068164.0,789264.0,248994.0,254562.0,5217564.0,5581050.0,9692148.0,11316612.0,11199684.0,11803290.0,217848.0,280662.0,0.8089274245343611
POC_c-high_p-baseline_b-none,high,baseline,none,True,343,279618.0,191748.0,87870.0,0.0621585850109142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19794066.0,7929876.0,11869932.0,0.021457484590451603,6622092.0,2177436.0,4446048.0,5016942.0,1176414.0,3840528.0,1405224.0,952998.0,452226.0,0.25354148500977625,22766334.0,10541790.0,12235158.0,0.09778124958647841,12923328.0,4978836.0,7947798.0,10768686.0,3783630.0,6985056.0,968136.0,772038.0,196098.0,0.473009337152949,5504316.0,1751484.0,3756312.0,0.0063011122236175995,2960958.0,1687800.0,1274028.0,1282554.0,631794.0,650760.0,1533462.0,987276.0,546186.0,0.23261721446548161,578898.0,292842.0,286056.0,0.027916394513389804,1185984.0,642930.0,543750.0,441090.0,257172.0,183918.0,723666.0,371490.0,352176.0,0.004781188765512601,2716662.0,1709028.0,2716662.0,0.0,16006434.0,1549818.0,674598.0,380364.0,6064770.0,9941664.0,1435500.0,114318.0,1891554.0,825108.0,363138.0,311460.0,1339104.0,369924.0,246384.0,133980.0,4646496.0,4933770.0,8515386.0,9583572.0,992322.0,1074276.0,215586.0,270048.0,0.7619477006311991
POC_c-high_p-high_b-high,high,high,high,True,75,976140.0,648672.0,327468.0,0.11300137647988043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535202.0,661548.0,874524.0,0.0003881057017292,1278900.0,856950.0,422472.0,414120.0,136068.0,278052.0,845466.0,714096.0,131370.0,0.2797408885996485,4484676.0,2154468.0,2331426.0,0.0174247687971384,3276420.0,1802292.0,1475868.0,2262174.0,1006242.0,1255932.0,758988.0,682080.0,76908.0,0.5053008669430035,1979250.0,620484.0,1360158.0,0.0021993666826192002,1356330.0,1011114.0,346434.0,431694.0,252996.0,178698.0,881832.0,730452.0,151380.0,0.21776581737617323,17922.0,10092.0,7830.0,0.0034999576293388,797616.0,425256.0,372708.0,56028.0,39324.0,16704.0,728712.0,379494.0,349218.0,0.0,3237096.0,2665506.0,3237096.0,0.0,4276572.0,1419666.0,1939230.0,1573656.0,2521260.0,1755312.0,1300824.0,118842.0,1803510.0,1433586.0,865650.0,1073580.0,1551732.0,1113774.0,737760.0,835896.0,368010.0,403506.0,1659960.0,1897470.0,289884.0,312852.0,13572.0,19314.0,3.07837528604119
POC_c-high_p-high_b-high,high,high,high,True,78,553146.0,381930.0,171216.0,0.0817027313423602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270874.0,1050264.0,1221654.0,0.00031918289179680003,4105878.0,2839854.0,1268460.0,805098.0,349218.0,455880.0,3268416.0,2476542.0,791874.0,0.35748159581405303,17535372.0,9058962.0,8486154.0,0.057319208152808596,16454658.0,9423318.0,7039344.0,12374010.0,6530568.0,5843442.0,2713878.0,2166126.0,547752.0,0.7056047600206264,59808846.0,24092562.0,35748648.0,0.09539863304266981,21340404.0,13252884.0,8100048.0,16116228.0,9691974.0,6424254.0,3455814.0,2497248.0,958566.0,0.2694386820990342,46284.0,22620.0,23664.0,0.0029455081001472,1616286.0,863040.0,754464.0,113100.0,60378.0,52722.0,1494138.0,796398.0,697740.0,0.0,21685446.0,17579916.0,21685446.0,0.0,19277982.0,5086368.0,8479542.0,6765294.0,11549076.0,7728906.0,4125192.0,961176.0,11867844.0,9817602.0,3613458.0,4866084.0,9971418.0,7608498.0,3010200.0,3755094.0,686082.0,780564.0,8302758.0,9960804.0,12541746.0,13547640.0,19140.0,26622.0,2.443609022556391
POC_c-high_p-high_b-high,high,high,high,True,236,278226.0,192966.0,85260.0,0.06122165133854081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165996.0,75168.0,90828.0,0.0,2200578.0,1539204.0,662244.0,58986.0,23490.0,35496.0,2140374.0,1514670.0,625704.0,0.3842813905264517,26864034.0,13375206.0,13499616.0,0.106128528181008,18077208.0,9355458.0,8727840.0,14998626.0,7333578.0,7665048.0,1438110.0,1207560.0,230550.0,0.5582073076312016,5495964.0,1844922.0,3654000.0,0.001568772764944,4092306.0,2685864.0,1408182.0,1737390.0,1062792.0,674598.0,2174826.0,1513800.0,661026.0,0.31629491832347784,62292.0,35670.0,26622.0,0.0047572856669526,1433586.0,800226.0,634404.0,118668.0,64206.0,54462.0,1299432.0,728364.0,571068.0,0.0,15629898.0,12977094.0,15629898.0,0.0,19319394.0,2647758.0,6563106.0,5383386.0,10407462.0,8911932.0,2250168.0,397590.0,9287946.0,6341952.0,3086760.0,3476346.0,7970418.0,5006676.0,2631750.0,2751636.0,49068.0,55854.0,10901970.0,12501204.0,1086630.0,1208256.0,33582.0,45066.0,1.770949720670391
POC_c-high_p-high_b-high,high,high,high,True,263,17226.0,14442.0,2784.0,0.014405296130169401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006066.0,3718032.0,5291166.0,0.007441700978482001,5584530.0,3088152.0,2498292.0,2926506.0,1105074.0,1821432.0,2529438.0,1932792.0,596646.0,0.32488311370518863,11761530.0,5779410.0,5986470.0,0.0360114925586412,11203338.0,6204840.0,5004588.0,8087694.0,3998694.0,4089000.0,2212932.0,1760880.0,452052.0,0.6877548812074082,31283982.0,11735952.0,19563690.0,0.0462060687758392,11892030.0,7349238.0,4548708.0,8281356.0,4833024.0,3448332.0,2681514.0,1963938.0,717576.0,0.26466223990329524,13224.0,7656.0,5568.0,0.004473277726289601,1422450.0,735846.0,686952.0,113100.0,54114.0,58986.0,1295604.0,675294.0,620310.0,0.0,15565692.0,12936552.0,15565692.0,0.0,14942598.0,4027056.0,7182720.0,5886246.0,8403504.0,6539094.0,3340626.0,686430.0,8515212.0,7050480.0,3050220.0,4132500.0,7372206.0,5564346.0,2636448.0,3249798.0,2607042.0,2852034.0,5502402.0,6525522.0,6215454.0,6795222.0,8178.0,10788.0,8.552631578947368
POC_c-high_p-high_b-high,high,high,high,True,343,279618.0,191748.0,87870.0,0.062157380287168995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10410420.0,4329990.0,6083040.0,0.010399720342452401,4631706.0,2152206.0,2480892.0,3016812.0,1033038.0,1983774.0,1487352.0,1070796.0,416556.0,0.2898140220669344,14644710.0,7024728.0,7625376.0,0.0548874196498922,10557276.0,5190420.0,5371380.0,8465622.0,3833742.0,4631880.0,1153098.0,920286.0,232812.0,0.5781260373118288,1827348.0,531222.0,1298040.0,0.00041624176795519995,2149944.0,1440894.0,710442.0,553320.0,324858.0,228462.0,1536072.0,1080192.0,455880.0,0.3032560437169358,770472.0,395328.0,375144.0,0.022534291312867404,1792548.0,965004.0,828066.0,713400.0,377232.0,336168.0,1049220.0,569328.0,479892.0,0.004898758981058,9943404.0,8285010.0,9943404.0,0.0,13145004.0,1944276.0,4588728.0,3759270.0,6440436.0,6704568.0,1669008.0,275268.0,6023706.0,3919698.0,2274528.0,2314200.0,5202078.0,3082932.0,1951236.0,1808034.0,2664114.0,2938512.0,5938794.0,6921198.0,337212.0,377406.0,299454.0,392544.0,0.925925925925925
POC_c-high_p-high_b-low,high,high,low,True,75,976140.0,648672.0,327468.0,0.11300217223966821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2678556.0,1165626.0,1513800.0,0.0020762811861486,1631424.0,981708.0,650412.0,725406.0,241164.0,484242.0,877830.0,729756.0,148074.0,0.27802162607198755,4832502.0,2316288.0,2517780.0,0.0181474373762276,3576048.0,1936968.0,1641342.0,2506818.0,1117776.0,1389042.0,785088.0,693390.0,91698.0,0.5198707185478304,2029884.0,659112.0,1372164.0,0.0023400718322338,1428018.0,1053048.0,376362.0,456402.0,271962.0,184440.0,925680.0,752202.0,173478.0,0.22496474342659062,158862.0,83346.0,75516.0,0.0050619557866956,932640.0,494856.0,438132.0,176610.0,100050.0,76560.0,740196.0,386976.0,353220.0,0.00048389326697080006,3688104.0,3038214.0,3688104.0,0.0,4829022.0,1450464.0,2125410.0,1725906.0,2737194.0,2091828.0,1319790.0,130674.0,2109402.0,1578702.0,990930.0,1134480.0,1810122.0,1228092.0,842508.0,883398.0,649716.0,707484.0,1833438.0,2096526.0,309546.0,336342.0,94656.0,121278.0,1.8269749928957086
POC_c-high_p-high_b-low,high,high,low,True,78,553146.0,381930.0,171216.0,0.0817027313423602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4201404.0,1968288.0,2235378.0,0.001201075164826,5155794.0,3344628.0,1813254.0,1512930.0,676164.0,836766.0,3580398.0,2640276.0,940122.0,0.3615221387604136,21136650.0,11014722.0,10132890.0,0.06589503196053262,20120316.0,11479998.0,8647974.0,15571260.0,8318418.0,7252842.0,2815842.0,2219544.0,596298.0,0.7365519335451512,70691502.0,29810202.0,40917318.0,0.10602769891940181,26101044.0,16093260.0,10018398.0,20139456.0,12149724.0,7989732.0,3745176.0,2617308.0,1127868.0,0.2848570308598312,28536.0,13746.0,14790.0,0.0027179006560448,1792722.0,969876.0,824238.0,99006.0,53244.0,45762.0,1684842.0,911412.0,773430.0,0.0,26151156.0,21336402.0,26151156.0,0.0,23422662.0,5269764.0,8664156.0,6929550.0,13805508.0,9617154.0,4219674.0,1050090.0,14501508.0,11649648.0,3750744.0,4913412.0,12227502.0,9108900.0,3144702.0,3784848.0,1323966.0,1474302.0,10735626.0,12810750.0,16573500.0,17657346.0,12006.0,17400.0,3.469512195121951
POC_c-high_p-high_b-low,high,high,low,True,236,278226.0,192966.0,85260.0,0.06122165133854081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217152.0,98832.0,118320.0,0.0,2454444.0,1670400.0,784914.0,77430.0,31320.0,46110.0,2374752.0,1637862.0,736890.0,0.38592408493571134,30790344.0,15434844.0,15368724.0,0.11756341913330341,21309954.0,11149398.0,10169430.0,17881458.0,8935422.0,8946036.0,1460904.0,1220610.0,240294.0,0.5804901350055415,6409464.0,2278878.0,4134240.0,0.0024208163757988,4644234.0,3003762.0,1642560.0,2033016.0,1239402.0,793614.0,2391108.0,1629858.0,761250.0,0.3174775996517176,68382.0,39846.0,28536.0,0.004653988548340601,1560258.0,876264.0,684864.0,125976.0,69252.0,56724.0,1416708.0,798486.0,618222.0,0.0,18371094.0,15306780.0,18371094.0,0.0,22587984.0,2699262.0,6814362.0,5583486.0,12219498.0,10368486.0,2281140.0,418122.0,10960260.0,7410834.0,3273114.0,3541248.0,9419142.0,5887638.0,2776518.0,2806968.0,65772.0,74298.0,13182240.0,15043518.0,1350066.0,1488048.0,37062.0,48024.0,1.720101781170483
POC_c-high_p-high_b-low,high,high,low,True,263,17226.0,14442.0,2784.0,0.014406015937899402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11146788.0,4663200.0,6487590.0,0.010139128364018802,6628182.0,3565608.0,3065010.0,3735606.0,1457946.0,2277660.0,2727276.0,2041890.0,685386.0,0.33505138553708425,13949232.0,6936858.0,7017942.0,0.0435330697105774,13316220.0,7350804.0,5971332.0,9914346.0,4973442.0,4940904.0,2298018.0,1818996.0,479022.0,0.7106805396334996,36184866.0,14152464.0,22052412.0,0.04884236994884321,14037798.0,8599428.0,5445330.0,10040148.0,5874762.0,4165386.0,2878308.0,2062596.0,815712.0,0.2773915334599468,601344.0,292146.0,309198.0,0.009836268149521,2042412.0,1059834.0,983622.0,623268.0,307284.0,315984.0,1394436.0,740544.0,653892.0,0.0020389249304910003,18239898.0,15183588.0,18239898.0,0.0,17599926.0,4165734.0,7399002.0,6061464.0,9787152.0,7812774.0,3435108.0,730626.0,10098438.0,8141460.0,3177066.0,4221936.0,8736714.0,6446874.0,2743632.0,3317832.0,3375600.0,3656784.0,6862734.0,8112054.0,7876458.0,8508078.0,282054.0,368880.0,1.036458333333333
POC_c-high_p-high_b-low,high,high,low,True,343,279618.0,191748.0,87870.0,0.0621601916860036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13194768.0,5483088.0,7716030.0,0.013029810947384202,5718858.0,2580768.0,3139656.0,3957978.0,1391826.0,2566152.0,1602366.0,1128564.0,473802.0,0.30017120723513624,16744542.0,8041236.0,8710788.0,0.060557793157783604,12426036.0,6084954.0,6345780.0,10113576.0,4632750.0,5480826.0,1209126.0,946386.0,262740.0,0.6041373940143132,1972638.0,603780.0,1370772.0,0.0005442704297616001,2362572.0,1556430.0,808230.0,602040.0,354786.0,247254.0,1692672.0,1160406.0,532266.0,0.30627464674058286,988494.0,512604.0,475890.0,0.024937949052906402,2056680.0,1108206.0,949344.0,898014.0,473106.0,424908.0,1120038.0,613176.0,506862.0,0.0066361854996734,11785194.0,9827172.0,11785194.0,0.0,15478344.0,1986732.0,4907322.0,4012266.0,7503750.0,7974594.0,1703634.0,283098.0,7157490.0,4627704.0,2471670.0,2435652.0,6184308.0,3642864.0,2112012.0,1900254.0,3546120.0,3861234.0,7172802.0,8339994.0,378798.0,420732.0,409596.0,527394.0,0.908466819221967
POC_c-high_p-high_b-moderate,high,high,moderate,True,75,976140.0,648672.0,327468.0,0.11300137647988043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808730.0,779172.0,1030428.0,0.0011522072824382001,1361898.0,878700.0,483720.0,487548.0,156078.0,331470.0,854514.0,715488.0,139026.0,0.27716136083125104,4660590.0,2231898.0,2429910.0,0.018201502974087402,3407094.0,1859712.0,1549296.0,2379102.0,1057224.0,1321878.0,764904.0,686430.0,78474.0,0.5114951153648887,1988298.0,632490.0,1357200.0,0.0022048290575208,1379124.0,1023468.0,356874.0,440220.0,260826.0,179394.0,896100.0,736542.0,159558.0,0.22137614205977402,35844.0,18966.0,16878.0,0.003582767851388,823716.0,439524.0,384540.0,72732.0,47328.0,25404.0,737586.0,385932.0,351654.0,0.0,3390738.0,2791656.0,3390738.0,0.0,4462578.0,1427496.0,1996824.0,1623420.0,2590860.0,1871718.0,1305522.0,121974.0,1911042.0,1479696.0,910542.0,1086282.0,1642734.0,1148922.0,778302.0,845118.0,435696.0,476238.0,1748874.0,1995954.0,296148.0,320682.0,24360.0,32190.0,2.496762039326504
POC_c-high_p-high_b-moderate,high,high,moderate,True,78,553146.0,381930.0,171216.0,0.0817032977540552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2607738.0,1210692.0,1398264.0,0.0,4331556.0,2935728.0,1397742.0,931248.0,405768.0,525480.0,3362376.0,2514648.0,847728.0,0.35713309834983864,18900054.0,9779148.0,9131172.0,0.058795625460468404,17797764.0,10153770.0,7652520.0,13553730.0,7168452.0,6385278.0,2742936.0,2174652.0,568284.0,0.7170485850133445,64259244.0,26336988.0,37957578.0,0.09856265100877161,23212818.0,14368050.0,8857122.0,17721726.0,10685340.0,7036386.0,3540030.0,2500380.0,1039650.0,0.2757622932047198,42456.0,20358.0,22098.0,0.0027982326951398,1694064.0,914892.0,780564.0,111708.0,59856.0,51852.0,1573656.0,849990.0,723666.0,0.0,23354454.0,18993144.0,23354454.0,0.0,20703216.0,5130042.0,8521824.0,6819756.0,12304410.0,8398806.0,4134762.0,995280.0,12842244.0,10512210.0,3651564.0,4870260.0,10812534.0,8180610.0,3060834.0,3758922.0,801444.0,903234.0,9174324.0,10996104.0,14156118.0,15176106.0,18096.0,26100.0,2.631147540983606
