arm,seed,uid,t0_year,reinfected,months,src_cat
SOC,263000,2,2028,True,19.0,m_other
SOC,263000,10,2028,False,,none
SOC,263000,25,2028,True,3.0,f_other
SOC,263000,40,2037,False,,none
SOC,263000,70,2030,True,3.0,m_other
SOC,263000,97,2029,True,5.0,f_other
SOC,263000,126,2029,True,1.0,f_other
SOC,263000,170,2028,True,1.0,f_other
SOC,263000,177,2028,False,,none
SOC,263000,201,2028,False,,none
SOC,263000,324,2030,True,1.0,f_other
SOC,263000,342,2028,True,6.0,f_other
SOC,263000,468,2028,False,,none
SOC,263000,516,2028,True,4.0,f_other
SOC,263000,517,2028,False,,none
SOC,263000,537,2028,False,,none
SOC,263000,584,2029,False,,none
SOC,263000,662,2028,True,3.0,f_other
SOC,263000,730,2028,False,,none
SOC,263000,773,2028,True,12.0,f_other
SOC,263000,778,2029,True,2.0,f_other
SOC,263000,786,2029,True,20.0,m_other
SOC,263000,799,2030,True,3.0,m_other
SOC,263000,825,2030,False,,none
SOC,263000,834,2033,False,,none
SOC,263000,851,2033,True,13.0,f_other
SOC,263000,857,2031,False,,none
SOC,263000,872,2028,True,1.0,m_other
SOC,263000,874,2028,True,1.0,f_other
SOC,263000,875,2031,False,,none
SOC,263000,905,2030,False,,none
SOC,263000,924,2029,False,,none
SOC,263000,940,2031,False,,none
SOC,263000,978,2029,False,,none
SOC,263000,1016,2028,False,,none
SOC,263000,1093,2034,False,,none
SOC,263000,1144,2034,False,,none
SOC,263000,1157,2030,True,2.0,f_other
SOC,263000,1173,2030,True,2.0,f_other
SOC,263000,1193,2030,True,1.0,f_other
SOC,263000,1260,2030,True,2.0,f_other
SOC,263000,1353,2028,True,4.0,f_other
SOC,263000,1354,2031,True,2.0,f_other
SOC,263000,1374,2028,False,,none
SOC,263000,1479,2029,True,2.0,f_other
SOC,263000,1515,2032,False,,none
SOC,263000,1600,2032,True,4.0,f_other
SOC,263000,1602,2035,True,19.0,f_other
SOC,263000,1609,2029,True,1.0,f_other
SOC,263000,1617,2028,True,32.0,f_other
SOC,263000,1630,2036,True,4.0,client
SOC,263000,1730,2030,True,25.0,f_other
SOC,263000,1737,2028,True,3.0,fsw
SOC,263000,1754,2030,True,22.0,f_other
SOC,263000,1834,2028,True,3.0,f_other
SOC,263000,1844,2031,True,14.0,f_other
SOC,263000,1898,2035,True,3.0,m_other
SOC,263000,1931,2028,True,1.0,f_other
SOC,263000,1946,2033,True,8.0,m_other
SOC,263000,1977,2033,False,,none
SOC,263000,1999,2028,True,19.0,f_other
SOC,263000,2000,2029,True,4.0,f_other
SOC,263000,2005,2030,True,5.0,f_other
SOC,263000,2035,2034,True,3.0,f_other
SOC,263000,2065,2028,True,1.0,f_other
SOC,263000,2155,2028,True,2.0,m_other
SOC,263000,2170,2028,False,,none
SOC,263000,2194,2029,True,1.0,m_other
SOC,263000,2204,2032,False,,none
SOC,263000,2227,2029,True,3.0,m_other
SOC,263000,2244,2028,True,1.0,f_other
SOC,263000,2267,2030,True,3.0,f_other
SOC,263000,2285,2028,True,6.0,f_other
SOC,263000,2296,2029,False,,none
SOC,263000,2322,2028,False,,none
SOC,263000,2328,2029,False,,none
SOC,263000,2329,2028,False,,none
SOC,263000,2420,2028,False,,none
SOC,263000,2485,2035,False,,none
SOC,263000,2489,2034,True,1.0,f_other
SOC,263000,2570,2031,True,1.0,m_other
SOC,263000,2611,2029,True,23.0,f_other
SOC,263000,2705,2029,False,,none
SOC,263000,2720,2034,False,,none
SOC,263000,2746,2028,True,4.0,f_other
SOC,263000,2850,2033,True,2.0,f_other
SOC,263000,2851,2036,True,15.0,m_other
SOC,263000,2862,2028,True,10.0,f_other
SOC,263000,2875,2029,False,,none
SOC,263000,2893,2029,False,,none
SOC,263000,3002,2029,True,8.0,f_other
SOC,263000,3048,2030,True,8.0,f_other
SOC,263000,3049,2030,True,3.0,f_other
SOC,263000,3065,2028,False,,none
SOC,263000,3096,2032,True,3.0,f_other
SOC,263000,3121,2030,True,12.0,f_other
SOC,263000,3129,2031,True,3.0,f_other
SOC,263000,3150,2030,False,,none
SOC,263000,3207,2030,False,,none
SOC,263000,3211,2029,False,,none
SOC,263000,3217,2037,True,2.0,m_other
SOC,263000,3284,2035,True,3.0,f_other
SOC,263000,3390,2028,True,1.0,f_other
SOC,263000,3408,2030,False,,none
SOC,263000,3414,2035,True,1.0,f_other
SOC,263000,3446,2029,True,4.0,m_other
SOC,263000,3542,2029,False,,none
SOC,263000,3683,2028,True,4.0,m_other
SOC,263000,3736,2029,False,,none
SOC,263000,3768,2029,True,1.0,f_other
SOC,263000,3789,2028,True,1.0,f_other
SOC,263000,3800,2028,True,14.0,f_other
SOC,263000,3802,2028,True,4.0,f_other
SOC,263000,3921,2033,False,,none
SOC,263000,3958,2028,True,1.0,m_other
SOC,263000,3962,2032,True,5.0,f_other
SOC,263000,3994,2029,False,,none
SOC,263000,4031,2031,True,26.0,f_other
SOC,263000,4179,2028,True,3.0,f_other
SOC,263000,4187,2029,True,2.0,f_other
SOC,263000,4216,2030,True,1.0,f_other
SOC,263000,4221,2029,True,3.0,f_other
SOC,263000,4236,2034,True,3.0,f_other
SOC,263000,4249,2028,True,1.0,f_other
SOC,263000,4266,2031,False,,none
SOC,263000,4287,2029,True,1.0,f_other
SOC,263000,4291,2033,True,11.0,f_other
SOC,263000,4294,2030,True,1.0,f_other
SOC,263000,4303,2030,True,1.0,m_other
SOC,263000,4309,2029,True,1.0,f_other
SOC,263000,4335,2028,True,1.0,m_other
SOC,263000,4341,2030,True,29.0,f_other
SOC,263000,4384,2030,True,3.0,f_other
SOC,263000,4424,2029,True,1.0,f_other
SOC,263000,4482,2028,True,2.0,f_other
SOC,263000,4483,2028,False,,none
SOC,263000,4487,2028,True,7.0,m_other
SOC,263000,4575,2030,True,14.0,f_other
SOC,263000,4580,2029,True,6.0,f_other
SOC,263000,4627,2032,True,2.0,m_other
SOC,263000,4679,2030,True,14.0,m_other
SOC,263000,4692,2028,False,,none
SOC,263000,4746,2030,False,,none
SOC,263000,4791,2032,False,,none
SOC,263000,4792,2028,True,3.0,fsw
SOC,263000,4825,2031,True,3.0,f_other
SOC,263000,4856,2028,True,5.0,f_other
SOC,263000,4879,2029,True,1.0,f_other
SOC,263000,4910,2028,True,4.0,f_other
SOC,263000,4926,2030,False,,none
SOC,263000,4954,2029,True,3.0,f_other
SOC,263000,5024,2031,True,3.0,f_other
SOC,263000,5111,2031,False,,none
SOC,263000,5168,2028,True,7.0,f_other
SOC,263000,5204,2029,True,1.0,f_other
SOC,263000,5245,2029,True,2.0,f_other
SOC,263000,5273,2028,True,11.0,f_other
SOC,263000,5299,2033,True,2.0,f_other
SOC,263000,5310,2029,True,1.0,f_other
SOC,263000,5329,2032,True,6.0,f_other
SOC,263000,5362,2030,False,,none
SOC,263000,5403,2033,True,2.0,f_other
SOC,263000,5438,2028,True,10.0,f_other
SOC,263000,5443,2030,True,19.0,m_other
SOC,263000,5559,2030,False,,none
SOC,263000,5625,2029,True,9.0,f_other
SOC,263000,5626,2028,True,8.0,fsw
SOC,263000,5637,2029,True,1.0,f_other
SOC,263000,5665,2029,False,,none
SOC,263000,5701,2028,True,24.0,f_other
SOC,263000,5714,2028,True,12.0,f_other
SOC,263000,5736,2033,True,15.0,f_other
SOC,263000,5766,2029,True,1.0,f_other
SOC,263000,5785,2033,True,4.0,f_other
SOC,263000,5803,2037,False,,none
SOC,263000,5934,2032,True,2.0,m_other
SOC,263000,5953,2028,True,1.0,m_other
SOC,263000,5957,2028,True,15.0,fsw
SOC,263000,5976,2033,False,,none
SOC,263000,5977,2028,True,13.0,f_other
SOC,263000,6024,2030,True,36.0,f_other
SOC,263000,6039,2032,True,2.0,f_other
SOC,263000,6040,2029,True,13.0,f_other
SOC,263000,6116,2032,False,,none
SOC,263000,6227,2030,True,3.0,f_other
SOC,263000,6266,2029,True,20.0,m_other
SOC,263000,6350,2031,True,12.0,m_other
SOC,263000,6351,2030,True,1.0,m_other
SOC,263000,6369,2031,True,1.0,f_other
SOC,263000,6379,2028,False,,none
SOC,263000,6391,2028,True,24.0,m_other
SOC,263000,6420,2029,True,9.0,fsw
SOC,263000,6472,2028,False,,none
SOC,263000,6476,2028,True,1.0,f_other
SOC,263000,6538,2029,True,9.0,f_other
SOC,263000,6610,2032,False,,none
SOC,263000,6620,2029,False,,none
SOC,263000,6621,2028,True,13.0,f_other
SOC,263000,6637,2036,True,2.0,f_other
SOC,263000,6820,2029,True,9.0,f_other
SOC,263000,6885,2028,True,6.0,f_other
SOC,263000,6947,2028,True,5.0,f_other
SOC,263000,6949,2032,True,2.0,m_other
SOC,263000,6981,2034,True,13.0,f_other
SOC,263000,6999,2031,False,,none
SOC,263000,7076,2030,True,10.0,f_other
SOC,263000,7091,2029,True,3.0,m_other
SOC,263000,7148,2028,False,,none
SOC,263000,7216,2028,True,8.0,f_other
SOC,263000,7270,2028,True,2.0,f_other
SOC,263000,7343,2028,True,8.0,f_other
SOC,263000,7364,2028,True,1.0,fsw
SOC,263000,7394,2028,True,6.0,f_other
SOC,263000,7423,2028,False,,none
SOC,263000,7425,2030,True,3.0,f_other
SOC,263000,7480,2032,False,,none
SOC,263000,7514,2028,True,7.0,f_other
SOC,263000,7550,2033,True,9.0,f_other
SOC,263000,7599,2031,False,,none
SOC,263000,7620,2033,True,14.0,f_other
SOC,263000,7641,2028,True,6.0,f_other
SOC,263000,7652,2035,False,,none
SOC,263000,7662,2030,True,5.0,m_other
SOC,263000,7677,2029,True,3.0,f_other
SOC,263000,7714,2030,True,16.0,f_other
SOC,263000,7780,2033,True,15.0,f_other
SOC,263000,7788,2030,False,,none
SOC,263000,7824,2031,False,,none
SOC,263000,7931,2028,True,27.0,f_other
SOC,263000,7976,2028,False,,none
SOC,263000,8011,2028,True,3.0,f_other
SOC,263000,8093,2028,True,1.0,m_other
SOC,263000,8176,2028,False,,none
SOC,263000,8207,2030,False,,none
SOC,263000,8276,2030,True,2.0,f_other
SOC,263000,8277,2028,True,13.0,f_other
SOC,263000,8388,2031,True,9.0,f_other
SOC,263000,8407,2032,True,2.0,f_other
SOC,263000,8427,2036,True,10.0,f_other
SOC,263000,8468,2031,True,11.0,m_other
SOC,263000,8485,2029,True,30.0,f_other
SOC,263000,8513,2030,True,12.0,f_other
SOC,263000,8645,2032,False,,none
SOC,263000,8654,2031,True,26.0,f_other
SOC,263000,8698,2028,True,2.0,f_other
SOC,263000,8786,2029,True,2.0,f_other
SOC,263000,8832,2036,True,20.0,m_other
SOC,263000,8842,2028,True,26.0,f_other
SOC,263000,8884,2037,True,2.0,f_other
SOC,263000,8890,2029,False,,none
SOC,263000,8904,2031,False,,none
SOC,263000,8951,2028,True,3.0,f_other
SOC,263000,8983,2029,False,,none
SOC,263000,8987,2030,False,,none
SOC,263000,8991,2030,True,12.0,f_other
SOC,263000,9017,2028,False,,none
SOC,263000,9043,2028,True,2.0,f_other
SOC,263000,9057,2033,True,19.0,f_other
SOC,263000,9097,2032,False,,none
SOC,263000,9098,2030,True,12.0,f_other
SOC,263000,9124,2029,True,1.0,f_other
SOC,263000,9159,2030,True,1.0,f_other
SOC,263000,9210,2031,True,3.0,f_other
SOC,263000,9229,2030,False,,none
SOC,263000,9274,2033,True,5.0,f_other
SOC,263000,9323,2029,True,2.0,f_other
SOC,263000,9344,2028,True,15.0,f_other
SOC,263000,9366,2031,True,1.0,f_other
SOC,263000,9370,2028,False,,none
SOC,263000,9385,2031,False,,none
SOC,263000,9403,2030,True,7.0,f_other
SOC,263000,9456,2029,True,28.0,f_other
SOC,263000,9486,2032,True,21.0,f_other
SOC,263000,9557,2029,False,,none
SOC,263000,9625,2030,True,7.0,f_other
SOC,263000,9703,2033,True,1.0,f_other
SOC,263000,9806,2028,True,4.0,f_other
SOC,263000,9809,2028,False,,none
SOC,263000,9829,2031,False,,none
SOC,263000,9837,2029,False,,none
SOC,263000,9940,2028,True,13.0,f_other
SOC,263000,9947,2030,True,1.0,f_other
SOC,263000,9950,2034,True,1.0,f_other
SOC,263000,10003,2029,True,6.0,m_other
SOC,263000,10027,2031,True,18.0,f_other
SOC,263000,10030,2035,True,20.0,m_other
SOC,263000,10062,2029,True,16.0,f_other
SOC,263000,10077,2029,True,5.0,f_other
SOC,263000,10088,2029,False,,none
SOC,263000,10102,2028,True,1.0,f_other
SOC,263000,10108,2030,False,,none
SOC,263000,10113,2030,True,8.0,f_other
SOC,263000,10118,2029,False,,none
SOC,263000,10119,2035,True,1.0,f_other
SOC,263000,10130,2029,True,1.0,m_other
SOC,263000,10135,2033,False,,none
SOC,263000,10149,2029,True,1.0,f_other
SOC,263000,10153,2030,True,2.0,f_other
SOC,263000,10177,2033,True,9.0,f_other
SOC,263000,10178,2032,False,,none
SOC,263000,10198,2029,False,,none
SOC,263000,10207,2036,True,9.0,m_other
SOC,263000,10224,2029,True,7.0,f_other
SOC,263000,10225,2028,True,6.0,f_other
SOC,263000,10232,2034,True,28.0,f_other
SOC,263000,10250,2028,True,31.0,m_other
SOC,263000,10263,2028,True,1.0,f_other
SOC,263000,10273,2032,True,4.0,f_other
SOC,263000,10284,2029,True,7.0,f_other
SOC,263000,10297,2032,True,21.0,f_other
SOC,263000,10320,2032,True,14.0,m_other
SOC,263000,10324,2028,True,11.0,m_other
SOC,263000,10339,2028,True,1.0,f_other
SOC,263000,10349,2028,True,5.0,f_other
SOC,263000,10364,2031,True,9.0,m_other
SOC,263000,10369,2030,True,4.0,f_other
SOC,263000,10371,2028,False,,none
SOC,263000,10381,2034,True,20.0,m_other
SOC,263000,10391,2035,False,,none
SOC,263000,10392,2028,True,1.0,f_other
SOC,263000,10404,2028,True,12.0,f_other
SOC,263000,10405,2034,False,,none
SOC,263000,10420,2029,False,,none
SOC,263000,10438,2029,True,15.0,f_other
SOC,263000,10447,2029,True,17.0,m_other
SOC,263000,10452,2028,True,32.0,m_other
SOC,263000,10461,2029,False,,none
SOC,263000,10463,2033,True,2.0,f_other
SOC,263000,10464,2033,False,,none
SOC,263000,10475,2029,True,9.0,f_other
SOC,263000,10476,2032,False,,none
SOC,263000,10500,2029,True,1.0,f_other
SOC,263000,10503,2028,False,,none
SOC,263000,10507,2030,True,3.0,f_other
SOC,263000,10522,2033,False,,none
SOC,263000,10528,2031,False,,none
SOC,263000,10532,2034,True,13.0,m_other
SOC,263000,10537,2028,True,13.0,f_other
SOC,263000,10543,2031,True,11.0,f_other
SOC,263000,10545,2028,True,4.0,f_other
SOC,263000,10557,2028,True,1.0,f_other
SOC,263000,10564,2032,False,,none
SOC,263000,10589,2028,True,14.0,f_other
SOC,263000,10591,2030,True,19.0,m_other
SOC,263000,10595,2030,False,,none
SOC,263000,10602,2031,False,,none
SOC,263000,10603,2034,False,,none
SOC,263000,10617,2035,False,,none
SOC,263000,10621,2028,True,6.0,m_other
SOC,263000,10630,2036,False,,none
SOC,263000,10639,2030,True,5.0,f_other
SOC,263000,10640,2034,True,25.0,m_other
SOC,263000,10659,2031,True,15.0,f_other
SOC,263000,10667,2028,True,7.0,f_other
SOC,263000,10684,2029,True,18.0,f_other
SOC,263000,10686,2028,True,3.0,f_other
SOC,263000,10690,2036,False,,none
SOC,263000,10709,2028,True,8.0,fsw
SOC,263000,10716,2028,True,4.0,f_other
SOC,263000,10734,2028,True,2.0,m_other
SOC,263000,10736,2028,False,,none
SOC,263000,10744,2028,True,29.0,fsw
SOC,263000,10746,2031,True,1.0,f_other
SOC,263000,10763,2035,True,30.0,f_other
SOC,263000,10768,2030,False,,none
SOC,263000,10774,2029,True,1.0,f_other
SOC,263000,10794,2028,False,,none
SOC,263000,10803,2028,True,5.0,f_other
SOC,263000,10828,2028,False,,none
SOC,263000,10838,2036,True,2.0,m_other
SOC,263000,10860,2035,False,,none
SOC,263000,10866,2030,False,,none
SOC,263000,10872,2028,True,1.0,f_other
SOC,263000,10876,2028,True,1.0,f_other
SOC,263000,10881,2028,False,,none
SOC,263000,10888,2028,True,8.0,f_other
SOC,263000,10890,2028,True,2.0,m_other
SOC,263000,10902,2029,True,6.0,fsw
SOC,263000,10906,2035,False,,none
SOC,263000,10913,2030,True,25.0,m_other
SOC,263000,10928,2037,False,,none
SOC,263000,10936,2036,True,1.0,f_other
SOC,263000,10938,2031,False,,none
SOC,263000,10940,2028,True,1.0,f_other
SOC,263000,10941,2028,True,12.0,client
SOC,263000,10961,2028,True,15.0,f_other
SOC,263000,10962,2033,True,25.0,f_other
SOC,263000,10979,2033,True,2.0,f_other
SOC,263000,10997,2028,False,,none
SOC,263000,10999,2030,False,,none
SOC,263000,11006,2034,True,1.0,f_other
SOC,263000,11009,2029,True,16.0,m_other
SOC,263000,11013,2028,False,,none
SOC,263000,11014,2034,False,,none
SOC,263000,11015,2030,True,8.0,fsw
SOC,263000,11016,2028,False,,none
SOC,263000,11030,2032,True,1.0,f_other
SOC,263000,11034,2028,False,,none
SOC,263000,11038,2028,True,4.0,m_other
SOC,263000,11042,2030,True,4.0,fsw
SOC,263000,11046,2028,True,9.0,f_other
SOC,263000,11050,2030,False,,none
SOC,263000,11057,2028,True,1.0,fsw
SOC,263000,11070,2030,False,,none
SOC,263000,11079,2029,True,11.0,fsw
SOC,263000,11090,2029,True,2.0,f_other
SOC,263000,11091,2028,True,1.0,f_other
SOC,263000,11093,2028,True,20.0,m_other
SOC,263000,11096,2029,True,12.0,f_other
SOC,263000,11098,2028,True,1.0,f_other
SOC,263000,11099,2036,True,1.0,f_other
SOC,263000,11100,2030,True,35.0,m_other
SOC,263000,11101,2032,True,11.0,f_other
SOC,263000,11105,2028,True,10.0,m_other
SOC,263000,11109,2028,True,2.0,f_other
SOC,263000,11115,2028,True,26.0,m_other
SOC,263000,11122,2032,True,26.0,f_other
SOC,263000,11137,2035,False,,none
SOC,263000,11138,2029,True,3.0,f_other
SOC,263000,11141,2029,True,1.0,f_other
SOC,263000,11149,2029,False,,none
SOC,263000,11158,2028,True,3.0,m_other
SOC,263000,11170,2028,True,2.0,f_other
SOC,263000,11178,2032,True,14.0,m_other
SOC,263000,11184,2030,False,,none
SOC,263000,11191,2031,True,2.0,m_other
SOC,263000,11192,2031,True,12.0,m_other
SOC,263000,11199,2028,False,,none
SOC,263000,11214,2028,True,1.0,m_other
SOC,263000,11215,2028,False,,none
SOC,263000,11216,2034,False,,none
SOC,263000,11224,2029,True,2.0,m_other
SOC,263000,11228,2032,False,,none
SOC,263000,11234,2028,True,14.0,f_other
SOC,263000,11236,2032,True,7.0,m_other
SOC,263000,11241,2033,True,1.0,f_other
SOC,263000,11248,2035,False,,none
SOC,263000,11253,2029,False,,none
SOC,263000,11260,2028,False,,none
SOC,263000,11263,2029,True,9.0,f_other
SOC,263000,11269,2037,True,20.0,m_other
SOC,263000,11287,2037,False,,none
SOC,263000,11299,2030,True,1.0,f_other
SOC,263000,11308,2028,False,,none
SOC,263000,11317,2029,False,,none
SOC,263000,11320,2030,True,14.0,f_other
SOC,263000,11322,2032,True,3.0,f_other
SOC,263000,11324,2029,True,11.0,f_other
SOC,263000,11358,2034,True,13.0,f_other
SOC,263000,11379,2030,True,2.0,f_other
SOC,263000,11381,2035,True,2.0,f_other
SOC,263000,11388,2036,True,3.0,m_other
SOC,263000,11389,2028,True,3.0,m_other
SOC,263000,11390,2034,True,5.0,m_other
SOC,263000,11391,2028,False,,none
SOC,263000,11398,2029,False,,none
SOC,263000,11399,2029,True,2.0,f_other
SOC,263000,11402,2033,True,5.0,m_other
SOC,263000,11411,2028,True,2.0,f_other
SOC,263000,11434,2035,True,2.0,m_other
SOC,263000,11440,2028,True,6.0,m_other
SOC,263000,11453,2030,False,,none
SOC,263000,11454,2030,True,20.0,f_other
SOC,263000,11457,2029,True,2.0,f_other
SOC,263000,11458,2028,True,12.0,f_other
SOC,263000,11499,2033,True,25.0,f_other
SOC,263000,11502,2032,True,2.0,f_other
SOC,263000,11505,2028,False,,none
SOC,263000,11509,2029,True,2.0,f_other
SOC,263000,11512,2030,True,4.0,f_other
SOC,263000,11519,2028,True,15.0,fsw
SOC,263000,11527,2031,False,,none
SOC,263000,11531,2029,True,5.0,m_other
SOC,263000,11536,2028,False,,none
SOC,263000,11546,2029,True,3.0,m_other
SOC,263000,11556,2028,True,33.0,f_other
SOC,263000,11557,2029,False,,none
SOC,263000,11558,2030,True,4.0,fsw
SOC,263000,11566,2028,True,13.0,f_other
SOC,263000,11571,2034,False,,none
SOC,263000,11574,2028,True,16.0,f_other
SOC,263000,11577,2032,True,7.0,m_other
SOC,263000,11578,2031,True,24.0,m_other
SOC,263000,11580,2030,False,,none
SOC,263000,11590,2036,True,2.0,f_other
SOC,263000,11599,2033,False,,none
SOC,263000,11600,2028,True,17.0,f_other
SOC,263000,11601,2029,True,3.0,m_other
SOC,263000,11605,2030,True,3.0,m_other
SOC,263000,11607,2029,False,,none
SOC,263000,11615,2036,False,,none
SOC,263000,11636,2035,True,6.0,m_other
SOC,263000,11658,2028,False,,none
SOC,263000,11661,2031,False,,none
SOC,263000,11662,2033,False,,none
SOC,263000,11665,2034,False,,none
SOC,263000,11666,2029,True,20.0,m_other
SOC,263000,11667,2028,False,,none
SOC,263000,11676,2033,False,,none
SOC,263000,11678,2028,True,13.0,f_other
SOC,263000,11682,2029,False,,none
SOC,263000,11687,2030,True,1.0,m_other
SOC,263000,11692,2032,False,,none
SOC,263000,11696,2035,True,18.0,f_other
SOC,263000,11705,2028,False,,none
SOC,263000,11728,2030,True,8.0,f_other
SOC,263000,11733,2030,True,5.0,m_other
SOC,263000,11744,2034,True,13.0,m_other
SOC,263000,11747,2034,True,4.0,m_other
SOC,263000,11752,2033,False,,none
SOC,263000,11779,2034,True,2.0,f_other
SOC,263000,11783,2034,True,19.0,f_other
SOC,263000,11787,2032,True,8.0,f_other
SOC,263000,11792,2029,True,9.0,f_other
SOC,263000,11805,2033,True,4.0,m_other
SOC,263000,11809,2030,True,3.0,m_other
SOC,263000,11811,2036,True,1.0,f_other
SOC,263000,11817,2028,True,24.0,fsw
SOC,263000,11818,2029,False,,none
SOC,263000,11829,2030,True,3.0,f_other
SOC,263000,11830,2035,True,1.0,f_other
SOC,263000,11833,2028,False,,none
SOC,263000,11852,2036,True,1.0,f_other
SOC,263000,11857,2030,False,,none
SOC,263000,11868,2033,True,5.0,f_other
SOC,263000,11871,2028,False,,none
SOC,263000,11879,2028,True,8.0,f_other
SOC,263000,11882,2031,False,,none
SOC,263000,11884,2028,True,1.0,m_other
SOC,263000,11885,2028,True,2.0,m_other
SOC,263000,11886,2031,False,,none
SOC,263000,11887,2031,True,1.0,fsw
SOC,263000,11889,2034,True,2.0,f_other
SOC,263000,11891,2028,False,,none
SOC,263000,11902,2035,False,,none
SOC,263000,11903,2029,True,2.0,f_other
SOC,263000,11911,2030,True,15.0,f_other
SOC,263000,11928,2036,False,,none
SOC,263000,11929,2028,True,32.0,m_other
SOC,263000,11936,2028,True,2.0,f_other
SOC,263000,11946,2028,True,5.0,f_other
SOC,263000,11950,2028,True,5.0,f_other
SOC,263000,11959,2031,True,16.0,f_other
SOC,263000,11969,2032,False,,none
SOC,263000,11991,2030,True,18.0,m_other
SOC,263000,12000,2028,True,2.0,f_other
SOC,263000,12039,2028,True,21.0,f_other
SOC,263000,12047,2033,True,7.0,f_other
SOC,263000,12050,2029,True,17.0,f_other
SOC,263000,12054,2030,True,12.0,f_other
SOC,263000,12063,2032,True,1.0,f_other
SOC,263000,12069,2029,True,1.0,f_other
SOC,263000,12072,2028,True,12.0,fsw
SOC,263000,12081,2032,False,,none
SOC,263000,12087,2029,False,,none
SOC,263000,12097,2029,True,3.0,m_other
SOC,263000,12098,2029,True,9.0,f_other
SOC,263000,12110,2035,True,3.0,m_other
SOC,263000,12117,2037,False,,none
SOC,263000,12123,2031,True,2.0,m_other
SOC,263000,12126,2037,True,1.0,m_other
SOC,263000,12132,2028,False,,none
SOC,263000,12135,2029,True,1.0,f_other
SOC,263000,12139,2034,False,,none
SOC,263000,12140,2028,False,,none
SOC,263000,12142,2037,True,1.0,f_other
SOC,263000,12149,2032,True,5.0,f_other
SOC,263000,12158,2034,False,,none
SOC,263000,12164,2032,False,,none
SOC,263000,12167,2032,True,2.0,fsw
SOC,263000,12171,2028,False,,none
SOC,263000,12178,2031,False,,none
SOC,263000,12181,2028,False,,none
SOC,263000,12196,2035,False,,none
SOC,263000,12202,2035,True,8.0,f_other
SOC,263000,12204,2036,True,26.0,f_other
SOC,263000,12206,2036,True,4.0,f_other
SOC,263000,12219,2028,True,6.0,f_other
SOC,263000,12222,2028,True,1.0,f_other
SOC,263000,12239,2029,True,8.0,f_other
SOC,263000,12253,2029,False,,none
SOC,263000,12259,2031,False,,none
SOC,263000,12264,2036,False,,none
SOC,263000,12269,2030,True,7.0,m_other
SOC,263000,12278,2029,True,3.0,f_other
SOC,263000,12294,2028,True,12.0,f_other
SOC,263000,12296,2031,True,20.0,m_other
SOC,263000,12310,2028,True,7.0,f_other
SOC,263000,12317,2037,True,26.0,client
SOC,263000,12328,2034,True,12.0,m_other
SOC,263000,12332,2037,False,,none
SOC,263000,12338,2029,False,,none
SOC,263000,12344,2031,True,16.0,f_other
SOC,263000,12350,2029,True,1.0,fsw
SOC,263000,12364,2037,False,,none
SOC,263000,12368,2029,True,16.0,f_other
SOC,263000,12371,2028,True,7.0,f_other
SOC,263000,12375,2029,True,15.0,m_other
SOC,263000,12381,2029,True,2.0,m_other
SOC,263000,12385,2032,True,9.0,f_other
SOC,263000,12387,2028,True,11.0,m_other
SOC,263000,12400,2029,True,3.0,f_other
SOC,263000,12414,2028,True,12.0,m_other
SOC,263000,12420,2034,True,13.0,f_other
SOC,263000,12422,2037,True,8.0,m_other
SOC,263000,12431,2029,False,,none
SOC,263000,12439,2028,False,,none
SOC,263000,12440,2029,True,28.0,m_other
SOC,263000,12447,2029,True,24.0,fsw
SOC,263000,12451,2029,True,6.0,fsw
SOC,263000,12457,2029,False,,none
SOC,263000,12462,2029,True,1.0,f_other
SOC,263000,12466,2030,False,,none
SOC,263000,12469,2030,True,3.0,f_other
SOC,263000,12470,2037,True,3.0,f_other
SOC,263000,12472,2033,True,28.0,m_other
SOC,263000,12479,2028,True,1.0,f_other
SOC,263000,12482,2034,True,1.0,m_other
SOC,263000,12492,2028,True,1.0,m_other
SOC,263000,12497,2029,True,12.0,f_other
SOC,263000,12498,2029,False,,none
SOC,263000,12506,2028,True,3.0,f_other
SOC,263000,12510,2029,True,2.0,f_other
SOC,263000,12514,2029,True,10.0,f_other
SOC,263000,12526,2028,True,11.0,f_other
SOC,263000,12528,2034,True,10.0,m_other
SOC,263000,12536,2031,True,1.0,f_other
SOC,263000,12540,2029,True,26.0,fsw
SOC,263000,12544,2030,True,1.0,f_other
SOC,263000,12551,2028,True,1.0,f_other
SOC,263000,12554,2033,True,33.0,f_other
SOC,263000,12564,2030,True,1.0,f_other
SOC,263000,12572,2028,True,13.0,f_other
SOC,263000,12573,2028,True,15.0,m_other
SOC,263000,12576,2031,True,29.0,fsw
SOC,263000,12579,2035,True,15.0,m_other
SOC,263000,12591,2028,False,,none
SOC,263000,12593,2028,True,5.0,f_other
SOC,263000,12606,2028,False,,none
SOC,263000,12609,2028,True,2.0,fsw
SOC,263000,12616,2029,False,,none
SOC,263000,12632,2030,False,,none
SOC,263000,12633,2029,True,1.0,f_other
SOC,263000,12634,2030,True,1.0,m_other
SOC,263000,12648,2034,True,6.0,f_other
SOC,263000,12653,2031,True,1.0,f_other
SOC,263000,12659,2028,True,1.0,f_other
SOC,263000,12666,2028,True,1.0,f_other
SOC,263000,12673,2028,True,5.0,f_other
SOC,263000,12679,2028,True,5.0,f_other
SOC,263000,12680,2037,False,,none
SOC,263000,12697,2032,True,3.0,m_other
SOC,263000,12719,2030,False,,none
