ng_inf,ct_inf,tv_inf,syph_inf,hiv_inf,ng_tx,ct_tx,pn_notified,pn_attending,lbw,sga,svn,births,syph_congenital,syph_congenital_deaths,sweep,scen,draw_idx
8564.396,1297.6884,9664.912199999999,0.0,99.02040000000001,2379.0954,2379.0954,0.0,0.0,74.6996,635.8152000000001,912.0300000000002,5566.857400000001,0.0,0.0,baseline,baseline,43
8564.396,1297.6884,9664.912199999999,0.0,99.02040000000001,2379.0954,2379.0954,0.0,0.0,74.6996,635.8152000000001,912.0300000000002,5566.857400000001,0.0,0.0,pn_coverage,none,43
9241.0354,1121.3626000000002,10025.3812,0.0,71.2252,2382.5698,2382.5698,324.85640000000006,70.35660000000001,85.1228,641.0268000000002,931.1392000000001,5561.6458,0.0,0.0,pn_coverage,low,43
8794.575,802.5864000000001,8930.9452,0.0,85.99140000000001,2238.3822,2238.3822,905.9498000000001,356.1260000000001,79.91120000000001,624.5234,895.5266000000001,5572.0689999999995,0.0,0.0,pn_coverage,med,43
9447.762200000001,407.37340000000006,6270.423400000001,0.0,91.203,2486.8018,2486.8018,1665.1062000000002,995.4156000000003,67.7508,617.5746000000001,876.4174000000003,5572.0689999999995,0.0,0.0,pn_coverage,high,43
8794.575,802.5864000000001,8930.9452,0.0,85.99140000000001,2238.3822,2238.3822,905.9498000000001,356.1260000000001,79.91120000000001,624.5234,895.5266000000001,5572.0689999999995,0.0,0.0,care_seeking,cs_x1,43
9100.3222,785.2144000000001,8649.518800000002,0.0,92.0716,2829.8988,2829.8988,1100.5162,416.92800000000005,64.2764,609.7572000000001,881.6290000000001,5565.1202,0.0,0.0,care_seeking,cs_x1.25,43
9070.789800000002,230.17900000000006,8083.1916,0.0,92.9402,2663.9962,2663.9962,1014.5248000000001,407.37340000000006,68.61940000000001,622.7862,878.1546000000002,5573.806200000001,0.0,0.0,care_seeking,cs_x1.5,43
8990.009999999998,140.71320000000003,7738.3574,0.0,102.49480000000001,2863.7742,2863.7742,1081.4070000000002,423.0082000000001,68.6194,612.363,865.9942000000001,5571.200400000001,0.0,0.0,care_seeking,cs_x2,43
8564.396,1297.6884,9664.912199999999,0.0,99.02040000000001,2379.0954,2379.0954,0.0,0.0,74.6996,635.8152000000001,912.0300000000002,5566.857400000001,0.0,0.0,dx_x_pn,soc_none,43
9241.0354,1121.3626000000002,10025.3812,0.0,71.2252,2382.5698,2382.5698,324.85640000000006,70.35660000000001,85.1228,641.0268000000002,931.1392000000001,5561.6458,0.0,0.0,dx_x_pn,soc_low,43
8794.575,802.5864000000001,8930.9452,0.0,85.99140000000001,2238.3822,2238.3822,905.9498000000001,356.1260000000001,79.91120000000001,624.5234,895.5266000000001,5572.0689999999995,0.0,0.0,dx_x_pn,soc_med,43
9447.762200000001,407.37340000000006,6270.423400000001,0.0,91.203,2486.8018,2486.8018,1665.1062000000002,995.4156000000003,67.7508,617.5746000000001,876.4174000000003,5572.0689999999995,0.0,0.0,dx_x_pn,soc_high,43
,,,,,,,,,,,,,,,dx_x_pn,poc_none,43
,,,,,,,,,,,,,,,dx_x_pn,poc_low,43
,,,,,,,,,,,,,,,dx_x_pn,poc_med,43
,,,,,,,,,,,,,,,dx_x_pn,poc_high,43
8709.4522,952.8542000000003,15142.3038,0.0,138.976,2627.5150000000003,2627.5150000000003,0.0,0.0,113.78660000000002,661.0046000000001,1004.9702000000002,5902.137000000001,0.0,0.0,baseline,baseline,743
8709.4522,952.8542000000003,15142.3038,0.0,138.976,2627.5150000000003,2627.5150000000003,0.0,0.0,113.78660000000002,661.0046000000001,1004.9702000000002,5902.137000000001,0.0,0.0,pn_coverage,none,743
8345.5088,814.7468000000001,16170.726200000001,0.0,135.50160000000002,2591.9024,2591.9024,337.88540000000006,62.539199999999994,105.9692,660.1360000000001,999.7586000000001,5903.0056,0.0,0.0,pn_coverage,low,743
8916.179,427.3512000000002,15183.128,0.0,130.29000000000002,2601.457,2601.457,952.8542000000002,383.05260000000004,113.78660000000002,662.7418000000002,1002.3644000000002,5888.2394,0.0,0.0,pn_coverage,med,743
8124.8844,489.89040000000006,14057.4224,0.0,140.71320000000003,2838.5848000000005,2838.5848000000005,1799.7392000000002,1103.9906,96.41460000000001,665.3476,974.5692000000003,5890.845200000001,0.0,0.0,pn_coverage,high,743
8916.179,427.3512000000002,15183.128,0.0,130.29000000000002,2601.457,2601.457,952.8542000000002,383.05260000000004,113.78660000000002,662.7418000000002,1002.3644000000002,5888.2394,0.0,0.0,care_seeking,cs_x1,743
8801.523799999999,84.2542,15223.9522,0.0,122.47260000000003,3007.0931999999993,3007.0931999999993,1130.9172,431.6942,97.28320000000001,660.1360000000002,983.2552000000002,5908.217200000001,0.0,0.0,care_seeking,cs_x1.25,743
8807.604,147.66200000000003,14839.162400000001,0.0,145.05620000000005,3291.1254000000004,3291.1254000000004,1202.1424000000002,469.91260000000005,98.15180000000001,645.3698000000002,967.6204000000001,5915.166000000001,0.0,0.0,care_seeking,cs_x1.5,743
8938.7626,97.28320000000001,14888.672600000002,0.0,133.76440000000002,3823.5772000000006,3823.5772000000006,1302.9,505.5252000000001,94.6774,657.5302000000001,982.3866,5909.9544000000005,0.0,0.0,care_seeking,cs_x2,743
8709.4522,952.8542000000003,15142.3038,0.0,138.976,2627.5150000000003,2627.5150000000003,0.0,0.0,113.78660000000002,661.0046000000001,1004.9702000000002,5902.137000000001,0.0,0.0,dx_x_pn,soc_none,743
