hiv.beta_m2f,log_syph.beta_m2f,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m1_conc,structuredsexual.dur_sw
0.0054629994954327205,-1.2913189884026313,-2.6516106127336476,-1.3319851500915703,-1.8773539082929647,0.5775036232174017,0.06700546186980214,7.243872205926604
0.020804533363235345,-2.1308534871704308,-2.532050894087387,-2.005652026766898,-2.171367381256374,0.8323720931962704,0.12905536657693922,7.540299681503999
0.01417007930734469,-1.5542166531574453,-2.4300599788694566,-3.2829601990658666,-1.898454092461538,0.8938965920406379,0.25145213869087424,4.348480797155878
0.006044703466128736,-1.3327541953042985,-1.8897645508261056,-1.7542348866957815,-1.6763712051501654,0.783700382618536,0.26462732301123526,6.457572979701794
0.02163466467515081,-1.4800836399468644,-2.033056903081734,-3.724399063680429,-2.087778633775547,0.5524754619487359,0.23131093537943098,14.745050235741036
0.008771851583337254,-1.4864519038941117,-2.658477815039329,-2.997286034083195,-1.56141949895654,0.5862244971112528,0.15727006561595508,14.460894008727166
0.005759011847227035,-1.9604262729316888,-2.376676543178786,-1.3476076365615302,-1.7470348352401546,0.6558218101491576,0.14659608660136875,8.6001806409639
0.009126356056793065,-1.103934448813934,-1.9526959514009854,-3.045688813511625,-2.138181255354864,0.6144109391250807,0.19337849104387134,2.2855289225484268
0.013411386252677213,-1.1778240524270074,-2.331671962895028,-2.2946671910796326,-1.767854836225716,0.7341734225933374,0.1799573469268671,14.893097799768897
0.00990354566325554,-2.1918710109561537,-2.7179292580500034,-2.363446054364923,-1.7320559418993788,0.7111322469325059,0.16146249641184426,6.085458389409394
0.006499061912756085,-1.2583138432143908,-2.054440798890665,-2.851194021864478,-1.6190768153472104,0.611186319661988,0.12138196825086162,2.1182970810449344
0.00786831048689526,-2.2094136277464025,-2.0120052962750536,-3.2812069344186936,-1.3816206091551901,0.6172935447176493,0.28705985662841266,13.396743029856948
