draw_idx,hiv_prev_2010_2020,trep_f_2016,nontrep_f_2016,hiv_trep_ratio_2016,fsw_prev_2019,primary_share,secondary_share,early_lat_share,pf_2035_2040_ng,pf_2035_2040_ct,pf_2035_2040_tv,ni_2030_2040_ng,ni_2030_2040_ct,ni_2030_2040_tv,mae,n_fully_extinct,gof,retention_rank
15,0.1528799463105356,0.37406200151599267,0.24777188379421342,3.2397800443973472,0.7154120619511156,0.45893180498173686,0.3577883306242412,0.18327986439402022,0.11683045957789742,0.13691214943129762,0.044628731746341604,499352.45,122090.0,79702.15,5.3501215976192364,0,5.3501215976192364,303
16,0.10702334587746261,0.284579297669864,0.1339054103586314,3.1056847420309692,0.6895421612569208,0.5151977351746001,0.3146116400182972,0.1701906248071012,0.1289470916772244,0.0057141401709128,0.29020312514918745,566544.0,6156.7,591080.9,3.9080430688027428,0,3.9080430688027428,215
17,0.10377060210672802,0.11499962476377301,0.053168593314693216,2.739025423847322,0.28981329839502107,0.185772228661596,0.144978974633695,0.0692487967047086,0.0890752496485204,0.2055013630593316,0.027496450003929203,393118.2,187535.75,47573.05,1.6839059460460684,0,1.6839059460460684,43
18,0.11829192570573181,0.2385689621939066,0.1407871671316648,3.1725501279921695,0.5226786029170969,0.4699220291255711,0.2165288382104698,0.11354913266395801,0.0038462699484432005,0.0123434285262792,0.3270517049293217,20974.25,10901.1,627694.85,2.9946847099830367,0,2.9946847099830367,137
19,0.09621102323202022,0.33022289670463323,0.1851523138655044,2.88364218537824,0.734531797044366,0.600133957173032,0.2652114684690664,0.1346545743579004,0.0197877616165184,0.08836731969557501,2.9934456992489012e-05,88038.2,73522.25,52.2,3.7672281977391036,1,103.7672281977391,436
20,0.0822041363136122,0.3188671281796318,0.1897835476664082,2.4142218316312642,0.5358392434988176,0.5002293381197235,0.3367520682725532,0.1630185936077216,0.027079162469858403,0.0768495126766732,0.0522980061884154,129412.5,66228.75,86134.35,3.7742417206294907,0,3.7742417206294907,202
21,0.12886059853187443,0.0,0.0,,0.0,0.0,0.0,0.0,0.0295432872548258,0.0,0.2579974438488316,125003.05,0.0,459335.35,0.820199218064262,2,200.82019921806426,492
22,0.0673687257155926,0.32702692439054704,0.2076886629235192,2.2552652451636144,0.6802661017246034,0.468886187210568,0.3534431997727002,0.1776706130167302,0.033600014231456206,0.08235104257896,0.0,152325.4,71342.9,0.0,4.133120696894579,1,104.13312069689458,451
23,0.0990604673085276,0.3485475558763544,0.2269727535185626,2.636057056521492,0.7630332681017611,0.4798474378032781,0.34283265316558403,0.177319909031137,0.019944786426173804,0.2545042882181584,0.3326074571276788,104331.85,246420.25,741212.45,4.618691469450794,0,4.618691469450794,277
24,0.140601026077588,0.21787718229616662,0.12318751393732001,4.408997502522173,0.4509404359427712,0.47758181394187504,0.2165883088192384,0.1058298772388854,0.04481638327895861,0.09072749247988302,0.19180607743347683,189085.8,77936.05,322951.25,2.4985798166436144,0,2.4985798166436144,97
25,0.087951581709795,0.063843586893694,0.0404112864658058,1.39506215196974,0.14936708860759482,0.10252726789039641,0.06640063846767741,0.031072093641926,0.1093887659765184,0.12939876803579,0.0,485193.2,119468.4,0.0,1.4893675718085522,1,101.48936757180856,337
26,0.1197878489131442,0.2430612052190832,0.15393742873314104,2.6950474542202496,0.5027254231945724,0.2815314713385446,0.21119944230984525,0.10726908635160921,0.067429175819956,0.2357901212262162,0.03162797423236,295868.15,215719.4,57837.6,3.3721426967341626,0,3.3721426967341626,174
27,0.0901852133402734,0.2306423762876288,0.1042885626177112,3.3885439120428074,0.5472235177660775,0.47797099924152525,0.3565375229060188,0.16549147785245502,0.1152056252212792,0.09496617887927321,0.0,505026.3,88445.65,0.0,2.9534224484744107,1,102.95342244847441,393
28,0.14898185288521143,0.0043832007982262,0.0013494086884938002,4.856965341285854,0.0,0.0,0.0,0.0,0.0305194594716088,0.2519976444010528,0.0,120460.2,205034.35,0.0,0.7638918004987554,2,200.76389180049875,491
29,0.1214235778800028,0.1940985509941756,0.0754865344866534,4.173552967444602,0.41697704261039104,0.4441966324422625,0.2410541213592202,0.1147492461985162,0.0071568171952718,0.20891440529089142,0.0,30658.8,175587.75,0.0,1.8316868301752935,1,101.8316868301753,346
30,0.1422668658607212,0.3374380588476522,0.2164601730428748,3.162483200236963,0.7244484514453551,0.5089369442369183,0.31857290887038886,0.1724901468926912,0.1065078158538566,0.0035015990391186005,0.24304173295027282,432482.8,3611.95,435709.05,4.926713509463939,0,4.926713509463939,295
31,0.06476151276115641,0.32346194760961383,0.1889543501371524,2.3841700214276758,0.726397874405034,0.5579529075611512,0.29079189985311,0.1512551925857376,0.035260917107746405,0.0588517682851728,0.14579014147266442,167164.7,52305.85,231230.05,3.901171054087175,0,3.901171054087175,214
32,0.07781036841943381,0.0001394376016732,0.0,0.9815653298835705,0.0,0.0,0.0,0.0,0.1201833244120974,0.17682299873740662,0.029218509547970208,551527.8,169828.35,52701.7,1.4619641718959497,1,101.46196417189594,336
33,0.13382867598584242,0.375439800920213,0.23004743566777983,3.262727873235059,0.7112557557061701,0.5603784507861194,0.29151516153352486,0.14810638768035442,0.044898477470697806,0.06032744804883041,0.0439716858969712,186722.3,51125.55,68569.05,4.658391549391117,0,4.658391549391117,282
34,0.0770415010890708,0.36353138559012566,0.21744143136971522,2.572366574056689,0.717841399283642,0.4302685671077576,0.38165113582213844,0.1880802970701022,0.0430669452721794,0.0008913885168274,0.0008342832797593314,180200.2,925.1,883.05,4.665626044870235,0,4.665626044870235,283
