draw_idx,hiv_prev_15_49_2010_2020,trep_f_2016,nontrep_f_2016,hiv_trep_ratio_2016,fsw_prev_2019,primary_share,secondary_share,early_lat_share,pf_2035_2040_ng,pf_2035_2040_ct,pf_2035_2040_tv,ni_2030_2040_ng,ni_2030_2040_ct,ni_2030_2040_tv,mae,n_fully_extinct,gof,retention_rank
384,0.08594912659312692,0.19056853584458514,0.126167728981485,1.9478659827894877,0.3954505928853755,0.3768946173871716,0.14580178663823795,0.07730359597459041,0.06782096566622078,0.18591710420975943,0.00024922075189121566,307536.3,173080.7,420.5,2.756243211085233,1,102.75624321108523,378
385,0.17679224660339599,0.22562430727752517,0.15830772144571897,2.6987742410937856,0.4683378976195492,0.30489742129441527,0.1991025053081362,0.09600007339744851,0.049117383237414325,0.004265976239631403,0.3751833937720808,215907.9,4296.35,802396.65,3.3720529740997733,0,3.3720529740997733,172
386,0.11752855147837635,0.23977423469697995,0.15074735821109744,3.412007755341809,0.5141726755673902,0.35821258918216264,0.4351716919257932,0.20661571889204416,0.11966323713146847,0.0006376641743092585,0.0,504881.3,664.1,0.0,3.739853603489076,1,103.73985360348908,435
387,0.17750922198659175,0.30337794604831436,0.17885831813613223,3.47881079192042,0.6603436726819926,0.547111387156575,0.3005928855834522,0.15229572725997276,0.14585296299471204,0.10312850156588274,0.0,613376.1,90506.1,0.0,4.466772224629579,1,104.46677222462958,464
388,0.14835223572258183,0.1404297913338942,0.09286360829487235,2.8311922133929475,0.2971988795518207,0.16068716519828113,0.1594422233470561,0.07987061145466282,0.04422535276328217,0.22380913755602339,0.26137028126896356,217987.2,216434.25,539038.95,2.0069752820350844,0,2.0069752820350844,61
389,0.06983997606830675,0.10996340694441606,0.043255004067967326,5.066960189072343,0.21358858858858856,0.2204971137759169,0.12060937431567145,0.058893511908411654,0.0291352047991405,0.004797710441238012,0.2092850439139143,135279.2,4602.3,366100.35,1.2320643764216557,0,1.2320643764216557,27
390,0.03473056101565445,0.24338675726819234,0.13301661556827551,6.116342337620034,0.4938351398976534,0.5161313388963376,0.180419769025385,0.10344889207827752,0.11736690353967678,0.1984771526662723,0.2260979601448055,545372.55,196894.05,451719.95,3.5637490280045845,0,3.5637490280045845,185
391,0.16043902569558255,0.3321274058255673,0.1880272270295902,2.9818541850624465,0.6617789269707328,0.5235604971039478,0.3150828424839299,0.1613566604121223,0.028074235157718303,0.14244097939845876,0.0,129427.0,121559.3,0.0,3.7914280302010566,1,103.79142803020106,438
392,0.03876713284018497,0.3647665146823434,0.19676000484663364,1.9071244392009639,0.7271955410389017,0.5263078883963909,0.3239521524186864,0.14973995918492283,0.11951795588813656,0.24264218827382397,0.30926454578165774,617768.15,267159.6,755151.3,5.166751166395811,0,5.166751166395811,299
393,0.20864130353448768,0.1114020800479824,0.06842970423638853,6.5012966162967745,0.21226215813709323,0.2138653571251415,0.2510728774519243,0.1350617654229342,0.014580242180060243,0.2002061852745241,0.0,61780.15,165360.9,0.0,1.43150473367833,1,101.43150473367832,334
