draw_idx,hiv.beta_m2f,log_syph.beta_m2f,log_syph.rel_trans_primary,syph.time_to_undetectable,syph.p_symp_primary_f,syph.p_symp_primary_m,log_syph.rel_init_prev,syph_symp_test.rel_test,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw,log_hiv_syph.rel_sus_syph_hiv,log_hiv_syph.rel_trans_syph_hiv,pn.p_notify_stable,pn.p_notify_casual
356,0.0331221367563955,-1.4073038286667667,1.8224482450824564,23.102372079608173,0.2376955730585336,0.6407676329682427,-1.088013511428477,1.074552682339377,-3.853521681915128,-2.754180810968355,-1.1677927914659807,0.7927813556000853,5.388381794873288,10.553862168500736,0.9992650396038578,0.4947301024535762,0.4282639063635892,0.162513930449992
357,0.0419241080489933,-1.1552769091077677,0.8239767454589844,14.161391826604495,0.4452817209596951,0.9312942593061396,-1.2140382597542376,1.3627286875697844,-3.6609110621401455,-3.568899237530052,-0.5883335690757616,0.5621733308675869,6.940127549572457,6.958451188777774,1.046217235179952,0.2461487333921871,0.392660299106787,0.1944035279789878
360,0.0277576443500159,-1.5248221394215808,0.9236068922059824,21.30372592380529,0.5275146588424986,0.5986754347454387,-1.327158640384071,1.1730351840953548,-2.9344161589263877,-3.7940312538014136,-1.989432280049651,0.8992186145836109,7.587971483511003,4.668133375394683,0.0403926994758677,0.8667487100709088,0.4362430433394338,0.1277797538741598
387,0.0296575506286908,-1.248652990093687,2.257050869854339,23.092378996901072,0.4804068535576287,0.9036816412115952,-0.4445439645431674,1.2274900568305085,-2.6856343258691977,-1.7456684411906238,-1.1053385170570469,0.6492908527400925,6.802510494032317,5.306610096586577,0.2130381292473614,0.78033593133363,0.3772953506221527,0.0473330916821915
388,0.018483042339881,-1.476349280292052,2.0396323875102698,23.982186508138614,0.1135767064664895,0.8964460514646064,-1.33815600653266,1.1183501150665898,-3.4921295979583937,-1.5084875282982906,-2.0219183407619776,0.7793222457580932,2.848159174312963,5.71702451836455,0.477147158750227,0.2812671607868424,0.0959645907129707,0.0590205909736589
406,0.0306786567972371,-1.112017038875245,1.3073938560358105,24.338631845766105,0.5205450141674381,0.8976459979151772,-1.298504603508941,0.5584978894272921,-3.1180863480894483,-2.9905860430208766,-2.5753657288419607,0.8670062778825058,2.5666188789338538,2.1153285377338045,0.1486940502394565,0.4544128814626655,0.3500157957789644,0.0564924721709119
448,0.0155880301207945,-1.600259673651776,1.6565608543541075,21.69774282519968,0.3676251048106912,0.7436946064730164,-0.8886257714095045,1.0971687739699765,-1.7211562663047344,-2.3405907615896564,-2.612240155928427,0.6742968833537514,4.998651312452047,9.81700718883565,0.8816349118996658,0.3838404239632678,0.0589579127697038,0.0562408799093243
461,0.0437473612663612,-1.211355622601291,2.027640497686612,22.436751918818192,0.2277672201799938,0.7495693410888347,-0.9037694605134576,1.1168503844285989,-2.9362123911544846,-1.8028291726229495,-3.876752363391388,0.8563924910747656,6.467169631927237,7.487949460642898,0.6758875266186021,0.0846903799572375,0.4713116260670759,0.0216856677174202
472,0.0076748907229191,-1.606925131120699,1.609808503598782,12.445549729315816,0.5902175076898505,0.8377424881510301,-1.16524227241236,0.8535789772488924,-2.3358390662404265,-1.470885651230926,-2.1049703218460154,0.8485835174646208,5.409688871578968,11.842869326402612,0.1427921885320696,0.7278562621428956,0.2170379071221806,0.0387204158418325
508,0.0214117384054958,-1.290333915059959,2.007696089320297,19.26249538805993,0.493800106399864,0.663514132278599,-2.0415583048740613,0.4526892431014113,-3.5013718603037423,-2.597575770509056,-1.0181422303342416,0.8262818408691452,4.403725903969734,11.415535553335683,0.2333513649556132,0.2122821512510113,0.4466587713924007,0.1608369725923081
515,0.0290393430158777,-1.5766547956190269,1.4604095777490158,25.26409724346638,0.3879528579565051,0.9232752625471268,-1.2108793027202345,1.4795831310024017,-1.6072460316447872,-1.2825999000087074,-3.4964710854691896,0.7235820914723015,5.936905474367264,11.852366360337948,0.5570569715393363,0.117875610743924,0.4314091029000537,0.0968245118214215
517,0.0270067610127222,-1.119444848994714,2.187087124644815,11.743252446977891,0.3409742132283427,0.651099810660589,-0.4800079978184115,1.4768705692001456,-1.3507432605806895,-3.329852563055696,-3.5386950725458517,0.7095726021029316,5.517766815605625,12.86073050686662,0.553929809773215,0.4361882039174468,0.395044850603398,0.1951890376046116
532,0.0351656519853842,-1.2471774839537522,1.0748124020344658,22.161019136370093,0.1558715458310052,0.6765217649870355,-0.7305823717407938,1.133889716673779,-3.4399786347814083,-2.3501111203147618,-3.812364249610066,0.5793899266205453,5.484335119206537,4.368867320959195,0.5785363633074307,0.7738636988985838,0.3604649071538139,0.0209589655418298
536,0.0385612669740554,-1.4121568678742795,2.258495406230228,14.290047622482092,0.3418979174069281,0.5831614254719065,-1.120933137952978,1.4257317630866029,-2.2465500980357804,-3.750328405525039,-0.5229826134320681,0.6891698061870379,4.296236377378904,5.345597453829323,0.6877445359977963,0.7334195470449313,0.4098315529468716,0.0814678494759051
574,0.0195279862347922,-1.271446568888564,1.9128689838405168,28.540657711919955,0.1312898165040617,0.9277163985767,-0.1030946080239707,1.3242518403417265,-2.880738107895037,-1.7897230854022617,-3.1406264759721783,0.6120042429927878,4.097890559245943,14.86217148132837,0.7619670058956846,0.7035216702097633,0.3322909238206403,0.1057448260431926
582,0.037278515912442,-1.6235462033529109,0.8105766799870726,20.95599674997336,0.2730470312660343,0.5539774775497397,-2.2513062632060814,1.0367417298115986,-2.414377667640545,-3.6671125498393855,-1.8257312821300984,0.8256055826304147,3.448482306038405,5.241500995389152,0.2519578589842917,0.1321554097455809,0.25178303452328,0.1751245529068451
588,0.0152649039210471,-1.2142904429753156,0.4308370046781798,24.833052251142853,0.4834775372584811,0.7118115786080387,-0.2607853148317121,0.7253356944699121,-1.641826769286848,-1.643747397489801,-1.723859609096884,0.7263320517277686,7.648724581129136,8.160536411201633,0.6331496990391325,0.747822434609557,0.1880830633368691,0.0404170582078519
596,0.023634191754622,-1.0744394712583747,1.345415499374124,17.151400850629237,0.4216018687998811,0.5492030906697487,-0.781790112511942,0.8074211575659296,-1.8865604070938036,-2.9725890967763924,-2.448970274931465,0.6544957108100808,2.834666631683687,7.003281299863313,0.0810057688785701,0.8402179209473916,0.277348197493952,0.0954116889420748
599,0.0115675172344537,-1.1497666839999217,0.8994569370381961,25.112890863366676,0.3105021148336683,0.8206072327161853,-2.035946316045296,1.1620037220850286,-2.830248335411718,-1.5249526526564074,-0.6872575586077603,0.5948580006350626,5.698773198400989,3.1727129831561243,0.6020241610457351,0.8001132648373275,0.1413248852896508,0.1317842905150422
610,0.0240641171840223,-1.050321537507771,1.853372878001433,10.668126084300276,0.456892945889629,0.5135243371111691,-2.80059201263965,0.8523266694976146,-2.6912864478251857,-3.2875712824385954,-1.6055172716713688,0.6004254758808846,6.389442106495916,12.595246162554467,0.7027899825301734,0.3221889203178303,0.0791866100717312,0.1807769327287967
648,0.037152798608304,-1.3739916147102922,2.0116052538880247,25.90067232951396,0.2425440748942743,0.9156477275605004,-1.372949635133466,1.0065527181244749,-3.40865719797556,-3.2694900730289054,-2.7973996474471967,0.8528794372466276,3.043941841208831,4.626671927042632,0.3180396378040907,0.0290125016230521,0.1871657795172013,0.1018176713257199
659,0.0236855611395491,-1.4311401642593833,1.8435569466775357,22.66398489577185,0.3313062415861949,0.8759877006981946,-1.5562730921694,0.5876692240219485,-3.007793516015501,-1.506480543276682,-1.81346071367218,0.8381261638145632,2.1264923466665144,5.884970915525371,0.0218447602548374,0.6953310466510727,0.3853650048935954,0.0976715319982791
673,0.0119283441699202,-1.1860742938766111,0.6669176476789391,23.1156506062013,0.3895391424864595,0.9168874865509212,-0.584069163019858,0.9397152290679888,-2.6146055180060865,-3.3516632757346825,-2.480490731349501,0.8510336989668812,5.135473641798424,9.118735101104331,0.2022807343917267,0.6472122729376356,0.1560837022135837,0.1513539820136034
691,0.0409441487569822,-1.317959091865114,0.6719383511548419,17.218646881186164,0.5245419819123166,0.6759692534047321,-0.2483198871057981,0.8885890248514072,-2.319905098632928,-3.150797840602612,-0.780068081179079,0.7224357801340768,7.670610239911069,6.946131011174523,0.2346168856052833,0.4411372699919849,0.1171011990754718,0.0785034811055458
705,0.0365911240714601,-1.3820430911343,0.686631286795612,17.5289817012492,0.4743905249744652,0.769311097781507,-1.2491326746221167,0.9537711515506356,-2.497715574481594,-1.359715365689103,-1.4202758656213654,0.6654099840582947,3.2958902645801107,9.079612027383014,0.9533129294162616,0.0322089279360244,0.229579868107632,0.0445714799748774
745,0.0460590796353632,-1.2205327246009037,2.165411210569063,13.3921428166692,0.3051458712309587,0.8248668107322354,-1.618956279541251,1.026804737658323,-1.7760751955729543,-2.907195525945998,-2.810213942214673,0.6338811142929605,5.206526290768899,6.346637207830325,1.07984462154962,0.8382860267289663,0.0776376157292808,0.1916435601799793
747,0.0290235822357034,-1.2160819503020033,0.6223211041468599,19.396075307850005,0.3406477542063433,0.6047000084191992,-0.4477157449925988,1.2480468965481126,-3.51721524199437,-1.4358117637962522,-3.785243679560637,0.6346121200878443,3.8947950127520414,6.386717396420646,0.9641123703015057,0.1844298318358493,0.1542282218202713,0.0588776572586131
780,0.0427040275030262,-1.4499758478807825,1.4330677775798824,28.17268211962071,0.3833781627825177,0.7335283744772202,-1.016256083593742,1.1829044555467418,-2.416805933229236,-2.049318307861022,-3.317681516234103,0.749946064348432,5.910702129362177,5.561077703046127,0.352020977666676,0.2231753631599555,0.1385872689280361,0.0612200526289744
802,0.0428921962848816,-1.2315775816450976,2.241216416646548,14.199808961950218,0.4423076772906471,0.9326222076773584,-0.7041459319551691,0.3578831050573804,-2.5122229330082675,-2.102427144880693,-3.0473447285640813,0.6681376856882393,7.158607508631375,6.815692874717046,0.0464795493643828,0.4907360636661002,0.2840118912736572,0.1409303519003136
812,0.0283756578445438,-1.2877103932356573,0.5033397890199761,29.633843041616817,0.3623985415993753,0.7426027372921431,-1.6408208427073867,0.5488899678828276,-1.5668067563127763,-1.8589474572585307,-0.6182798476170337,0.7211733866004727,4.862388254171334,7.764205426944894,0.6336293602489279,0.4189184809639198,0.2063870975999542,0.1727789677484963
829,0.0178887410688497,-1.2286482149083735,0.7193999541120675,25.45075792985035,0.308216855022336,0.6605437824437228,-1.927149824448803,0.966627540239726,-1.727431894101104,-3.245624196077765,-1.8657301537507776,0.8207730209597018,4.782427130168342,6.898792654120584,1.0951254119325522,0.1198039840295773,0.2290723097719489,0.1699065273637745
872,0.0135845352868703,-1.4883185943395163,1.1071452308467202,12.017589486293703,0.1707944665235392,0.7617447356808047,-1.9820742074989148,1.2555815603691831,-2.520499346423568,-3.8189902776161095,-0.8450237552896214,0.8926574138409297,4.218574487628964,10.299672841671825,1.0945490941944884,0.5859314593421798,0.1867458055841857,0.0828610355609849
887,0.0212898870672698,-1.2338500604540257,1.742194354038359,13.936256253063242,0.4642682097013899,0.9197931674966336,-2.2454383284300192,0.7534931790877788,-2.3510919687790217,-3.529914805982737,-3.2675227864276915,0.7962006363567107,3.768225153190076,9.968476798285284,0.1101546606804025,0.8106492833688823,0.1809268906813342,0.1284712821215991
895,0.0307628343837737,-1.3920403596378534,1.0688657671800676,12.66559923972762,0.2222516805405327,0.949839548148104,-3.763985974566185,0.995858927484362,-1.6840322363149176,-2.5065273259644574,-3.5188195381789726,0.5652592557594962,2.498909715144567,7.825489569683098,0.646120922166737,0.7707424716376949,0.4732090184731596,0.0348946203977492
910,0.0361801842142914,-1.1070644402285434,1.3441207289855557,12.990996051432443,0.5742294460077061,0.7900820834629402,-2.155980149259873,0.6815002532076067,-1.6586759263882218,-3.3674198212093494,-2.684124914621126,0.5711175418944777,6.2242222588624845,4.169786598917346,0.4791544008286401,0.0531274375798731,0.2567012323884266,0.1451835870875105
977,0.0210109331476734,-1.1834192950720752,1.292479900051059,25.656900864124065,0.2373237215679836,0.8824732638069316,-1.233923060697765,1.1797397055855454,-2.366919890333232,-1.206393609781537,-1.1760529069451588,0.8213262267376447,6.960384265969192,4.792400965055705,1.071013607790962,0.1209532736953423,0.0593106279809957,0.1473356933992765
981,0.0448067430443804,-1.152536404099689,1.4407325552898165,25.866432759142302,0.3521958835220776,0.7783691606646277,-1.4838843831711888,0.8730264840779671,-2.616003027616301,-2.6777215967922,-2.34894263562079,0.7082713399208138,3.1913194043430746,7.685437578976042,0.848950652422445,0.064114759927737,0.0564771614189606,0.0550884355788371
989,0.033048873178612,-1.100578944223514,0.7298463436463439,24.54046810326918,0.3817963023391912,0.6398829520369218,-1.6061053215529348,0.6501648550070797,-3.870769962312279,-3.85402740909704,-3.7356750841754423,0.7093652861237073,4.154887727604742,2.7470246188890424,0.92406507525846,0.6604161715229615,0.4152343873088994,0.0247141695259728
999,0.0205309226786798,-1.4459145232124988,1.7525739217567404,28.330935956680964,0.2776803802007938,0.6495406929209668,-2.9170994820790708,0.338609471777476,-3.016100056053488,-3.759442422745577,-1.895464456677384,0.7126214188930573,7.507390388919955,5.138814510013602,0.0212389611012168,0.3161498693447385,0.1869740745052414,0.1647719912238924
1009,0.0355962354203745,-1.202784168837158,1.335196589613974,24.90464462464968,0.5788672486024065,0.5836964857430212,-0.8101688808793193,1.3652284716353704,-3.489517530475568,-2.675741525792109,-2.2742235131612607,0.7651470738168736,6.21556796953272,8.644658065569388,0.0819312821705056,0.3859975352826799,0.4185409661077992,0.1620060620859225
1019,0.0442293369757426,-1.4232076100346698,2.098884197271287,15.113373053639767,0.5897334709978779,0.9370308771390804,-1.2855014079732987,1.1201560965082706,-2.4684964372068965,-3.729387390867072,-3.3690593432582547,0.6767617236682397,2.164486653881793,4.440912592194521,0.8084567724273861,0.6810330067715158,0.3361826248561601,0.1127523100556392
1061,0.0179339751708066,-1.128711287703711,2.120702175252524,18.388915293423004,0.1348353619490302,0.5929918777981009,-1.2036168866516443,1.424172966428346,-2.134297423810668,-3.570498626701422,-1.0911985795779713,0.7548884049552298,4.263004047606528,5.767764875220944,0.730039987875797,0.1017861912295909,0.3931037061016444,0.0327210913752032
1088,0.0319745345369339,-1.0823024915286472,1.2104631281754787,19.31673558385107,0.3136449760708671,0.7184491705819586,-0.0266595307558099,1.0018997945112726,-3.804709239058246,-3.587727102523791,-0.6218958961463725,0.5733936106547711,4.337248884505643,3.2677509055642657,0.8995552628901549,0.8938774832722024,0.2287685728861767,0.1094225894916516
1091,0.0188442330827951,-1.2011255916278902,2.2946881949370503,10.604647893520555,0.3986463399873364,0.7967041278017644,-3.0108950052959216,1.0038417786352491,-2.0564505421398738,-1.7761510603533668,-0.5440069035027726,0.7769913690020268,5.039743839433644,5.062558340933606,0.9385927422170248,0.6366910151983526,0.146195478306976,0.1774919003408584
1103,0.0269026020424769,-1.59339508587528,2.26149556514176,19.4395829159471,0.5966777101629703,0.9290392948593396,-2.7294966762452058,1.067303546952766,-2.3925771891097254,-2.257341126025392,-2.019731796285732,0.8990421503328195,2.668375245994452,3.738989405885009,0.678869200898736,0.275015785041926,0.0927273762619595,0.1546539386874624
1104,0.049516524586306,-1.1804331075472272,1.286538430341884,16.65015595400474,0.5250971597572006,0.8605931217114635,-1.2365838679511405,0.3988641604698021,-2.252133437493117,-2.4782395599168336,-1.7315320797516542,0.8581520343981052,7.169791683993051,5.585565616892959,0.8768012450963433,0.6699236205962671,0.2305696940317313,0.1484417987124615
1121,0.0339806173469582,-1.5338720552561895,2.157129501785669,10.767857711501245,0.1676074552093209,0.5094935530858654,-1.4766312313489576,1.0913352388228683,-3.712050941774058,-2.966002042283316,-1.3229192173616062,0.6290045632588178,6.131761712604665,5.74217810031478,0.182300472043394,0.6429949597075413,0.137280308768208,0.1295441688016236
1124,0.0236167002580143,-1.3145497766744274,1.8375322720204017,19.814399012860022,0.1601591603606344,0.619249763995865,-0.7698556385552808,1.3440453009666036,-3.9096065436798018,-2.2306491713142425,-2.7035733260771675,0.6149002155528807,5.987230836696487,9.875311586811208,0.9441557510109416,0.0508753332431935,0.2898290612377411,0.1949153549665573
1126,0.0246109132318243,-1.7939010089324414,1.368183740277226,24.943539134489804,0.2511929564919224,0.757472489674377,-1.8186276623584543,0.5537296630032023,-2.7072861914818267,-1.7670558813992172,-3.6138268729442022,0.6886857059358542,4.607699705771902,7.833472688734947,0.4760056789725914,0.6088106078015101,0.2346926004597593,0.1435586948865334
1152,0.0352387058622858,-1.4953327263674636,2.1134324207012924,14.979810311579117,0.4854139514083422,0.668934798275019,-0.990842356161032,0.7092183586094367,-2.300504868319114,-2.0275982710276854,-3.765453175572503,0.7711406647615492,2.953314541185982,4.00443073728607,0.0535944297293821,0.5897395427179102,0.2797411257188081,0.1344181171045081
1172,0.0337623085242889,-1.3980529863559907,2.188694928686361,11.642704377763792,0.4664061788801676,0.730610016415014,-1.9160562358783395,0.7923479339787824,-2.9098721041099957,-2.7424625937862386,-2.1399328500591883,0.5735879888369939,2.485474879852964,7.383383088104725,0.0606643372974924,0.1121514217186991,0.1724108134453937,0.0973824498355044
1173,0.0365492710101654,-1.27004237589557,1.2128151961205706,13.34331092810854,0.1625463007654614,0.828583282128811,-3.031789984715044,0.350408876723327,-2.5074099753678194,-2.8054323791258358,-3.4013973714232715,0.8158272136727889,3.1748418855275338,6.973943013949479,0.5235523759978502,0.5319396958434756,0.1317329164646823,0.1172604179870589
1180,0.0240017013651673,-1.7244266465218767,1.4132784691159492,24.4341610585466,0.1853124155959603,0.8455570609486391,-1.992844937330852,0.6741222654807545,-3.031285482697964,-3.3482573546521364,-2.6339022525872045,0.8440045243257452,5.279220223462425,4.487741862793042,0.7742146025247779,0.3850575925047293,0.2456578721396334,0.0380605580760453
1233,0.0187907491880843,-1.122297467231199,1.293680120554786,15.927984709277274,0.2924610968856942,0.9495202017747189,-1.959335064455615,0.3139525705629684,-3.110589076449138,-3.196300991532282,-1.2007301201739289,0.5613868553707932,4.280243859144551,5.107390180388753,0.7602419979187529,0.6092394891769497,0.417194335282753,0.1467280272691339
