beta_m2f,seed,nontrep_f_2016,nontrep_m_2016,trep_f_2016,trep_m_2016,fsw_prev_2019,fsw_prev_2030_avg,client_prev_2016,overall_prev_f_2016,overall_prev_f_2035_2040_mean,new_inf_2030_2040_mean,stage_share_primary_plateau,stage_share_secondary_plateau,stage_share_early_latent_plateau,stage_share_late_latent_plateau,sustained
0.2,102.0,0.13497329543007683,0.10012110944422302,0.23698412858830464,0.17789159125885048,0.3974993568016824,0.38073510946775396,0.34344681362711876,0.12083716941794435,0.10273951986342096,19.910242222222227,0.6297314064091353,0.35064677914689785,0.019621814443966927,0.0,1.0
