hiv.beta_m2f,log_syph.beta_m2f,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m1_conc,structuredsexual.dur_sw
0.013519054739870025,-1.9027252143384796,-2.456051855276499,-2.412311711631249,-2.621657313931991,0.6361174626312129,0.1675542224177341,9.547466441968222
0.01704299551294347,-1.464797482508624,-2.6860036314766917,-2.627284966716462,-2.98358348230569,0.7292014849478755,0.09168124797691851,7.475063438729596
0.010540459881663793,-2.1978880016678604,-2.9510045557478897,-2.7212776196676067,-2.129677161172246,0.8766347096816007,0.2967708514005884,14.163600070744472
0.005633412031381772,-1.342454559916932,-2.6369238838606432,-2.58137781608103,-2.3968771975015786,0.5679106862913041,0.06354518926979044,6.875482558908901
0.021452847345167145,-1.2713381663955017,-2.5495494918879977,-3.4353675514598327,-2.733203766066941,0.6039020089619573,0.28665627350890666,13.849228200404514
0.013018513144753788,-1.9283346127361418,-2.4969870656958304,-2.3417572952359267,-2.8939121199071747,0.7498623350646614,0.2977157482441491,12.926221421961746
0.0279911986699083,-2.1968790546995485,-2.6188360649146376,-2.6233693484667877,-2.9136672465153395,0.6772115188473184,0.2641561265159801,12.142385971213985
0.024293039241886354,-2.258839870078511,-2.5293669274673887,-3.0161061567078513,-2.687299732831386,0.895908034807348,0.05034722450003849,10.099109830390919
0.020371054496723683,-1.6739111308821568,-2.554299546403148,-3.1307899047532883,-2.845516904457873,0.6892896221419846,0.2072479090434478,7.731546550111684
0.029444887214386248,-1.8429283156181817,-2.4393194229776425,-2.47202639125398,-2.345166473960891,0.7367240303333513,0.05090038590429934,2.242726345383963
0.005962084730640212,-2.0694159410899937,-2.723213545306696,-2.540525029851942,-1.9397087629661103,0.8098262822502098,0.1499853129926525,9.054685197659825
0.02046567546156783,-2.203425605961958,-2.656558183639956,-3.467685078750117,-2.1246085438556923,0.5715489148051527,0.20762192255772832,11.456073955153565
0.014821092778487956,-1.8656518006163023,-2.692130570643977,-2.460316338090122,-2.367206417178522,0.6523694175680853,0.14174048054395677,4.027377122434242
0.02834623711832779,-1.141274031628608,-2.574708574995902,-2.7482877098583303,-2.151431057533416,0.6438400674332867,0.20095903241023466,13.521571297547055
0.01124970478819259,-1.5910819580022295,-2.559176251362187,-3.1801983920779926,-2.7183151466519595,0.6586652622163743,0.2989899884782407,6.339961539866342
0.013299396263767915,-1.7843541267567162,-2.404356092658912,-2.3395197156649536,-1.898975731473051,0.8473005503195186,0.17361922369284916,2.745134054211331
0.006024245300872005,-1.0900277588174885,-2.7347767253926727,-3.4723113844333873,-2.4773431514065103,0.5974226792274283,0.08971245638993179,11.43194243890844
0.009388605656983635,-1.2737306826096024,-2.5010562644016026,-2.6198904854740888,-2.062312641303918,0.6586922281756717,0.18254670142410967,10.453783887650694
0.0138358744735026,-2.1597019273430043,-2.4862174648695463,-2.7055334466686665,-2.633658226947251,0.5595663363811474,0.12957113470751894,3.6767130806078594
0.00609981630522866,-1.8869927718169266,-3.0520463622672804,-2.936589174048494,-2.7069457655106275,0.8454641668094507,0.23603596033084256,4.845732791385361
0.023674504565029994,-1.9437414390507828,-2.605934434233382,-3.085782857883695,-2.8665205967001177,0.7707102283298175,0.2068471936054579,12.034104506942555
0.01826660997011715,-1.2288844881821355,-2.4154903154297704,-3.0699577463893197,-2.1657705862902303,0.6216558814146771,0.21002695447064157,3.250672223066795
0.03112283018888785,-1.2487942958999694,-2.3535497963264733,-2.1715211343538137,-2.921511692296784,0.6564693057902113,0.27721774022292067,14.571740468174323
0.01210174283602694,-1.7057396831101723,-2.7952292578070423,-2.5582937982968237,-2.5630592783460338,0.7138189236189318,0.2549906985288491,2.8829181678517966
0.009349465690316618,-1.2270451130887132,-2.59291361522937,-3.278142660699071,-1.9943775529141456,0.8106429047307043,0.0712982652350464,13.98063336126784
0.031007233674193637,-1.149025358850063,-2.4714727601154887,-2.781866954581099,-2.595175606702822,0.6974138827390001,0.2295346668662671,3.027910362222384
