hiv.beta_m2f,log_syph.beta_m2f,syph.time_to_undetectable,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m1_conc,structuredsexual.dur_sw
0.029719758699062137,-1.500805484799999,14.79234903717261,-2.6429637695414288,-3.8368431067352393,-0.9470299560734894,0.6444586824777183,0.18018211743888662,10.556937417968717
0.033375911078494865,-1.7687159496508915,17.141351858197602,-2.794066989950475,-3.8115862899233672,-1.3958743015558461,0.7174289115373198,0.2041789927876514,5.139908866417369
0.006095464696176099,-1.2020634264929584,27.5072408147669,-3.0378066881549355,-2.1724714869003923,-3.0703343714006364,0.5989877892927191,0.19411613516367543,11.038190584587236
0.038174878277341596,-1.3807226430899688,20.038732576988647,-2.564177266050574,-3.5308163108319794,-2.206360660343782,0.7373946541112399,0.11203082289962639,12.375668743638798
0.02653103230587839,-1.8406710293627435,19.930510827421507,-2.509007071700444,-3.2269500536043765,-1.314769379993706,0.6537640969793544,0.09345156149182367,4.764828438918465
0.007482360281853351,-2.280747414840445,13.265297164178234,-2.995291454434771,-3.67841086670559,-1.9673057399389788,0.8100982998486301,0.26716619109376627,10.483051636661997
0.022864078841780655,-1.2627569060411494,18.720873472561216,-3.0277895161503197,-3.2943185949048197,-2.9890198996104687,0.7074989800126978,0.20980609749519624,2.1287557633627348
0.042657899760093106,-1.0741558442188974,10.326742133512415,-2.6925811889130564,-2.3563391694652895,-1.272589540061103,0.821605639922897,0.2634155588479003,3.095291204112667
0.017365984649762606,-2.297209882006378,11.672693675715276,-3.0904324590358643,-2.092424208496672,-2.0290405057505176,0.623406185483363,0.057982520099586904,2.3013582248100484
0.011855292211337291,-1.5735553615194164,11.689876558710145,-2.8444186590160223,-3.0048648972684306,-2.9805343592106923,0.8905579124174892,0.26391072117892783,6.0802752247716265
0.02164596660429801,-1.0829073056715464,13.371592247151353,-2.652281541393788,-2.711841079229684,-0.8036570723557719,0.6296605985708454,0.06426416165748995,2.847264612955028
0.0468341064736729,-1.2989358870858205,22.801894226582352,-2.514276752364149,-2.852949137072643,-1.783253371601699,0.741151872978747,0.1587949799138787,5.649041046508071
0.034436611564395356,-2.261173566332899,12.5886757764389,-2.7972388511111923,-2.7162173383944888,-2.5584491533341502,0.6446349845271101,0.0843949727687277,13.619372275854044
0.04894457552111416,-1.774554787214384,27.675463987003628,-2.4277339492429793,-3.1271673869023617,-2.9006673476557197,0.824146329083334,0.08101394418651488,10.729924787940924
0.04001142389452988,-1.18023448950355,21.253689432606425,-2.787397492487087,-2.241103232895126,-1.484926853115622,0.8700193809118849,0.23319370562202907,7.110796685748585
0.013636879541259462,-1.1521084337531613,28.80172501140646,-2.9078354546082767,-3.063525817165374,-2.007930849725068,0.6017181815583981,0.2169165868269461,3.6251530586185523
0.03586188101504189,-1.1762753162626687,11.525657273143155,-3.1985209304624926,-2.088371841811928,-1.2601365067996997,0.5936956199708078,0.2012216617923825,4.498335992960811
0.04487379034009255,-1.4962509186505129,29.56782704662001,-3.2453623804306315,-1.3235493581006752,-1.127740752731352,0.8176479083124524,0.2961314625518549,2.486492534769416
0.026151261664178947,-1.5317765642359502,27.204227224429296,-2.6271083790549015,-2.3967905062144594,-1.7572598792017207,0.8397877600479242,0.19355918357216362,4.472503851576708
0.04200482099552822,-1.5097255123972455,15.054460794365548,-2.7786901664957715,-1.2336545983891938,-2.197179460455115,0.8414386093262882,0.07390976998252455,10.218710741614123
0.012325028662153853,-1.9705415541502038,21.894189660169786,-2.601744091176741,-3.2283799353436375,-3.359882193562816,0.6330645237777147,0.13221380870792362,5.113567539518526
0.02736010180290398,-1.440173429198061,19.282724108703636,-2.6568105112775866,-2.9253752381563984,-2.0547281098566446,0.5757397447803746,0.0817568580481301,13.106079946038626
0.03757682343774607,-1.6633577368013046,12.785740618891293,-2.504146449457842,-3.3925177189694944,-1.0046412687300235,0.7784631380926031,0.06077773574330492,5.553808937747144
0.02418789130217166,-2.0804992154793385,16.841351560457973,-2.565830328377894,-3.2239819212492686,-2.0287767925720885,0.8705509060951635,0.2776447418753986,13.189572332384175
0.011896407887123876,-1.080925604445867,25.89441886711205,-2.763386893293582,-2.86345874785063,-1.1771388463888144,0.7834883640188932,0.13071146495994856,12.768371399693963
0.0056111953568765156,-1.0520348673067987,21.627243509454246,-3.098734758004359,-2.656417185920321,-0.8649431279476949,0.5920855251704398,0.08660448608273548,4.325190815492517
0.03870845681692944,-2.2844269935482133,22.671212916591724,-2.7138953367886667,-3.80050383031665,-1.984109774933583,0.5963066780096912,0.20909720128660203,5.635988934789714
0.04508634968388175,-1.203364785127708,15.438055046245214,-2.9308146310196066,-3.8490541150435686,-1.8230606232382671,0.8941796106143631,0.09000619188452386,7.460333646115663
0.0358254483337578,-1.9415927198173124,18.264991715340695,-2.4527160185099737,-2.224614363072858,-3.8970959894937844,0.8081715112789638,0.2524610291574629,11.045138912361349
0.009356898253263309,-2.1557040041938222,27.565043470167893,-2.4142127980691024,-1.8286502711264214,-1.8514330246270356,0.5902950432967352,0.23292674609109004,14.544228557516016
0.0077895810175689795,-2.2158051663914082,14.044056228837377,-3.0245120765847386,-2.7872789362054258,-0.9451900823000887,0.6790805275473586,0.14992851383887457,3.5526552386345944
0.04353595589589803,-2.0931559345162736,10.654013829056186,-2.570066855241218,-3.054031316459508,-2.130120471918177,0.7180319315052675,0.07524383226155885,13.485647148507194
0.047938463048631204,-2.0538010672693363,18.93297821738194,-2.7843312378696012,-2.1612318341845094,-1.1529898002160595,0.8136466448055537,0.09984518444873323,3.836227216726674
0.02480447872114738,-1.551886261981371,29.032865475906956,-2.6605656639782334,-2.8472093850280125,-3.273500572010362,0.7356198248848616,0.28949435001148655,14.125704509600274
0.024651552310546793,-1.2555394280206882,19.237916732850582,-2.7846465458111314,-1.783422294758855,-2.1664437684415545,0.5525224902203472,0.10998808330640153,4.986113022514559
0.04423671836838552,-1.6229859411689658,13.058059838501764,-2.4233177890199338,-2.019808487742469,-3.589803097605389,0.63936436881585,0.16051418711270019,10.696028383117712
0.03846812561165305,-1.944915278455818,27.456773396312705,-2.4513757040320097,-1.8761478379501981,-1.0722812225018479,0.6981383366597369,0.17275291635280327,2.6275110271733872
0.03977957188982691,-1.1841543954540303,22.47693254877917,-2.6325186775598306,-2.9179461585654485,-2.8431022140444373,0.8496169982147138,0.051627372899809246,7.321107717715108
0.04974445740659024,-1.8622541841801468,11.859240311930668,-2.836562555696295,-2.131078282453531,-3.1927425746785154,0.6630333169956135,0.07436464399954268,9.27100198501073
0.018086178930148248,-1.0557062183672536,26.173207005007487,-2.858487958679727,-1.3400033258092838,-1.3590777577200077,0.5711349083783255,0.1339766442268055,8.126506167159139
0.03382626377061506,-1.1151369626705923,20.23265114277542,-3.116189703778764,-1.3978824931424008,-3.7985676940866857,0.8588289628484606,0.21560836656826682,4.526240426307334
0.019752958338665798,-1.59878838380692,20.03337418782148,-2.722952935222075,-2.233605501637424,-1.156048051457339,0.5875254017295571,0.271856887022271,8.92570959405688
0.011687364885586584,-1.4033535904580354,14.537687564706776,-2.5559958413271398,-3.343887452087707,-3.1748109277251233,0.8049863324100791,0.2841384312104039,9.760948787445225
0.03419841535443205,-1.1428546652720581,12.102034731708065,-2.6796944915851437,-3.6172064101127104,-0.6527204215094216,0.738512710297827,0.22523349698677947,14.509023101340867
0.04620685424017528,-1.873168273252777,21.092690417677908,-2.88886530663478,-1.3575034216351152,-2.9241379818841327,0.6866930782652284,0.06096537686527839,3.3333337229526476
0.03531192013848246,-1.4104847083368794,22.225944202687074,-2.759860940575761,-3.3743874684485378,-3.5701268768591436,0.615363954973154,0.22585665866931914,2.257920916305822
