hiv.beta_m2f,log_syph.beta_m2f,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m1_conc,structuredsexual.dur_sw
0.017691093300306604,-1.988138006334479,-2.5260605624179524,-2.2509164169530598,-1.9843012377849825,0.5952866740692402,0.1948459682619496,2.6691734715415203
0.026887543777611607,-2.243158215570661,-2.5367834688147637,-3.0926004411971415,-2.5899443555750095,0.8491718519768079,0.1267920265886796,6.023384200854835
0.010508571474920807,-1.9817803764714004,-2.6991936900428875,-3.128639987930323,-2.0144699469853204,0.5599564894170643,0.07442900673452217,12.857114926577804
0.015060775247823396,-1.2888340503305287,-2.5511278476803936,-3.0431505509612298,-2.1419126512663045,0.5774927206571218,0.12704354120695976,2.01953017477085
0.01207509537352094,-1.9835805267404827,-2.876438261129863,-3.3113157144788743,-2.3612977686093255,0.7979280200755539,0.10462981164423678,2.3656997834218263
0.026654324698243855,-1.2711118977223255,-2.687290241183009,-2.172838185060927,-1.9027413231254795,0.5977557559375839,0.2542573520438868,14.322792264811138
0.012895056075850213,-1.729487600260778,-2.5634360060487844,-2.635061001400714,-2.4850843745364015,0.8018299232865952,0.16168598463180278,7.632769393610643
0.010155223518008955,-2.1405618868888596,-2.796508026326439,-3.254103750055922,-2.0580344130969506,0.8398395475964651,0.07461996641120706,5.8056157458771604
0.018452120617825096,-1.9607632348244062,-2.594715454624528,-3.4660294539440306,-2.9403157582245822,0.7564368493235267,0.06842430030563522,8.703676020301764
0.006287480467428625,-1.108946431071859,-2.39998474505499,-3.407450026138039,-2.535372658035734,0.7343764567297435,0.06532015459623329,9.594303497699443
0.024271297859973166,-2.2437418424421387,-2.658014344746735,-2.8063644725025325,-1.9447615970447774,0.6288908238886863,0.21995692443558795,10.117790093498412
0.012719430185515707,-1.262410926642159,-2.7428226323490223,-3.435813670444578,-2.111202829098759,0.5988709428619918,0.23675173944725758,13.963831159494525
0.010110340786232566,-2.215135915747533,-2.812287159937463,-2.5110444775557057,-2.8068264113663792,0.7810539210113481,0.10456670393866963,8.552131815452274
0.016687406519120082,-1.8741048541896064,-2.471525873229586,-2.249875694664624,-2.7845891739417103,0.6220770522643552,0.22083192204378682,6.183877802454536
0.00953723053084959,-1.6133468020994974,-2.658714491886482,-2.361662116394908,-2.404677233706443,0.775797823230948,0.25775770070854664,2.060678202992372
0.017088114398317186,-1.2986252131103693,-2.472921694944125,-2.7479234938365567,-1.9398149754234624,0.77770054982529,0.21414633464338495,5.443095349440699
0.0051378252817233395,-2.0134782508246563,-2.858686238595724,-3.124628187922583,-2.0817853449459265,0.8312967146473754,0.11901260694910439,3.5966262096389943
0.009169546601710779,-2.1361641286525517,-2.973278666184484,-2.4253011491036442,-2.0988021834405908,0.8998430272909441,0.29381961059718725,6.488677470639412
0.02394600564663,-2.2721912474775467,-3.0218954645570895,-3.1697649848661746,-2.708276033134331,0.8956838602597079,0.05197966035544593,13.642776237771814
0.033304360950325615,-1.2241810727307463,-2.8643854220737746,-2.507836375088818,-2.5086465789432406,0.8141968561608182,0.24656058400031716,7.3937787647899595
0.030723697283493955,-1.7746079783249589,-2.5956956478360076,-3.3395387351449397,-2.0829635170404948,0.7252126644892603,0.20020800094665292,3.7817549423933112
0.032066570153084985,-2.2599017542641087,-3.118963646245759,-2.9669455910913967,-2.3147480957204096,0.7454555538250685,0.1667075354890033,14.863478436690306
0.018010812500151,-1.4965715006230285,-2.823596719450962,-2.843697278082908,-2.577961071922891,0.6285245417221275,0.1890276635849043,5.342203708315525
0.007700536669149787,-1.4247657820479356,-2.6946445859038626,-2.3143385692858436,-2.9582131622143,0.8576933012481586,0.29629696636597436,10.54887380073561
0.019002092396022553,-1.2975740285433017,-2.7660431401472207,-2.5319146047395478,-2.533358812550608,0.8299483811834649,0.168802371879256,4.616951368761761
0.031009247286292514,-1.2517800889244017,-2.801048535646259,-3.3439331787618896,-2.118757718150003,0.5784430937891526,0.24241665629067133,5.4480399194429
0.032338538387376076,-1.2706162446618907,-2.5398604312266975,-2.594355278300186,-1.82360435077099,0.8270960575257911,0.29652906941938706,10.227654487846362
0.015145629653384028,-2.1227064313841626,-2.5511538661516386,-2.2395037975108187,-2.8672128165365427,0.8055530065551827,0.21544575452007253,14.032231708198514
0.022249956977661776,-2.025058207539027,-2.6993712014340936,-2.4257633448185043,-2.3689185843391467,0.5945114911148032,0.19008217445909165,2.2130640130004866
0.007101828983547134,-2.2011727054949866,-2.646370835477727,-3.080196237066415,-2.1756191282823205,0.8822855966720489,0.1077252221895535,7.03546923278125
0.030285460697353245,-2.2098603427407086,-2.591629089674571,-2.3927146531965118,-2.608258127487346,0.7553816272970624,0.10920350728401257,10.928001603590328
0.03345893635293725,-1.9187687518720649,-2.787292833390528,-3.28841658315629,-2.1656363372741314,0.8227449895766283,0.05143882015699314,13.437276794885985
0.02882841994324599,-1.9950186514138486,-2.450757601452457,-2.1379368374423064,-2.780155997968148,0.572757868851165,0.10215663379455545,2.1841990163603833
0.01624108337751637,-1.0742386629363614,-2.840737328011227,-2.4126245748212614,-2.853154127046718,0.5956786975308072,0.08191953338114386,6.921821231224844
0.02085342778898916,-1.299091998918411,-2.4983372823029444,-3.2018662768801702,-2.9662011478199664,0.6216338153518246,0.1566266608783337,3.606465594156367
0.010087995731312964,-2.0176437267298812,-2.660082852829472,-2.870320365326272,-2.4908125171932296,0.6911051843727762,0.16140185798673606,13.445573864932006
0.025090229027458926,-1.7007688009541815,-2.4795819962861207,-3.399827727580794,-2.8803719653230404,0.5682827235732265,0.22656355112015603,14.195955835546552
0.010952316483048619,-1.430421964827441,-2.543444688198678,-2.619196048448265,-2.459628158878761,0.666460469471757,0.07292102144589453,3.0171931380508847
0.014410194704138696,-1.1296499450161728,-2.7097229673521244,-2.757086539730923,-2.3681162342774327,0.8617803624791217,0.1326043334956914,10.56586158475523
0.022684201564212293,-1.2197125481525173,-2.8398312721707537,-2.4222966099184546,-2.2824593783410885,0.5678079481524834,0.2711315380473812,2.719532474631526
0.012895618583766144,-1.062075186212785,-2.7608020545453007,-2.6273807212903906,-2.842093046205118,0.7343545039422441,0.09786720492680223,14.257610208485554
0.03329456831200319,-1.304160499723758,-2.488464609499064,-2.4837070582806735,-2.407354566692737,0.7478972005063727,0.17561790763926582,12.39346190076846
0.008928346517140025,-1.2233040393802068,-2.435106832474575,-2.919589667521193,-2.5607378450577882,0.8457508074957907,0.2722731778118096,3.006117054844241
0.022086772949736124,-1.8719573252522583,-2.5685487734669046,-2.8917211967090317,-2.111019630761774,0.6844018266961625,0.24322424423305605,9.109297884843782
