draw_idx,hiv.beta_m2f,hiv.rel_init_prev,log_syph.beta_m2f,log_syph.rel_trans_primary,syph.time_to_undetectable,syph.p_symp_primary_f,syph.p_symp_primary_m,log_syph.rel_init_prev,syph_symp_test.rel_test,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw,log_hiv_syph.rel_sus_syph_hiv,log_hiv_syph.rel_trans_syph_hiv,structuredsexual.stable_act_decay,structuredsexual.client_marital_act_mult
2,0.0294975229396007,0.9165113928087218,-1.362793465423095,2.282325801204387,26.942566255102932,0.4991307803757522,0.8526010712129879,-3.0474765386769427,1.2302460573448015,-3.056670897483069,-1.2566851502628746,-0.5263476075438493,0.6136776608822948,2.2286764317615058,6.45802515989558,0.4146438992833832,0.65967141975371,0.0388877400124665,0.3088548978973533
15,0.0282091747739972,0.585004506442675,-1.105180342656103,1.805233404660801,15.683417631784351,0.1107997655684634,0.6825305572679843,-2.6476274052812983,0.7700160787967464,-3.186086164397375,-1.7623042737141024,-0.6254943139733822,0.6443028492848237,6.542797550558014,4.366085826362707,0.6723686150362318,0.2559839932350174,0.1604880543571065,0.5747315308760939
17,0.0196376207658276,0.6820674093401663,-1.1770516890046552,0.8042561462009209,24.323442775550586,0.4018982502292364,0.8210110425868633,-1.737101044629627,0.9559714718520552,-3.1940247376473847,-2.016224978581783,-1.0492595673453031,0.8730416977347504,6.48382320142121,14.914626282947497,0.5854984407990322,0.0188977743611159,0.1773835529497814,0.8337247814742783
36,0.0184947187833171,0.4934369452626684,-1.3983377247404325,2.001995995051608,29.78489154243745,0.2553264172545518,0.7704635064479057,-2.2772444430711216,1.3612032973440555,-3.3440481903402,-0.7547698930676252,-1.8614476406407672,0.7551818425883828,2.140915396707025,9.766854323681756,0.3704448086088701,0.343744561726481,0.1993419145698507,0.5121268268903941
43,0.0263107654389953,0.3312151274681021,-1.411633372226493,0.7022222884038863,27.113445767538217,0.26647832995994,0.6028259969242046,-2.967225569812042,0.5082876038504864,-3.624087606611565,-1.1994824078989736,-0.8244131769297147,0.8689634041625363,4.099088415483592,8.096581033329123,0.5754648399966495,0.5046734342300485,0.0606637071149835,0.6199419278370604
44,0.0220429309711257,0.7620313876022644,-1.531257414445378,1.9674880531363768,29.9592134902303,0.307612476425621,0.8284138421177982,-0.938952175720368,1.4699095576457637,-1.4273233950600526,-1.911362130133752,-1.5408799080813136,0.6974993604323861,4.228130055809833,3.139133413005023,1.017949512259732,0.1543839395291847,0.1409875608668476,0.3484317173978719
62,0.0177674629532662,0.975743261365186,-1.2661459873751102,2.024917090124511,17.77406022641845,0.3334107822132018,0.5419582757242967,-1.2482837258560395,1.086978390817228,-3.620542611362798,-2.804354239938064,-1.5246147886645476,0.7444567815984817,3.396500512402836,9.97101670105809,1.037060860515753,0.4594241824028215,0.0705260171617951,0.3545454013345336
64,0.0257312339547084,0.4420688394669879,-1.3644586372972896,1.0192204534202849,17.347845489491387,0.2112205108777246,0.8037750251031593,-2.060670670574133,0.4812405495916793,-1.977978195442544,-1.2052471075668922,-3.625913325480129,0.6591166282730182,3.892940290758721,11.071640420782474,0.1931748617604724,0.2023787180532362,0.0891505531738694,0.9902703136148204
78,0.0214887006133122,1.3366037153311714,-1.4711525372768477,1.7321130122654107,28.77302524879708,0.4727473032008683,0.5318811261078453,-1.1033110307489946,0.7556935190191589,-2.871762147773561,-1.159000439027056,-1.961324195994573,0.8158597406804841,4.249760449873247,7.121472092790892,1.068619779547279,0.7960624973916217,0.1534048908423173,0.6947916658839174
89,0.0159633559960205,1.2244500916426857,-1.3248226881939231,0.7340142612681152,20.93532979223809,0.1736218771160583,0.8311765187466018,-0.5411907275969625,1.0009282216716908,-3.207952416845427,-1.508497389267902,-2.95183228592134,0.6269578086886521,5.463981829141873,4.075352659783706,0.3158461785311818,0.5206672815810552,0.1797645286581723,0.9426277249837008
