draw_idx,hiv.beta_m2f,hiv.rel_init_prev,log_syph.beta_m2f,log_syph.rel_trans_primary,syph.time_to_undetectable,syph.p_symp_primary_f,syph.p_symp_primary_m,log_syph.rel_init_prev,syph_symp_test.rel_test,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw,log_hiv_syph.rel_sus_syph_hiv,log_hiv_syph.rel_trans_syph_hiv,structuredsexual.stable_act_decay,structuredsexual.client_marital_act_mult
17,0.0196376207658276,0.6820674093401663,-1.1770516890046552,0.8042561462009209,24.323442775550586,0.4018982502292364,0.8210110425868633,-1.737101044629627,0.9559714718520552,-3.1940247376473847,-2.016224978581783,-1.0492595673453031,0.8730416977347504,6.48382320142121,14.914626282947497,0.5854984407990322,0.0188977743611159,0.1773835529497814,0.8337247814742783
36,0.0184947187833171,0.4934369452626684,-1.3983377247404325,2.001995995051608,29.78489154243745,0.2553264172545518,0.7704635064479057,-2.2772444430711216,1.3612032973440555,-3.3440481903402,-0.7547698930676252,-1.8614476406407672,0.7551818425883828,2.140915396707025,9.766854323681756,0.3704448086088701,0.343744561726481,0.1993419145698507,0.5121268268903941
43,0.0263107654389953,0.3312151274681021,-1.411633372226493,0.7022222884038863,27.113445767538217,0.26647832995994,0.6028259969242046,-2.967225569812042,0.5082876038504864,-3.624087606611565,-1.1994824078989736,-0.8244131769297147,0.8689634041625363,4.099088415483592,8.096581033329123,0.5754648399966495,0.5046734342300485,0.0606637071149835,0.6199419278370604
44,0.0220429309711257,0.7620313876022644,-1.531257414445378,1.9674880531363768,29.9592134902303,0.307612476425621,0.8284138421177982,-0.938952175720368,1.4699095576457637,-1.4273233950600526,-1.911362130133752,-1.5408799080813136,0.6974993604323861,4.228130055809833,3.139133413005023,1.017949512259732,0.1543839395291847,0.1409875608668476,0.3484317173978719
140,0.0098607559115983,0.6110207359420184,-1.201148341994961,1.812501138832807,13.38605223223178,0.1962052953293707,0.9320784770564224,-0.9387280211070056,0.9615905911258108,-3.30669125497448,-1.4601479683603955,-2.9581836045538275,0.8092167455625554,2.962848279116614,2.060567142980307,0.6118561596475742,0.257702753121958,0.0983343837663909,0.8287738291298865
187,0.0247996950503432,1.27795583905449,-1.1929477282410452,0.8256368577413519,27.211351619064374,0.1626745240919667,0.6407260118817295,-0.1545864907922336,0.9003375076295799,-2.920355261117913,-1.4862362563990492,-3.796439304494343,0.8850504383017985,4.5297275302488,9.883475446469202,0.7631278922996362,0.89727640737855,0.0663086211547306,0.6095930770119751
199,0.0226507496205674,0.8125689067854651,-1.4942413233374905,1.777504142832822,27.762073095117135,0.4040166897710566,0.8954905709095256,-0.959552999131048,0.6426039436811664,-2.918515257426656,-1.8476440291396177,-2.5990466515843,0.6113514211800164,6.733464249098466,5.321955094003112,1.0050883300567908,0.8430404715827324,0.0846575960823735,0.3502737538297382
204,0.0186177685623599,0.8494678415277093,-1.2180378266109375,2.250676377269237,20.76798796756283,0.5748094895389044,0.7390949376569249,-1.703595800758725,1.0554065990829626,-2.642208425690121,-2.5846016278531656,-2.9356979725547045,0.8752116347712455,7.022899544146757,3.8022516452560895,0.2607816496232948,0.6215742379982067,0.158552646017798,0.3829124537357644
226,0.0250548636059209,1.3736851634192289,-1.2153794655505474,2.1074941963707823,16.632002203364387,0.4890333256820511,0.7955128903280062,-0.5832410422916894,1.322440808694115,-1.935881751306292,-1.643406966682297,-3.8278768138055193,0.7146219999404806,2.0962213610506595,3.535938215712873,0.2250555700908081,0.3773327166578039,0.1430216992020309,0.9822606450933072
255,0.0161647587742585,0.9965477694796928,-1.635067839227943,2.2879487795659257,19.623562769272468,0.3897055637008488,0.8463853971820122,-1.3660899336243657,0.5593851631308879,-2.6321312315416323,-2.970300529097732,-2.9483733961711858,0.8527032728729202,7.369793756568788,7.772682956629808,0.91872924218074,0.3884621053761254,0.1344365324732694,0.8077820790467205
