hiv_prev_2000_2010,hiv_prev_2010_2020,ng_prev_2005_2015,ct_prev_f2530,tv_prev_2005_2015,syph_prev_f_2016,syph_prev_m_2016,syph_seroprev_f_2016,syph_seroprev_m_2016,syph_anc_2000_2015,syph_prev_hivpos_2016,syph_prev_hivneg_2016,syph_prev_f_2020_2025,seed,draw_idx,status,log_lik,weight
0.03298746611497929,0.02318081519652616,0.0013788450912473012,0.044529262086514,0.07911572601514104,0.0039603960396039604,0.0010251153254741158,0.006188118811881188,0.0012813941568426447,0.012613887477364787,0.15813953488372093,0.0017246626762706706,0.0003165204019883606,19000,19,ok,-57.18683068354421,1.878724940596996e-24
0.11840871827504468,0.09141575147791237,0.016312843081492633,0.10262828535669587,0.03611594617407552,0.004982953055337005,0.00026014568158168577,0.0065565171780750066,0.00026014568158168577,0.008505084241622426,0.08717004297114794,0.0010452961672473868,4.012197079120526e-06,1000,1,ok,-18.1670059115791,1.6594255939136425e-07
0.16427110250012422,0.13097608110719236,0.020969076671507457,0.11956521739130435,0.035450188237312504,0.005246589716684155,0.0015719151165837044,0.0062959076600209865,0.0015719151165837044,0.007584488875740884,0.0389948006932409,0.0006389776357827476,0.00035476816929188253,6000,6,ok,-14.12381719555469,9.460026059410322e-06
0.13915026120033455,0.10542817993399925,0.028426050664740507,0.019656019656019656,0.05914427414242193,0.0025393600812595226,0.0008,0.004062976130015236,0.0008,0.009478406504229604,0.07087024491922876,0.00023860653781913624,9.421735782861328e-05,8000,8,ok,-18.48651493238627,1.2055820675408688e-07
0.1424333597633316,0.11131096276305934,0.02286048107213071,0.008225616921269096,0.05234216324758713,0.002732919254658385,0.00026219192448872575,0.0037267080745341614,0.00026219192448872575,0.00650249661571074,0.050814010853478045,0.0004830917874396135,8.185212077468496e-05,20000,20,ok,-17.27271006567792,4.0583129618692817e-07
0.14430128481443896,0.11608413573242429,0.02295991582550833,0.01707317073170732,0.06681072745777747,0.0013113034356150013,0.0002673082063619353,0.002098085496984002,0.0002673082063619353,0.004971807112303347,0.038649706457925634,0.0006272738677706687,0.0,7000,7,ok,-16.371273266608302,9.996191392467947e-07
0.14547294559641757,0.11096913377370274,0.017866405528669627,0.0,0.15378666890878254,0.038528461347253296,0.021813403416557162,0.051205567984091475,0.023127463863337715,0.050782222242839854,0.1774913237481408,0.005011933174224344,0.011694875324272108,11000,11,ok,-76.81149516813925,5.636113183135009e-33
0.0791209214200186,0.0571411161190587,0.029010070928434536,0.10206561360874848,0.15725693238382105,0.003727634194831014,0.0005083884087442806,0.0054671968190854875,0.0005083884087442806,0.012531563493660669,0.1603415559772296,0.0009617439623851251,9.295053891509633e-05,17000,17,ok,-46.820505537102484,5.968992174269249e-20
0.036383035385483806,0.02563236938680981,0.010628927257396984,0.0,0.11856534007732808,0.04711656441717792,0.021801193874902675,0.062331288343558285,0.023617960031144563,0.05850294492037104,0.3471933471933472,0.023923934158061547,0.011143679904709835,16000,16,ok,-268.3094607126506,3.841227012265907e-116
0.030135966108282213,0.021048885422870763,0.013247841976502691,0.13006134969325153,0.17272078005564034,0.0037073652990608007,0.0005108556832694764,0.0066732575383094414,0.0005108556832694764,0.008657433280862494,0.20052083333333334,0.001723788278239708,0.0,10000,10,ok,-79.31223344393364,4.6229891276542045e-34
0.09359620964883876,0.07029996107569234,0.025447219678586184,0.20149253731343283,0.04347619883148202,0.00532994923857868,0.0005117707267144319,0.008121827411167513,0.0005117707267144319,0.011473161237420308,0.13143735588009223,0.0007665352606219887,0.00011734274275160207,5000,5,ok,-33.90553085984907,2.4255109844094654e-14
0.1658292191234971,0.13773154997370762,0.04035647048759321,0.2688039457459926,0.03630189255640599,0.013870365430781541,0.0070365358592692825,0.020538810349426513,0.007848443843031122,0.01811218935431533,0.08232848232848233,0.001716171617161716,0.002770194950915875,22000,22,ok,-27.613607741631682,1.3102396463767836e-11
0.13236296757691665,0.10326603183307023,0.03524366781110984,0.029904306220095694,0.1361250463298024,0.005415162454873646,0.0005221932114882506,0.006962351727694688,0.0005221932114882506,0.008494019095603168,0.07397408207343413,0.0013031631323302925,0.0,21000,21,ok,-18.134828596390697,1.713689810760646e-07
0.09473765614369031,0.06953064170783708,0.0003918024991026529,0.09461077844311377,0.1455338679535771,0.004076433121019108,0.001054018445322793,0.006369426751592357,0.001054018445322793,0.011474842938081981,0.13116057233704292,0.001119444755401321,0.0001682284225456985,2000,2,ok,-35.1976115760033,6.6628451581563e-15
0.16783811454421801,0.13387852634778713,0.026099419779351627,0.09386281588447654,0.14741727702723875,0.002770083102493075,0.0007953340402969247,0.003777386048854193,0.0007953340402969247,0.006464698458177217,0.04682967260671363,0.0006382435537401072,0.0,13000,13,ok,-14.958350908762057,4.1063782044496e-06
0.10458576932917711,0.07844515942465438,0.0341591741586808,0.16602809706257982,0.08415288905702487,0.141191381495564,0.11608066184074457,0.17389100126742713,0.1202171664943123,0.15273578613481054,0.39196675900277006,0.07037861915367483,0.08182675323279533,0,0,ok,-1289.6814940495,0.0
